GeographyCode,LC2503NI0001,LC2503NI0002,LC2503NI0003,LC2503NI0004,LC2503NI0005,LC2503NI0006,LC2503NI0007,LC2503NI0008,LC2503NI0009,LC2503NI0010,LC2503NI0011,LC2503NI0012,LC2503NI0013,LC2503NI0014,LC2503NI0015,LC2503NI0016,LC2503NI0017,LC2503NI0018,LC2503NI0019,LC2503NI0020,LC2503NI0021,LC2503NI0022,LC2503NI0023,LC2503NI0024,LC2503NI0025,LC2503NI0026,LC2503NI0027,LC2503NI0028
N92000002,1431540,630341,725460,75739,416851,183174,219090,14587,164798,70799,84442,9557,213570,92681,108494,12395,176110,78387,86863,10860,338544,151561,166498,20485,121667,53739,60073,7855
BHSCT,283079,120473,140503,22103,82416,32808,45849,3759,30671,12878,15445,2348,36764,15776,17993,2995,36650,16319,16985,3346,75840,35119,33270,7451,20738,7573,10961,2204
NHSCT,366872,119592,227703,19577,106538,32215,70321,4002,43450,13645,27061,2744,56884,18681,34670,3533,45576,15247,27525,2804,82138,28661,48982,4495,32286,11143,19144,1999
SEHSCT,275606,82614,173621,19371,67575,20299,43802,3474,32900,9879,20288,2733,44203,13203,27289,3711,34752,10785,21067,2900,72479,21491,46004,4984,23697,6957,15171,1569
SHSCT,276654,154535,112478,9641,83107,46305,34570,2232,31412,17243,12967,1202,41914,22740,17740,1434,32571,18056,13362,1153,60400,33835,24403,2162,27250,16356,9436,1458
WHSCT,229329,153127,71155,5047,77215,51547,24548,1120,26365,17154,8681,530,33805,22281,10802,722,26561,17980,7924,657,47687,32455,13839,1393,17696,11710,5361,625
BELB,228679,109160,101616,17903,69498,31578,34939,2981,24585,11998,10793,1794,28773,14303,12158,2312,30052,14900,12433,2719,59536,29460,23838,6238,16235,6921,7455,1859
NEELB,338153,102979,216341,18833,96871,26775,66320,3776,40086,11672,25763,2651,52525,16169,32921,3435,42220,13283,26222,2715,76717,25458,46874,4385,29734,9622,18241,1871
SEELB,330006,93927,212508,23571,80493,21529,54712,4252,38986,10759,24940,3287,52194,14676,33124,4394,41350,12204,25619,3527,88783,27150,55436,6197,28200,7609,18677,1914
SELB,305373,171148,123840,10385,92774,51745,38571,2458,34776,19216,14265,1295,46273,25252,19489,1532,35927,20020,14665,1242,65821,37038,26511,2272,29802,17877,10339,1586
WELB,229329,153127,71155,5047,77215,51547,24548,1120,26365,17154,8681,530,33805,22281,10802,722,26561,17980,7924,657,47687,32455,13839,1393,17696,11710,5361,625
UKN01,228679,109160,101616,17903,69498,31578,34939,2981,24585,11998,10793,1794,28773,14303,12158,2312,30052,14900,12433,2719,59536,29460,23838,6238,16235,6921,7455,1859
UKN02,311648,70215,217307,24126,75167,13983,56831,4353,37367,8090,25895,3382,48673,10949,33397,4327,39865,9566,26698,3601,84597,22432,55680,6485,25979,5195,18806,1978
UKN03,346252,120190,206930,19132,97849,33324,60552,3973,41019,14151,24148,2720,54900,18756,32595,3549,41951,14595,24766,2590,78507,27522,46791,4194,32026,11842,18078,2106
UKN04,226804,125603,94366,6835,75017,41759,31846,1412,26352,14286,11257,809,33746,18542,14099,1105,27495,15452,10987,1056,47180,26167,19191,1822,17014,9397,6986,631
UKN05,318157,205173,105241,7743,99320,62530,34922,1868,35475,22274,12349,852,47478,30131,16245,1102,36747,23874,11979,894,68724,45980,20998,1746,30413,20384,8748,1281
95AA,41479,16585,22196,2698,10904,4104,6322,478,5097,1999,2717,381,6863,2803,3542,518,4979,1988,2620,371,9828,4077,5132,619,3808,1614,1863,331
95BB,62813,7955,49944,4914,16755,2095,13687,973,8030,994,6262,774,10318,1217,8110,991,7747,951,6085,711,14010,1846,11139,1025,5953,852,4661,440
95CC,46195,22150,22611,1434,14021,6769,6951,301,5139,2389,2582,168,7072,3303,3540,229,5411,2547,2700,164,10267,5036,4879,352,4285,2106,1959,220
95DD,51185,11209,37575,2401,16116,2962,12599,555,5540,1216,3984,340,7595,1648,5494,453,5914,1295,4312,307,11263,2822,7961,480,4757,1266,3225,266
95EE,24608,7556,16090,962,8229,2395,5598,236,2914,842,1931,141,3987,1282,2521,184,2886,922,1805,159,4521,1360,3013,148,2071,755,1222,94
95FF,37527,11822,23960,1745,10440,3260,6836,344,4525,1430,2839,256,5855,1693,3877,285,4630,1429,2940,261,8924,2889,5591,444,3153,1121,1877,155
95GG,228679,109160,101616,17903,69498,31578,34939,2981,24585,11998,10793,1794,28773,14303,12158,2312,30052,14900,12433,2719,59536,29460,23838,6238,16235,6921,7455,1859
95HH,31409,3062,25647,2700,7992,642,6802,548,4037,363,3264,410,5074,496,4072,506,4108,396,3324,388,7325,892,5812,621,2873,273,2373,227
95II,54400,11313,38887,4200,12918,1230,10910,778,6086,880,4652,554,7991,1473,5835,683,6598,1419,4552,627,16304,5659,9432,1213,4503,652,3506,345
95JJ,47617,12988,32149,2480,13612,3479,9674,459,5347,1313,3725,309,7116,1864,4838,414,6189,1771,3993,425,11646,3322,7650,674,3707,1239,2269,199
95KK,28719,16613,11362,744,9667,5440,4001,226,3364,1973,1298,93,4359,2512,1749,98,3356,1964,1303,89,5421,3203,2108,110,2552,1521,903,128
95LL,72503,32609,36273,3621,22178,10280,10971,927,8503,3888,4136,479,11358,5031,5788,539,8334,3661,4277,396,15311,6371,8221,719,6819,3378,2880,561
95MM,83663,61849,19749,2065,27285,20379,6523,383,9795,7164,2442,189,12316,9086,2943,287,10294,7657,2339,298,18272,13582,3980,710,5701,3981,1522,198
95NN,54746,33639,18756,2351,14199,8788,4976,435,6077,3782,2020,275,8802,5361,2958,483,7006,4474,2190,342,13749,8241,4903,605,4913,2993,1709,211
95OO,44467,28031,15338,1098,13813,8337,5194,282,4769,2981,1674,114,6390,3912,2337,141,5053,3214,1724,115,9415,6138,3086,191,5027,3449,1323,255
95PP,48664,28494,18924,1246,15733,9259,6176,298,5725,3148,2428,149,7320,4093,3049,178,5213,3061,2011,141,10353,6200,3857,296,4320,2733,1403,184
95QQ,25999,6371,18226,1402,7257,1835,5161,261,3247,842,2190,215,4109,1003,2826,280,3341,797,2342,202,5422,1276,3844,302,2623,618,1863,142
95RR,26293,15331,10363,599,9067,5385,3541,141,3079,1746,1251,82,4016,2286,1631,99,3235,1937,1211,87,4753,2680,1948,125,2143,1297,781,65
95SS,93625,32306,55759,5560,23658,8016,14616,1026,11398,4178,6427,793,14760,5247,8470,1043,11629,4246,6556,827,24633,8224,14977,1432,7547,2395,4713,439
95TT,34461,22369,11398,694,10871,6473,4213,185,3824,2396,1354,74,5198,3456,1632,110,4152,2792,1282,78,7467,5295,2021,151,2949,1957,896,96
95UU,13603,8019,5208,376,4254,2190,1971,93,1629,957,625,47,2058,1262,727,69,1491,931,514,46,2997,1937,967,93,1174,742,404,28
95VV,75962,59923,14296,1743,22655,17659,4618,378,8476,6555,1736,185,11239,8801,2198,240,9143,7205,1721,217,16483,13401,2626,456,7966,6302,1397,267
95WW,67792,14820,47852,5120,17636,2695,13980,961,8451,1744,5973,734,10525,2355,7269,901,9160,2391,6030,739,16248,4477,10474,1297,5772,1158,4126,488
95XX,64422,8714,49162,6546,12963,1400,10523,1040,7395,925,5579,891,10323,1378,7751,1194,8370,1114,6236,1020,20087,3180,14985,1922,5284,717,4088,479
95YY,39689,27593,11312,784,12560,8593,3769,198,4178,2832,1277,69,5900,4054,1740,106,4419,3091,1238,90,9318,6707,2421,190,3314,2316,867,131
95ZZ,31020,19860,10807,353,12570,7931,4539,100,3588,2264,1283,41,4253,2762,1439,52,3400,2234,1125,41,4991,3286,1633,72,2218,1383,788,47
