GeographyCode,LC2301NI0001,LC2301NI0002,LC2301NI0003,LC2301NI0004,LC2301NI0005,LC2301NI0006,LC2301NI0007,LC2301NI0008,LC2301NI0009,LC2301NI0010,LC2301NI0011,LC2301NI0012,LC2301NI0013,LC2301NI0014,LC2301NI0015,LC2301NI0016,LC2301NI0017,LC2301NI0018,LC2301NI0019,LC2301NI0020,LC2301NI0021,LC2301NI0022,LC2301NI0023,LC2301NI0024,LC2301NI0025,LC2301NI0026,LC2301NI0027,LC2301NI0028,LC2301NI0029,LC2301NI0030,LC2301NI0031,LC2301NI0032
WELB,294417,182996,78619,29353,37154,12112,32802,12199,141610,91078,34845,12788,16201,5856,15687,5891,89396,53076,26064,9770,12360,3934,10256,4100,63411,38842,17710,6795,8593,2322,6859,2208
UKN01,280962,117712,95919,40463,32035,23421,67331,37239,127861,57236,38099,16188,11804,10107,32526,18518,85293,33046,30280,12885,9966,7429,21967,12765,67808,27430,27540,11390,10265,5885,12838,5956
UKN02,390597,81243,219255,98142,66825,54288,90099,62670,187226,45011,97115,43056,28334,25725,45100,32313,128568,23631,74610,33919,23002,17689,30327,21420,74803,12601,47530,21167,15489,10874,14672,8937
UKN03,438823,142092,218755,112743,61428,44584,77976,48312,207960,71621,98327,50268,26356,21703,38012,24425,144245,43740,74173,39029,21031,14113,26332,16633,86618,26731,46255,23446,14041,8768,13632,7254
UKN04,288597,148769,101454,52269,36270,12915,38374,17621,136146,73273,44473,22798,15361,6314,18400,8586,90569,43979,34199,17860,12187,4152,12391,6046,61882,31517,22782,11611,8722,2449,7583,2989
UKN05,411884,248217,117172,41484,52263,23425,46495,17322,204994,128612,53777,19001,23016,11760,22605,8630,126941,73081,38727,13834,17491,7402,15133,5947,79949,46524,24668,8649,11756,4263,8757,2745
95AA,53428,20050,23101,13343,5958,3800,10277,6515,26446,10695,10461,5960,2593,1908,5290,3435,17465,6165,7919,4685,2020,1214,3381,2212,9517,3190,4721,2698,1345,678,1606,868
95BB,78078,8521,51102,28715,12390,9997,18455,13175,35136,4142,22139,12403,5152,4584,8855,6540,26732,2732,17689,10118,4339,3232,6311,4535,16210,1647,11274,6194,2899,2181,3289,2100
95CC,59340,26563,25528,9717,10485,5326,7249,3141,29927,14084,12185,4720,4690,2775,3658,1639,18248,7639,8299,3160,3508,1631,2310,1052,11165,4840,5044,1837,2287,920,1281,450
95DD,64044,13071,40531,26073,6856,7602,10442,5946,30287,6851,18387,11609,2984,3794,5049,2965,21760,4174,13895,9153,2329,2413,3691,2138,11997,2046,8249,5311,1543,1395,1702,843
95EE,31224,9252,17717,10897,3974,2846,4255,2519,14605,4754,7853,4733,1665,1455,1998,1210,10466,2939,6074,3755,1403,916,1453,874,6153,1559,3790,2409,906,475,804,435
95FF,48339,14235,26715,13623,8060,5032,7389,4657,24032,7529,12742,6555,3590,2597,3761,2506,15244,4148,8715,4423,2737,1555,2381,1512,9063,2558,5258,2645,1733,880,1247,639
95GG,280962,117712,95919,40463,32035,23421,67331,37239,127861,57236,38099,16188,11804,10107,32526,18518,85293,33046,30280,12885,9966,7429,21967,12765,67808,27430,27540,11390,10265,5885,12838,5956
95HH,39114,2958,26284,11668,7423,7193,9872,7296,17696,1449,11487,5068,3193,3226,4760,3589,13283,950,8985,4069,2502,2414,3348,2526,8135,559,5812,2531,1728,1553,1764,1181
95II,67242,13101,38517,16922,11120,10475,15624,11002,31987,8216,16015,7010,4259,4746,7756,5632,21963,3622,13095,5791,3922,3382,5246,3748,13292,1263,9407,4121,2939,2347,2622,1622
95JJ,59067,14774,33524,16384,12540,4600,10769,6575,27436,7493,14766,7238,5260,2268,5177,3297,20144,4803,11655,5833,4359,1463,3686,2298,11487,2478,7103,3313,2921,869,1906,980
95KK,37013,20379,12568,4853,5473,2242,4066,1592,17348,10117,5362,2036,2288,1038,1869,774,11613,6104,4201,1682,1789,730,1308,541,8052,4158,3005,1135,1396,474,889,277
95LL,93023,39138,39190,9731,18432,11027,14695,7876,43838,19083,17783,4552,7823,5408,6972,3829,29623,11922,12734,3147,6225,3362,4967,2797,19562,8133,8673,2032,4384,2257,2756,1250
95MM,107877,72748,20959,9955,8394,2610,14170,4885,52363,36117,9265,4300,3699,1266,6981,2357,31722,20609,6784,3278,2693,813,4329,1656,23792,16022,4910,2377,2002,531,2860,872
95NN,69731,40068,18910,9300,5887,3723,10753,6272,33893,20007,8602,4143,2568,1891,5284,3263,22281,12369,6381,3166,2050,1165,3531,2090,13557,7692,3927,1991,1269,667,1938,919
95OO,57852,33981,17238,5724,8141,3373,6633,2242,28488,17407,7939,2553,3663,1723,3142,1076,18409,10370,5655,1966,2636,1053,2384,837,10955,6204,3644,1205,1842,597,1107,329
95PP,61805,33951,21186,1878,14228,5080,6668,3005,30480,17590,9687,881,6296,2510,3203,1509,19595,10177,7205,628,4972,1605,2213,1007,11730,6184,4294,369,2960,965,1252,489
95QQ,32180,7009,19206,11958,3845,3403,5965,3871,14328,3314,8213,5046,1646,1521,2801,1887,11140,2230,6840,4337,1331,1172,2070,1349,6712,1465,4153,2575,868,710,1094,635
95RR,33536,18784,11489,6123,4329,1037,3263,1615,15934,9279,5137,2795,1870,472,1518,773,10634,5726,3840,2036,1425,379,1068,542,6968,3779,2512,1292,1034,186,677,300
95SS,120165,39402,57606,22348,22000,13258,23157,14554,59834,21167,26768,10180,9670,6918,11899,7787,37889,11106,19277,7683,7453,4141,7506,4767,22442,7129,11561,4485,4877,2199,3752,2000
95TT,45038,28088,12767,5526,4662,2579,4183,1781,22704,15054,5594,2390,1938,1266,2056,923,13964,8354,4234,1830,1566,838,1376,587,8370,4680,2939,1306,1158,475,751,271
95UU,17050,9267,5514,2633,2393,488,2269,1066,7918,4547,2333,1132,974,227,1038,515,5593,2978,1874,894,832,148,741,355,3539,1742,1307,607,587,113,490,196
95VV,99480,71686,15151,8666,3711,2774,12643,3828,51104,37351,7373,4209,1698,1466,6380,1891,29677,20797,4870,2804,1225,841,4010,1349,18699,13538,2908,1653,788,467,2253,588
95WW,85139,16968,49211,24086,12423,12702,18960,12986,40056,9363,21417,10372,5203,5842,9276,6503,28394,5221,16658,8312,4224,4122,6515,4564,16689,2384,11136,5402,2996,2738,3169,1919
95XX,78937,8814,47637,23118,13859,10660,22486,16832,37653,4816,21428,10426,6009,4993,11409,8802,27039,2732,16595,8064,4901,3630,7712,5815,14245,1266,9614,4628,2949,2037,3365,2215
95YY,51356,33569,12734,5120,5563,2051,5053,1733,24943,17009,5637,2212,2443,982,2297,818,15435,9640,4263,1764,1795,704,1532,574,10978,6920,2834,1144,1325,365,1224,341
95ZZ,39843,23944,12251,6277,4640,1334,3648,961,17890,11083,5119,2600,1893,626,1688,434,12010,6924,3972,2064,1475,433,1114,321,9943,5937,3160,1613,1272,275,846,206
