GeographyCode,LC3105NI0001,LC3105NI0002,LC3105NI0003,LC3105NI0004,LC3105NI0005,LC3105NI0006,LC3105NI0007,LC3105NI0008,LC3105NI0009,LC3105NI0010,LC3105NI0011,LC3105NI0012,LC3105NI0013,LC3105NI0014,LC3105NI0015,LC3105NI0016,LC3105NI0017,LC3105NI0018,LC3105NI0019,LC3105NI0020,LC3105NI0021,LC3105NI0022,LC3105NI0023,LC3105NI0024
N92000002,1788339,203339,156617,1428383,843565,25422,30080,788063,500410,52703,39352,408355,192395,39833,26737,125825,143911,39244,29950,74717,108058,46137,30498,31423
BHSCT,342643,46025,30981,265637,166237,5912,6582,153743,92701,12213,7660,72828,33525,8565,4755,20205,26393,8671,5479,12243,23787,10664,6505,6618
NHSCT,457038,47155,40202,369681,208870,5632,7060,196178,130070,11656,9856,108558,50739,9044,7018,34677,38928,9355,8111,21462,28431,11468,8157,8806
SEHSCT,342197,34905,30658,276634,152445,4398,5565,142482,96794,8305,7272,81217,40684,6904,5377,28403,30533,6805,6111,17617,21741,8493,6333,6915
SHSCT,355580,39170,28942,287468,175370,4762,5679,164929,98955,10464,7507,80984,35950,7816,4928,23206,26286,7554,5570,13162,19019,8574,5258,5187
WHSCT,290881,36084,25834,228963,140643,4718,5194,130731,81890,10065,7057,64768,31497,7504,4659,19334,21771,6859,4679,10233,15080,6938,4245,3897
BELB,276141,39149,24978,212014,138286,5166,5630,127490,72527,10726,6265,55536,26482,7397,3843,15242,20489,7295,4293,8901,18357,8565,4947,4845
NEELB,420327,42752,37058,340517,190306,5092,6395,178819,120101,10473,9030,100598,47113,8174,6449,32490,36267,8469,7516,20282,26540,10544,7668,8328
SEELB,408699,41781,36661,330257,180396,5144,6517,168735,116968,9792,8667,98509,47727,8072,6289,33366,36437,8181,7297,20959,27171,10592,7891,8688
SELB,392291,43573,32086,316632,193934,5302,6344,182288,108924,11647,8333,88944,39576,8686,5497,25393,28947,8440,6165,14342,20910,9498,5747,5665
WELB,290881,36084,25834,228963,140643,4718,5194,130731,81890,10065,7057,64768,31497,7504,4659,19334,21771,6859,4679,10233,15080,6938,4245,3897
UKN01,276141,39149,24978,212014,138286,5166,5630,127490,72527,10726,6265,55536,26482,7397,3843,15242,20489,7295,4293,8901,18357,8565,4947,4845
UKN02,384428,38817,33940,311671,170475,4780,5943,159752,110892,9107,8059,93726,43494,7239,5722,30533,33574,7584,6637,19353,25993,10107,7579,8307
UKN03,434612,46071,38346,350195,198536,5539,6984,186013,123596,11439,9448,102709,49220,9132,6742,33346,37102,9152,7724,20226,26158,10809,7448,7901
UKN04,284667,34796,25351,224520,134584,4335,4911,125338,80775,9744,6946,64085,30823,7088,4457,19278,22913,6781,4773,11359,15572,6848,4264,4460
UKN05,408491,44506,34002,329983,201684,5602,6612,189470,112620,11687,8634,92299,42376,8977,5973,27426,29833,8432,6523,14878,21978,9808,6260,5910
95AA,52540,4918,4155,43467,25115,666,815,23634,15171,1289,1044,12838,5597,973,727,3897,4104,957,815,2332,2553,1033,754,766
95BB,77483,8444,7505,61534,32345,846,1235,30264,22324,1877,1773,18674,10073,1790,1422,6861,7684,1815,1617,4252,5057,2116,1458,1483
95CC,58638,6035,4859,47744,28229,642,881,26706,16153,1483,1160,13510,6268,1246,845,4177,4685,1242,1038,2405,3303,1422,935,946
95DD,63403,6093,5488,51822,27922,717,885,26320,17866,1353,1253,15260,7492,1167,950,5375,5746,1173,1177,3396,4377,1683,1223,1471
95EE,31054,3439,2665,24950,14423,390,465,13568,8970,899,706,7365,3156,664,436,2056,2592,703,526,1363,1913,783,532,598
95FF,48045,5036,3915,39094,22528,651,686,21191,14134,1296,1009,11829,4956,961,691,3304,3706,944,778,1984,2721,1184,751,786
95GG,276141,39149,24978,212014,138286,5166,5630,127490,72527,10726,6265,55536,26482,7397,3843,15242,20489,7295,4293,8901,18357,8565,4947,4845
95HH,38785,4157,3726,30902,16727,477,646,15604,11609,1068,957,9584,4472,768,646,3058,3473,838,734,1901,2504,1006,743,755
95II,66502,6876,6003,53623,27951,746,952,26253,20174,1487,1395,17292,7043,1168,912,4963,5904,1376,1186,3342,5430,2099,1558,1773
95JJ,57761,5783,5290,46688,25132,650,851,23631,16414,1460,1333,13621,6784,1095,901,4788,5490,1153,1081,3256,3941,1425,1124,1392
95KK,36711,4403,3144,29164,18564,540,665,17359,9969,1183,826,7960,3626,870,569,2187,2661,886,595,1180,1891,924,489,478
95LL,92513,10830,7918,73765,45351,1262,1606,42483,25651,2923,2126,20602,9322,2146,1338,5838,7124,2175,1457,3492,5065,2324,1391,1350
95MM,106500,14188,9191,83121,53186,1922,2065,49199,29981,4265,2676,23040,11012,2962,1616,6434,7492,2666,1578,3248,4829,2373,1256,1200
95NN,68714,7372,6259,55083,31973,1003,1267,29703,19081,1899,1494,15688,7808,1453,1039,5316,5720,1409,1248,3063,4132,1608,1211,1313
95OO,57462,6101,4591,46770,29357,731,897,27729,15707,1645,1233,12829,5533,1230,737,3566,3980,1180,873,1927,2885,1315,851,719
95PP,61064,6300,5392,49372,28074,807,902,26365,17086,1474,1360,14252,7190,1220,970,5000,4939,1203,1047,2689,3775,1596,1113,1066
95QQ,31914,3378,3106,25430,13302,394,490,12418,9369,802,749,7818,3972,642,575,2755,3018,679,632,1707,2253,861,660,732
95RR,32850,3713,2864,26273,15789,485,577,14727,9453,1030,801,7622,3576,801,540,2235,2507,722,516,1269,1525,675,430,420
95SS,118525,12074,9826,96625,56499,1860,2082,52557,33470,3024,2494,27952,12628,2314,1637,8677,9308,2275,1746,5287,6620,2601,1867,2152
95TT,44822,4330,3777,36715,22718,569,748,21401,12268,1119,915,10234,4384,813,682,2889,3094,788,728,1578,2358,1041,704,613
95UU,16907,1959,1534,13414,7297,221,213,6863,4714,460,371,3883,2080,410,284,1386,1682,389,352,941,1134,479,314,341
95VV,98922,11168,7659,80095,49905,1476,1609,46820,27310,3117,1979,22214,9871,2233,1317,6321,6791,2013,1424,3354,5045,2329,1330,1386
95WW,83141,8695,7317,67129,37670,1008,1282,35380,23720,2023,1702,19995,9176,1642,1248,6286,7068,1789,1471,3808,5507,2233,1614,1660
95XX,77475,7015,7068,63392,31628,689,981,29958,21919,1505,1511,18903,10175,1347,1279,7549,7821,1306,1500,5015,5932,2168,1797,1967
95YY,50872,6169,4580,40123,24837,837,910,23090,14127,1666,1161,11300,5504,1365,853,3286,3683,1120,818,1745,2721,1181,838,702
95ZZ,39595,5714,3807,30074,18757,667,740,17350,11243,1630,1059,8554,4215,1156,680,2379,3150,1148,720,1282,2230,1113,608,509
