GeographyCode,LC2606NI0001,LC2606NI0002,LC2606NI0003,LC2606NI0004,LC2606NI0005,LC2606NI0006,LC2606NI0007,LC2606NI0008,LC2606NI0009,LC2606NI0010,LC2606NI0011,LC2606NI0012,LC2606NI0013,LC2606NI0014,LC2606NI0015,LC2606NI0016,LC2606NI0017,LC2606NI0018,LC2606NI0019,LC2606NI0020,LC2606NI0021,LC2606NI0022,LC2606NI0023,LC2606NI0024,LC2606NI0025,LC2606NI0026,LC2606NI0027,LC2606NI0028
N92000002,1313420,530962,547699,234759,869767,346978,358489,164300,203403,82579,87029,33795,474065,183643,196610,93812,117795,46163,51553,20079,74504,34593,23297,16614,443653,183984,189210,70459
BHSCT,257160,96162,98205,62793,166648,61810,60270,44568,42209,16556,16299,9354,94012,33842,33744,26426,14649,5074,5310,4265,15778,6338,4917,4523,90512,34352,37935,18225
NHSCT,335761,101735,175302,58724,227093,69909,115925,41259,52356,15807,27997,8552,125825,38234,63795,23796,31966,10391,16560,5015,16946,5477,7573,3896,108668,31826,59377,17465
SEHSCT,251647,69273,128148,54226,170549,46962,84934,38653,40134,11516,20661,7957,94424,25308,46983,22133,23973,6152,12506,5315,12018,3986,4784,3248,81098,22311,43214,15573
SHSCT,256035,132234,88791,35010,172195,87321,60451,24423,38395,19886,13733,4776,92679,45937,33057,13685,26562,12796,10467,3299,14559,8702,3194,2663,83840,44913,28340,10587
WHSCT,212817,131558,57253,24006,133282,80976,36909,15397,30309,18814,8339,3156,67125,40322,19031,7772,20645,11750,6710,2185,15203,10090,2829,2284,79535,50582,20344,8609
BELB,208609,86866,70504,51239,132666,54481,42182,36003,34270,15072,11584,7614,73292,28972,23164,21156,11192,4366,3522,3304,13912,6071,3912,3929,75943,32385,28322,15236
NEELB,309116,87197,166173,55746,209675,60551,109814,39310,48401,13679,26586,8136,116941,33500,60669,22772,28809,8767,15323,4719,15524,4605,7236,3683,99441,26646,56359,16436
SEELB,300198,78569,155849,65780,204531,54291,103022,47218,48073,13000,25376,9697,115144,30178,57563,27403,27430,6860,14294,6276,13884,4253,5789,3842,95667,24278,52827,18562
SELB,282680,146772,97920,37988,189613,96679,66562,26372,42350,22014,15144,5192,101563,50671,36183,14709,29719,14420,11704,3595,15981,9574,3531,2876,93067,50093,31358,11616
WELB,212817,131558,57253,24006,133282,80976,36909,15397,30309,18814,8339,3156,67125,40322,19031,7772,20645,11750,6710,2185,15203,10090,2829,2284,79535,50582,20344,8609
UKN01,208609,86866,70504,51239,132666,54481,42182,36003,34270,15072,11584,7614,73292,28972,23164,21156,11192,4366,3522,3304,13912,6071,3912,3929,75943,32385,28322,15236
UKN02,283218,58107,159516,65595,194967,41578,105704,47685,46528,10209,26378,9941,113902,24531,60897,28474,21637,3980,12203,5454,12900,2858,6226,3816,88251,16529,53812,17910
UKN03,317543,102118,159198,56227,216558,69965,106865,39728,48990,16166,24958,7866,120963,38591,59508,22864,31017,9317,16333,5367,15588,5891,6066,3631,100985,32153,52333,16499
UKN04,209839,107162,74399,28278,130109,65117,46823,18169,30941,15812,11272,3857,64442,31617,23631,9194,19165,8945,7821,2399,15561,8743,4099,2719,79730,42045,27576,10109
UKN05,294211,176709,84082,33420,195467,115837,56915,22715,42674,25320,12837,4517,101466,59932,29410,12124,34784,19555,11674,3555,16543,11030,2994,2519,98744,60872,27167,10705
95AA,38597,14246,17072,7279,27361,10327,11675,5359,6113,2352,2665,1096,15924,6038,6664,3222,3558,1230,1712,616,1766,707,634,425,11236,3919,5397,1920
95BB,57290,6339,37620,13331,38371,4334,24701,9336,9054,940,6177,1937,20843,2315,13280,5248,5846,723,3774,1349,2628,356,1470,802,18919,2005,12919,3995
95CC,42544,19113,18196,5235,28911,12698,12524,3689,6373,2803,2862,708,15303,6486,6736,2081,4910,2036,2347,527,2325,1373,579,373,13633,6415,5672,1546
95DD,46337,9478,29390,7469,32020,6718,19861,5441,7177,1448,4682,1047,18096,3880,11052,3164,4647,915,3007,725,2100,475,1120,505,14317,2760,9529,2028
95EE,22558,6551,12955,3052,14740,4346,8379,2015,3055,833,1853,369,7672,2253,4347,1072,2699,858,1533,308,1314,402,646,266,7818,2205,4576,1037
95FF,34555,10098,19140,5317,24187,7106,13274,3807,5179,1542,2938,699,13447,3868,7395,2184,3995,1152,2261,582,1566,544,680,342,10368,2992,5866,1510
95GG,208609,86866,70504,51239,132666,54481,42182,36003,34270,15072,11584,7614,73292,28972,23164,21156,11192,4366,3522,3304,13912,6071,3912,3929,75943,32385,28322,15236
95HH,28657,2187,19237,7233,19596,1567,12834,5195,4618,372,3187,1059,11598,935,7482,3181,1888,128,1260,500,1492,132,905,455,9061,620,6403,2038
95II,48551,9296,27701,11554,33982,7329,18088,8565,7939,1484,4715,1740,20720,4870,10580,5270,3457,708,1788,961,1866,267,1005,594,14569,1967,9613,2989
95JJ,43277,10770,24574,7933,27795,7166,15403,5226,7207,1818,4161,1228,13857,3614,7508,2735,4208,1063,2471,674,2523,671,1263,589,15482,3604,9171,2707
95KK,26645,14538,9129,2978,17418,9358,6111,1949,3955,2128,1411,416,8884,4734,3126,1024,3157,1624,1237,296,1422,872,337,213,9227,5180,3018,1029
95LL,67061,28146,28316,10599,45009,18807,18783,7419,10217,4448,4321,1448,26118,10716,10987,4415,4985,1826,2383,776,3689,1817,1092,780,22052,9339,9533,3180
95MM,78409,52402,15383,10624,47447,30986,9647,6814,11894,8069,2361,1464,23461,14949,5160,3352,5257,3293,1204,760,6835,4675,922,1238,30962,21416,5736,3810
95NN,50138,28668,13631,7839,33648,19213,9144,5291,7677,4638,1977,1062,17390,9807,4767,2816,5843,3036,1881,926,2738,1732,519,487,16490,9455,4487,2548
95OO,41315,24210,12326,4779,27881,16026,8532,3323,6002,3396,1959,647,14928,8688,4405,1835,4716,2513,1734,469,2235,1429,434,372,13434,8184,3794,1456
95PP,44465,24396,15236,4833,29852,16239,10325,3288,6464,3459,2341,664,15592,8644,5228,1720,5518,2735,2214,569,2278,1401,542,335,14613,8157,4911,1545
95QQ,23565,5143,14029,4393,15962,3460,9427,3075,3573,798,2198,577,9145,1967,5363,1815,2143,435,1315,393,1101,260,551,290,7603,1683,4602,1318
95RR,24610,13662,8556,2392,15067,8325,5271,1471,3239,1779,1169,291,7521,3984,2762,775,2457,1442,811,204,1850,1120,529,201,9543,5337,3285,921
95SS,86371,27685,42179,16507,59061,18686,28350,12025,14135,4850,6762,2523,33593,10370,16160,7063,7234,1812,3965,1457,4099,1654,1463,982,27310,8999,13829,4482
