GeographyCode,LC2110NI0001,LC2110NI0002,LC2110NI0003,LC2110NI0004,LC2110NI0005,LC2110NI0006,LC2110NI0007,LC2110NI0008,LC2110NI0009,LC2110NI0010,LC2110NI0011,LC2110NI0012,LC2110NI0013,LC2110NI0014,LC2110NI0015,LC2110NI0016
N92000002,1810863,817385,875717,117761,606957,298445,247111,61401,498046,239833,222914,35299,705860,279107,405692,21061
BHSCT,348204,151452,164525,32227,115633,54943,44864,15826,99134,45960,41811,11363,133437,50549,77850,5038
NHSCT,463297,155691,276015,31591,152790,56877,78641,17272,124656,46191,69884,8581,185851,52623,127490,5738
SEHSCT,346911,107991,207432,31488,110982,39317,54411,17254,91054,31557,51005,8492,144875,37117,102016,5742
SHSCT,358034,202952,140163,14919,125236,74767,42905,7564,101875,59894,37483,4498,130923,68291,59775,2857
WHSCT,294417,199299,87582,7536,102316,72541,26290,3485,81327,56231,22731,2365,110774,70527,38561,1686
BELB,280962,136497,118856,25609,95456,49660,33352,12444,81470,41067,31028,9375,104036,45770,54476,3790
NEELB,426284,133758,262033,30493,139584,48488,74368,16728,114025,39628,66144,8253,172675,45642,121521,5512
SEELB,414153,122946,253101,38106,131159,44600,65923,20636,108718,36450,61788,10480,174276,41896,125390,6990
SELB,395047,224885,154145,16017,138442,83156,47178,8108,112506,66457,41223,4826,144099,75272,65744,3083
WELB,294417,199299,87582,7536,102316,72541,26290,3485,81327,56231,22731,2365,110774,70527,38561,1686
UKN01,280962,136497,118856,25609,95456,49660,33352,12444,81470,41067,31028,9375,104036,45770,54476,3790
UKN02,390597,92393,259368,38836,124206,34133,69052,21021,104072,28874,64323,10875,162319,29386,125993,6940
UKN03,438823,156162,251695,30966,143142,55856,70470,16816,118940,45939,64516,8485,176741,54367,116709,5665
UKN04,288597,163249,114709,10639,99195,60135,33542,5518,78190,46054,29155,2981,111212,57060,52012,2140
UKN05,411884,269084,131089,11711,144958,98661,40695,5602,115374,77899,33892,3583,151552,92524,56502,2526
95AA,53428,22010,26970,4448,18135,8162,7535,2438,15256,6725,7191,1340,20037,7123,12244,670
95BB,78078,9904,60054,8120,23466,3023,15978,4465,19855,2982,14682,2191,34757,3899,29394,1464
95CC,59340,28698,28486,2156,20468,10319,9088,1061,16103,8157,7287,659,22769,10222,12111,436
95DD,64044,14440,45700,3904,20018,4980,12912,2126,17297,4464,11771,1062,26729,4996,21017,716
95EE,31224,9928,19687,1609,10329,3733,5697,899,8715,2908,5413,394,12180,3287,8577,316
95FF,48339,15479,29979,2881,16199,5495,9112,1592,13633,4748,8156,729,18507,5236,12711,560
95GG,280962,136497,118856,25609,95456,49660,33352,12444,81470,41067,31028,9375,104036,45770,54476,3790
95HH,39114,3738,31005,4371,12266,1064,8798,2404,10101,1205,7781,1115,16747,1469,14426,852
95II,67242,14955,45669,6618,20177,5283,11512,3382,17664,4893,10783,1988,29401,4779,23374,1248
95JJ,59067,16552,38560,3955,19293,5995,11095,2203,14510,4722,8815,973,25264,5835,18650,779
95KK,37013,21933,13982,1098,13206,8389,4273,544,10631,6563,3740,328,13176,6981,5969,226
95LL,93023,42735,44686,5602,31878,15955,13048,2875,26886,12987,12186,1713,34259,13793,19452,1014
95MM,107877,80729,24105,3043,38920,30238,7259,1423,30133,22713,6395,1025,38824,27778,10451,595
95NN,69731,43591,22372,3768,23679,15658,5903,2118,18032,11915,5240,877,28020,16018,11229,773
95OO,57852,37087,19111,1654,20738,14048,5880,810,17031,11434,5086,511,20083,11605,8145,333
95PP,61805,36563,23350,1892,20204,12443,6901,860,16553,10207,5781,565,25048,13913,10668,467
95QQ,32180,8003,21934,2243,9767,2583,5982,1202,7981,2118,5290,573,14432,3302,10662,468
95RR,33536,20014,12625,897,11536,7448,3656,432,9638,5982,3381,275,12362,6584,5588,190
95SS,120165,43815,67197,9153,41142,17552,18499,5091,32841,13345,17035,2461,46182,12918,31663,1601
95TT,45038,29728,14179,1131,16421,11410,4418,593,12814,8818,3702,294,15803,9500,6059,244
95UU,17050,10155,6310,585,5429,3411,1719,299,4211,2552,1505,154,7410,4192,3086,132
95VV,99480,78953,17901,2626,35953,28950,5777,1226,28222,22568,4768,886,35305,27435,7356,514
95WW,85139,19204,57688,8247,27926,7150,16212,4564,23140,6116,14676,2348,34073,5938,26800,1335
95XX,78937,10681,57809,10447,22695,3084,14031,5580,20326,3315,14048,2963,35916,4282,29730,1904
95YY,51356,36122,14080,1154,17968,13102,4358,508,14020,10152,3528,340,19368,12868,6194,306
95ZZ,39843,25871,13422,550,13688,9310,4116,262,10983,7177,3646,160,15172,9384,5660,128
