GeographyCode,LC6601NI0001,LC6601NI0002,LC6601NI0003,LC6601NI0004,LC6601NI0005,LC6601NI0006,LC6601NI0007,LC6601NI0008,LC6601NI0009,LC6601NI0010,LC6601NI0011,LC6601NI0012,LC6601NI0013,LC6601NI0014,LC6601NI0015,LC6601NI0016,LC6601NI0017,LC6601NI0018,LC6601NI0019,LC6601NI0020,LC6601NI0021,LC6601NI0022,LC6601NI0023,LC6601NI0024
95KK,26645,3707,22938,15996,2449,13547,4604,785,3819,11392,1664,9728,10649,1258,9391,2971,364,2607,2014,415,1599,5664,479,5185
95LL,67061,9276,57785,41320,6233,35087,11369,1943,9426,29951,4290,25661,25741,3043,22698,8379,1145,7234,4141,850,3291,13221,1048,12173
95MM,78409,11117,67292,40612,6678,33934,13373,2347,11026,27239,4331,22908,37797,4439,33358,9323,1090,8233,6878,1552,5326,21596,1797,19799
95NN,50138,8372,41766,30910,5520,25390,8928,1834,7094,21982,3686,18296,19228,2852,16376,6632,1129,5503,3286,765,2521,9310,958,8352
95OO,41315,6061,35254,25646,4123,21523,7000,1319,5681,18646,2804,15842,15669,1938,13731,4343,575,3768,2898,581,2317,8428,782,7646
95PP,44465,7888,36577,27574,5448,22126,7549,1604,5945,20025,3844,16181,16891,2440,14451,5558,896,4662,2848,638,2210,8485,906,7579
95QQ,23565,3502,20063,14861,2307,12554,4073,764,3309,10788,1543,9245,8704,1195,7509,3751,576,3175,1187,231,956,3766,388,3378
95RR,24610,3269,21341,13217,2021,11196,3686,670,3016,9531,1351,8180,11393,1248,10145,2948,333,2615,1918,403,1515,6527,512,6015
95SS,86371,13685,72686,54962,9236,45726,15966,2926,13040,38996,6310,32686,31409,4449,26960,11199,1795,9404,5579,1270,4309,14631,1384,13247
95TT,31959,4832,27127,19983,3318,16665,5066,962,4104,14917,2356,12561,11976,1514,10462,3419,443,2976,2489,546,1943,6068,525,5543
95UU,12375,2109,10266,7021,1385,5636,2017,431,1586,5004,954,4050,5354,724,4630,1900,324,1576,812,177,635,2642,223,2419
95VV,70560,10983,59577,41463,7413,34050,12221,2395,9826,29242,5018,24224,29097,3570,25527,7572,979,6593,4891,1035,3856,16634,1556,15078
95WW,61791,9422,52369,39969,6495,33474,11632,2152,9480,28337,4343,23994,21822,2927,18895,8515,1109,7406,4242,1013,3229,9065,805,8260
95XX,57848,10475,47373,36916,6601,30315,10767,2247,8520,26149,4354,21795,20932,3874,17058,9948,1887,8061,3074,876,2198,7910,1111,6799
95YY,36723,6358,30365,21676,4246,17430,5701,1279,4422,15975,2967,13008,15047,2112,12935,4241,611,3630,2757,760,1997,8049,741,7308
95ZZ,28610,3876,24734,15000,2545,12455,4370,806,3564,10630,1739,8891,13610,1331,12279,3580,359,3221,2074,393,1681,7956,579,7377
