GeographyCode,LC5102NI0001,LC5102NI0002,LC5102NI0003,LC5102NI0004,LC5102NI0005,LC5102NI0006,LC5102NI0007,LC5102NI0008,LC5102NI0009,LC5102NI0010,LC5102NI0011,LC5102NI0012,LC5102NI0013,LC5102NI0014,LC5102NI0015,LC5102NI0016,LC5102NI0017,LC5102NI0018,LC5102NI0019,LC5102NI0020,LC5102NI0021
N92000002,1431540,416851,164798,213570,176110,338544,121667,692931,199177,79728,91019,84644,149202,89161,738609,217674,85070,122551,91466,189342,32506
BHSCT,283079,82416,30671,36764,36650,75840,20738,134054,35962,13924,15581,17884,36105,14598,149025,46454,16747,21183,18766,39735,6140
NHSCT,366872,106538,43450,56884,45576,82138,32286,177781,51137,20935,23504,22312,35597,24296,189091,55401,22515,33380,23264,46541,7990
SEHSCT,275606,67575,32900,44203,34752,72479,23697,132392,30746,15386,18571,16754,33285,17650,143214,36829,17514,25632,17998,39194,6047
SHSCT,276654,83107,31412,41914,32571,60400,27250,136019,42105,16001,18205,15281,24777,19650,140635,41002,15411,23709,17290,35623,7600
WHSCT,229329,77215,26365,33805,26561,47687,17696,112685,39227,13482,15158,12413,19438,12967,116644,37988,12883,18647,14148,28249,4729
BELB,228679,69498,24585,28773,30052,59536,16235,108381,30581,11179,12237,14586,28482,11316,120298,38917,13406,16536,15466,31054,4919
NEELB,338153,96871,40086,52525,42220,76717,29734,163607,46087,19189,21699,20755,33512,22365,174546,50784,20897,30826,21465,43205,7369
SEELB,330006,80493,38986,52194,41350,88783,28200,158065,36127,18131,21915,20052,40908,20932,171941,44366,20855,30279,21298,47875,7268
SELB,305373,92774,34776,46273,35927,65821,29802,150193,47155,17747,20010,16838,26862,21581,155180,45619,17029,26263,19089,38959,8221
WELB,229329,77215,26365,33805,26561,47687,17696,112685,39227,13482,15158,12413,19438,12967,116644,37988,12883,18647,14148,28249,4729
UKN01,228679,69498,24585,28773,30052,59536,16235,108381,30581,11179,12237,14586,28482,11316,120298,38917,13406,16536,15466,31054,4919
UKN02,311648,75167,37367,48673,39865,84597,25979,148225,32563,17140,20156,19608,39700,19058,163423,42604,20227,28517,20257,44897,6921
UKN03,346252,97849,41019,54900,41951,78507,32026,168196,46798,19780,22918,20607,34245,23848,178056,51051,21239,31982,21344,44262,8178
UKN04,226804,75017,26352,33746,27495,47180,17014,110554,37091,13093,14686,12862,20111,12711,116250,37926,13259,19060,14633,27069,4303
UKN05,318157,99320,35475,47478,36747,68724,30413,157575,52144,18536,21022,16981,26664,22228,160582,47176,16939,26456,19766,42060,8185
95AA,41479,10904,5097,6863,4979,9828,3808,20174,5319,2405,2834,2493,4304,2819,21305,5585,2692,4029,2486,5524,989
95BB,62813,16755,8030,10318,7747,14010,5953,30171,7538,3774,4211,3706,6368,4574,32642,9217,4256,6107,4041,7642,1379
95CC,46195,14021,5139,7072,5411,10267,4285,22800,7309,2711,3112,2504,4092,3072,23395,6712,2428,3960,2907,6175,1213
95DD,51185,16116,5540,7595,5914,11263,4757,24890,7648,2676,3124,3087,4834,3521,26295,8468,2864,4471,2827,6429,1236
95EE,24608,8229,2914,3987,2886,4521,2071,12116,4246,1444,1637,1377,1785,1627,12492,3983,1470,2350,1509,2736,444
95FF,37527,10440,4525,5855,4630,8924,3153,18459,5242,2239,2550,2208,3823,2397,19068,5198,2286,3305,2422,5101,756
95GG,228679,69498,24585,28773,30052,59536,16235,108381,30581,11179,12237,14586,28482,11316,120298,38917,13406,16536,15466,31054,4919
95HH,31409,7992,4037,5074,4108,7325,2873,14949,3420,1845,1976,2049,3505,2154,16460,4572,2192,3098,2059,3820,719
95II,54400,12918,6086,7991,6598,16304,4503,25673,5381,2745,3344,3298,7623,3282,28727,7537,3341,4647,3300,8681,1221
95JJ,47617,13612,5347,7116,6189,11646,3707,22834,6551,2591,3105,2799,5131,2657,24783,7061,2756,4011,3390,6515,1050
95KK,28719,9667,3364,4359,3356,5421,2552,14174,5050,1746,1805,1557,2085,1931,14545,4617,1618,2554,1799,3336,621
95LL,72503,22178,8503,11358,8334,15311,6819,35210,10658,4262,4826,4067,6651,4746,37293,11520,4241,6532,4267,8660,2073
95MM,83663,27285,9795,12316,10294,18272,5701,40278,12896,4747,5359,4890,8190,4196,43385,14389,5048,6957,5404,10082,1505
95NN,54746,14199,6077,8802,7006,13749,4913,26731,7062,2938,3767,3347,5858,3759,28015,7137,3139,5035,3659,7891,1154
95OO,44467,13813,4769,6390,5053,9415,5027,22163,7331,2512,2818,2365,3643,3494,22304,6482,2257,3572,2688,5772,1533
95PP,48664,15733,5725,7320,5213,10353,4320,24188,8373,3068,3376,2440,3929,3002,24476,7360,2657,3944,2773,6424,1318
95QQ,25999,7257,3247,4109,3341,5422,2623,12561,3331,1486,1606,1699,2407,2032,13438,3926,1761,2503,1642,3015,591
95RR,26293,9067,3079,4016,3235,4753,2143,13222,4659,1591,1836,1527,1920,1689,13071,4408,1488,2180,1708,2833,454
95SS,93625,23658,11398,14760,11629,24633,7547,44972,10830,5313,6257,5605,11411,5556,48653,12828,6085,8503,6024,13222,1991
95TT,34461,10871,3824,5198,4152,7467,2949,17172,5724,2021,2298,1935,2845,2349,17289,5147,1803,2900,2217,4622,600
95UU,13603,4254,1629,2058,1491,2997,1174,6798,2232,845,876,756,1188,901,6805,2022,784,1182,735,1809,273
95VV,75962,22655,8476,11239,9143,16483,7966,37387,11565,4277,4899,4137,6568,5941,38575,11090,4199,6340,5006,9915,2025
95WW,67792,17636,8451,10525,9160,16248,5772,32113,7616,3876,4243,4560,7513,4305,35679,10020,4575,6282,4600,8735,1467
95XX,64422,12963,7395,10323,8370,20087,5284,30518,5316,3361,4336,4096,9648,3761,33904,7647,4034,5987,4274,10439,1523
