GeographyCode,LC4411NI0001,LC4411NI0002,LC4411NI0003,LC4411NI0004,LC4411NI0005,LC4411NI0006,LC4411NI0007,LC4411NI0008,LC4411NI0009,LC4411NI0010,LC4411NI0011,LC4411NI0012,LC4411NI0013,LC4411NI0014,LC4411NI0015,LC4411NI0016,LC4411NI0017,LC4411NI0018,LC4411NI0019,LC4411NI0020
N92000002,703275,264308,200578,174898,63491,159659,20914,40195,65617,32933,291016,87810,96876,80844,25486,252600,155584,63507,28437,5072
BHSCT,148328,20882,46201,56394,24851,53341,3002,10992,26104,13243,61963,6958,21945,23432,9628,33024,10922,13264,6858,1980
NHSCT,177914,78465,48043,37684,13722,33276,5544,8409,12412,6911,73877,26404,23408,18395,5670,70761,46517,16226,6877,1141
SEHSCT,136698,54723,39637,30510,11828,24173,3313,6532,8994,5334,56979,17455,18834,15210,5480,55546,33955,14271,6306,1014
SHSCT,131129,60870,37137,26599,6523,23463,4378,6973,8742,3370,53579,19801,18238,12952,2588,54087,36691,11926,4905,565
WHSCT,109206,49368,29560,23711,6567,25406,4677,7289,9365,4075,44618,17192,14451,10855,2120,39182,27499,7820,3491,372
BELB,120595,13470,34961,50667,21497,48321,2578,9475,24460,11808,49528,4495,16486,20567,7980,22746,6397,9000,5640,1709
NEELB,165010,71010,45149,35571,13280,31316,4966,7894,11796,6660,68853,24008,21987,17320,5538,64841,42036,15268,6455,1082
SEELB,164431,62135,50877,36237,15182,29193,3737,8049,10638,6769,69414,19918,24293,18075,7128,65824,38480,18535,7524,1285
SELB,144033,68325,40031,28712,6965,25423,4956,7488,9358,3621,58603,22197,19659,14027,2720,60007,41172,12884,5327,624
WELB,109206,49368,29560,23711,6567,25406,4677,7289,9365,4075,44618,17192,14451,10855,2120,39182,27499,7820,3491,372
UKN01,120595,13470,34961,50667,21497,48321,2578,9475,24460,11808,49528,4495,16486,20567,7980,22746,6397,9000,5640,1709
UKN02,156882,53063,50809,35708,17302,29952,3156,8020,10929,7847,67854,17379,24609,17845,8021,59076,32528,18180,6934,1434
UKN03,170132,73207,44522,41416,10987,30921,4747,7540,13080,5554,69934,23294,21503,20516,4621,69277,45166,15479,7820,812
UKN04,109318,44422,32767,24530,7599,26581,4316,7825,9823,4617,45925,16222,15975,11190,2538,36812,23884,8967,3517,444
UKN05,146348,80146,37519,22577,6106,23884,6117,7335,7325,3107,57775,26420,18303,10726,2326,64689,47609,11881,4526,673
95AA,20064,8291,4844,5525,1404,3616,490,726,1713,687,8288,2523,2391,2758,616,8160,5278,1727,1054,101
95BB,31514,12491,9233,7656,2134,5233,771,1368,2135,959,12903,3862,4245,3813,983,13378,7858,3620,1708,192
95CC,21594,11731,5282,3707,874,3210,719,957,1065,469,8497,3894,2502,1812,289,9887,7118,1823,830,116
95DD,24817,11963,6092,4993,1769,4284,795,1004,1524,961,10037,3873,2945,2523,696,10496,7295,2143,946,112
95EE,11508,5963,3964,1193,388,1778,427,739,385,227,4731,2122,1906,573,130,4999,3414,1319,235,31
95FF,18303,9133,4328,3993,849,2596,476,740,999,381,7138,2655,2076,2020,387,8569,6002,1512,974,81
95GG,120595,13470,34961,50667,21497,48321,2578,9475,24460,11808,49528,4495,16486,20567,7980,22746,6397,9000,5640,1709
95HH,16200,5807,4246,4184,1963,3432,358,742,1432,900,6989,1998,2031,2086,874,5779,3451,1473,666,189
95II,27733,7412,11240,5727,3354,5020,424,1517,1644,1435,12435,2463,5459,2865,1648,10278,4525,4264,1218,271
95JJ,23508,10792,6135,4529,2052,4986,868,1285,1790,1043,10032,4122,3051,2043,816,8490,5802,1799,696,193
95KK,12904,7455,2894,2113,442,1960,578,515,616,251,5024,2396,1421,1075,132,5920,4481,958,422,59
95LL,35931,13047,10532,10259,2093,7946,997,1972,3765,1212,15489,4380,5318,5018,773,12496,7670,3242,1476,108
95MM,40779,10675,13233,12760,4111,12839,1267,3449,5421,2702,17083,3727,6403,5707,1246,10857,5681,3381,1632,163
95NN,26206,13279,6071,5185,1671,4373,919,1133,1578,743,10485,4331,2833,2550,771,11348,8029,2105,1057,157
95OO,20270,10566,5842,2992,870,3245,800,1053,920,472,8139,3487,2832,1487,333,8886,6279,1957,585,65
95PP,23069,14138,4947,3097,887,3702,1132,1098,1048,424,9098,4882,2433,1439,344,10269,8124,1416,610,119
95QQ,13297,5003,3422,3805,1067,2873,299,597,1366,611,5594,1670,1695,1834,395,4830,3034,1130,605,61
95RR,12098,5996,3543,2151,408,2359,562,830,723,244,5013,2107,1723,1033,150,4726,3327,990,395,14
95SS,45723,16915,13632,11194,3982,8752,980,2462,3413,1897,19170,5188,6619,5619,1744,17801,10747,4551,2162,341
95TT,15037,8769,3541,2303,424,2152,643,625,668,216,5511,2651,1672,1046,142,7374,5475,1244,589,66
95UU,6608,3531,1915,911,251,1262,335,446,346,135,2832,1393,933,410,96,2514,1803,536,155,20
95VV,35031,16393,11153,5648,1837,6466,1386,2251,1993,836,14316,5385,5510,2615,806,14249,9622,3392,1040,195
95WW,33971,10891,10990,8128,3962,6933,751,1730,2572,1880,14839,3656,5363,4047,1773,12199,6484,3897,1509,309
95XX,33255,12038,10701,6475,4041,5815,643,1569,1868,1735,14421,4074,5137,3228,1982,13019,7321,3995,1379,324
95YY,18443,11094,3860,2717,772,3149,859,836,1015,439,7190,3725,1933,1252,280,8104,6510,1091,450,53
95ZZ,14817,7465,3977,2986,389,3357,857,1076,1158,266,6234,2751,1959,1424,100,5226,3857,942,404,23
