GeographyCode,LC2602NI0001,LC2602NI0002,LC2602NI0003,LC2602NI0004,LC2602NI0005,LC2602NI0006,LC2602NI0007,LC2602NI0008,LC2602NI0009,LC2602NI0010,LC2602NI0011,LC2602NI0012,LC2602NI0013,LC2602NI0014,LC2602NI0015,LC2602NI0016,LC2602NI0017,LC2602NI0018,LC2602NI0019,LC2602NI0020,LC2602NI0021
N92000002,1313420,1147446,165974,869767,751988,117779,460771,397947,62824,408996,354041,54955,443653,395458,48195,186598,167904,18694,257055,227554,29501
BHSCT,257160,221739,35421,166648,140316,26332,85475,71462,14013,81173,68854,12319,90512,81423,9089,39232,35571,3661,51280,45852,5428
NHSCT,335761,300217,35544,227093,201693,25400,120791,107145,13646,106302,94548,11754,108668,98524,10144,44646,40670,3976,64022,57854,6168
SEHSCT,251647,221212,30435,170549,148534,22015,89022,76867,12155,81527,71667,9860,81098,72678,8420,34147,30796,3351,46951,41882,5069
SHSCT,256035,219495,36540,172195,145889,26306,93379,79477,13902,78816,66412,12404,83840,73606,10234,34649,30871,3778,49191,42735,6456
WHSCT,212817,184783,28034,133282,115556,17726,72104,62996,9108,61178,52560,8618,79535,69227,10308,33924,29996,3928,45611,39231,6380
BELB,208609,178592,30017,132666,110478,22188,68197,56346,11851,64469,54132,10337,75943,68114,7829,33073,29890,3183,42870,38224,4646
NEELB,309116,276196,32920,209675,186113,23562,111222,98616,12606,98453,87497,10956,99441,90083,9358,40892,37231,3661,58549,52852,5697
SEELB,300198,264359,35839,204531,178372,26159,106300,91983,14317,98231,86389,11842,95667,85987,9680,40306,36477,3829,55361,49510,5851
SELB,282680,243516,39164,189613,161469,28144,102948,88006,14942,86665,73463,13202,93067,82047,11020,38403,34310,4093,54664,47737,6927
WELB,212817,184783,28034,133282,115556,17726,72104,62996,9108,61178,52560,8618,79535,69227,10308,33924,29996,3928,45611,39231,6380
UKN01,208609,178592,30017,132666,110478,22188,68197,56346,11851,64469,54132,10337,75943,68114,7829,33073,29890,3183,42870,38224,4646
UKN02,283218,249546,33672,194967,170120,24847,100620,87057,13563,94347,83063,11284,88251,79426,8825,36803,33263,3540,51448,46163,5285
UKN03,317543,280871,36672,216558,189847,26711,114771,100419,14352,101787,89428,12359,100985,91024,9961,42150,38235,3915,58835,52789,6046
UKN04,209839,185549,24290,130109,115034,15075,69993,62186,7807,60116,52848,7268,79730,70515,9215,33691,30115,3576,46039,40400,5639
UKN05,294211,252888,41323,195467,166509,28958,107190,91939,15251,88277,74570,13707,98744,86379,12365,40881,36401,4480,57863,49978,7885
95AA,38597,32892,5705,27361,22925,4436,14425,11928,2497,12936,10997,1939,11236,9967,1269,4574,4087,487,6662,5880,782
95BB,57290,51530,5760,38371,34427,3944,19959,17872,2087,18412,16555,1857,18919,17103,1816,8073,7362,711,10846,9741,1105
95CC,42544,37046,5498,28911,24992,3919,15662,13673,1989,13249,11319,1930,13633,12054,1579,5729,5153,576,7904,6901,1003
95DD,46337,41373,4964,32020,28247,3773,17161,15152,2009,14859,13095,1764,14317,13126,1191,5830,5380,450,8487,7746,741
95EE,22558,20816,1742,14740,13568,1172,8084,7451,633,6656,6117,539,7818,7248,570,3214,3009,205,4604,4239,365
95FF,34555,31269,3286,24187,21798,2389,12990,11780,1210,11197,10018,1179,10368,9471,897,4290,3939,351,6078,5532,546
95GG,208609,178592,30017,132666,110478,22188,68197,56346,11851,64469,54132,10337,75943,68114,7829,33073,29890,3183,42870,38224,4646
95HH,28657,25627,3030,19596,17419,2177,10099,8963,1136,9497,8456,1041,9061,8208,853,3806,3473,333,5255,4735,520
95II,48551,43147,5404,33982,29838,4144,17278,15116,2162,16704,14722,1982,14569,13309,1260,6159,5681,478,8410,7628,782
95JJ,43277,37846,5431,27795,24217,3578,14720,12831,1889,13075,11386,1689,15482,13629,1853,6361,5660,701,9121,7969,1152
95KK,26645,24021,2624,17418,15580,1838,9569,8529,1040,7849,7051,798,9227,8441,786,3754,3439,315,5473,5002,471
95LL,67061,57735,9326,45009,38115,6894,24038,20305,3733,20971,17810,3161,22052,19620,2432,9087,8148,939,12965,11472,1493
95MM,78409,68305,10104,47447,41189,6258,24976,21805,3171,22471,19384,3087,30962,27116,3846,13202,11672,1530,17760,15444,2316
95NN,50138,44633,5505,33648,29781,3867,17787,15719,2068,15861,14062,1799,16490,14852,1638,7092,6405,687,9398,8447,951
95OO,41315,34013,7302,27881,22377,5504,15380,12341,3039,12501,10036,2465,13434,11636,1798,5564,4870,694,7870,6766,1104
95PP,44465,36463,8002,29852,24495,5357,16321,13616,2705,13531,10879,2652,14613,11968,2645,6187,5227,960,8426,6741,1685
95QQ,23565,21439,2126,15962,14554,1408,8411,7663,748,7551,6891,660,7603,6885,718,3204,2914,290,4399,3971,428
95RR,24610,22401,2209,15067,13709,1358,8254,7508,746,6813,6201,612,9543,8692,851,4304,3905,399,5239,4787,452
95SS,86371,76152,10219,59061,51391,7670,30820,26522,4298,28241,24869,3372,27310,24761,2549,11357,10360,997,15953,14401,1552
95TT,31959,29354,2605,21505,19555,1950,12021,10970,1051,9484,8585,899,10454,9799,655,4117,3897,220,6337,5902,435
95UU,12375,11126,1249,7837,7091,746,4334,3956,378,3503,3135,368,4538,4035,503,1930,1731,199,2608,2304,304
95VV,70560,59432,11128,46207,38607,7600,25309,21378,3931,20898,17229,3669,24353,20825,3528,9979,8761,1218,14374,12064,2310
95WW,61791,55723,6068,42859,38537,4322,21967,19702,2265,20892,18835,2057,18932,17186,1746,7856,7080,776,11076,10106,970
95XX,57848,48897,8951,39469,32935,6534,20456,16754,3702,19013,16181,2832,18379,15962,2417,7625,6669,956,10754,9293,1461
95YY,36723,32559,4164,23693,20903,2790,12928,11432,1496,10765,9471,1294,13030,11656,1374,5551,5054,497,7479,6602,877
95ZZ,28610,25055,3555,17223,15260,1963,9625,8635,990,7598,6625,973,11387,9795,1592,4680,4138,542,6707,5657,1050
