GeographyCode,LC2118NI0001,LC2118NI0002,LC2118NI0003,LC2118NI0004,LC2118NI0005,LC2118NI0006,LC2118NI0007,LC2118NI0008,LC2118NI0009,LC2118NI0010,LC2118NI0011,LC2118NI0012,LC2118NI0013,LC2118NI0014,LC2118NI0015,LC2118NI0016,LC2118NI0017,LC2118NI0018,LC2118NI0019,LC2118NI0020,LC2118NI0021,LC2118NI0022,LC2118NI0023,LC2118NI0024,LC2118NI0025,LC2118NI0026,LC2118NI0027,LC2118NI0028
N92000002,703275,296577,372213,34485,196414,76670,110632,9112,455076,192899,240855,21322,269421,113257,144484,11680,100230,50441,45161,4628,85425,29201,51210,5014,51785,27008,20726,4051
BHSCT,148328,60176,77559,10593,50611,18470,28867,3274,82487,33835,43111,5541,40544,15933,21796,2815,24137,11936,10916,1285,17806,5966,10399,1441,15230,7871,5581,1778
NHSCT,177914,53944,115324,8646,46858,12528,32173,2157,119950,37150,77109,5691,73906,23935,46819,3152,23131,7596,14267,1268,22913,5619,16023,1271,11106,4266,6042,798
SEHSCT,136698,39157,88981,8560,36574,9258,25288,2028,92625,27017,59728,5880,55946,15799,36818,3329,17532,6842,9464,1226,19147,4376,13446,1325,7499,2882,3965,652
SHSCT,131129,71338,55496,4295,32965,17224,14748,993,88923,48268,37921,2734,56199,30112,24571,1516,17986,11247,6209,530,14738,6909,7141,688,9241,5846,2827,568
WHSCT,109206,71962,34853,2391,29406,19190,9556,660,71091,46629,22986,1476,42826,27478,14480,868,17444,12820,4305,319,10821,6331,4201,289,8709,6143,2311,255
BELB,120595,54899,57007,8689,42401,17293,22312,2796,64315,30069,29949,4297,29604,13352,14175,2077,21020,11446,8524,1050,13691,5271,7250,1170,13879,7537,4746,1596
NEELB,165010,46779,109895,8336,43835,10930,30801,2104,110991,32158,73356,5477,67975,20533,44403,3039,21435,6590,13626,1219,21581,5035,15327,1219,10184,3691,5738,755
SEELB,164431,44434,109533,10464,44784,10435,31843,2506,110797,30783,72890,7124,66886,18380,44439,4067,20649,7332,11856,1461,23262,5071,16595,1596,8850,3216,4800,834
SELB,144033,78503,60925,4605,35988,18822,16120,1046,97882,53260,41674,2948,62130,33514,26987,1629,19682,12253,6850,579,16070,7493,7837,740,10163,6421,3131,611
