GeographyCode,LC2409NI0001,LC2409NI0002,LC2409NI0003,LC2409NI0004,LC2409NI0005,LC2409NI0006,LC2409NI0007,LC2409NI0008,LC2409NI0009,LC2409NI0010,LC2409NI0011,LC2409NI0012,LC2409NI0013,LC2409NI0014,LC2409NI0015,LC2409NI0016,LC2409NI0017,LC2409NI0018
N92000002,703275,196414,212286,117920,176655,2.54,613252,174510,185125,101246,152371,2.53,90023,21904,27161,16674,24284,2.64
BHSCT,148328,50611,45387,23640,28690,2.31,128965,45066,39592,20066,24241,2.29,19363,5545,5795,3574,4449,2.48
NHSCT,177914,46858,55248,30174,45634,2.57,158993,42612,49401,26562,40418,2.56,18921,4246,5847,3612,5216,2.67
SEHSCT,136698,36574,44255,23269,32600,2.50,119729,32524,38727,20303,28175,2.49,16969,4050,5528,2966,4425,2.59
SHSCT,131129,32965,37040,22440,38684,2.71,112188,29010,31733,18690,32755,2.69,18941,3955,5307,3750,5929,2.82
WHSCT,109206,29406,30356,18397,31047,2.66,93377,25298,25672,15625,26782,2.67,15829,4108,4684,2772,4265,2.63
BELB,120595,42401,36385,19166,22643,2.29,104320,37586,31510,16150,19074,2.27,16275,4815,4875,3016,3569,2.44
NEELB,165010,43835,51762,28079,41334,2.55,147387,39821,46270,24720,36576,2.54,17623,4014,5492,3359,4758,2.65
SEELB,164431,44784,53257,27743,38647,2.49,144374,40004,46809,24219,33342,2.47,20057,4780,6448,3524,5305,2.60
SELB,144033,35988,40526,24535,42984,2.72,123794,31801,34864,20532,36597,2.71,20239,4187,5662,4003,6387,2.83
WELB,109206,29406,30356,18397,31047,2.66,93377,25298,25672,15625,26782,2.67,15829,4108,4684,2772,4265,2.63
UKN01,120595,42401,36385,19166,22643,2.29,104320,37586,31510,16150,19074,2.27,16275,4815,4875,3016,3569,2.44
UKN02,156882,43525,51209,26741,35407,2.45,138015,39035,45281,23309,30390,2.43,18867,4490,5928,3432,5017,2.60
UKN03,170132,44655,53121,29312,43044,2.55,150293,40208,46960,25507,37618,2.54,19839,4447,6161,3805,5426,2.66
UKN04,109318,29564,32001,18607,29146,2.60,95534,26049,27750,16227,25508,2.60,13784,3515,4251,2380,3638,2.60
UKN05,146348,36269,39570,24094,46415,2.79,125090,31632,33624,20053,39781,2.79,21258,4637,5946,4041,6634,2.81
95AA,20064,5093,5960,3555,5456,2.62,17130,4508,5139,2908,4575,2.59,2934,585,821,647,881,2.76
95BB,31514,8310,10811,5258,7135,2.46,28167,7469,9616,4727,6355,2.45,3347,841,1195,531,780,2.49
95CC,21594,5464,6080,3655,6395,2.72,18661,4795,5228,3075,5563,2.71,2933,669,852,580,832,2.72
95DD,24817,6381,7927,4335,6174,2.55,22302,5880,7166,3799,5457,2.53,2515,501,761,536,717,2.75
95EE,11508,2741,3451,1978,3338,2.70,10576,2546,3166,1812,3052,2.69,932,195,285,166,286,2.77
95FF,18303,4613,5539,3067,5084,2.62,16486,4192,4952,2759,4583,2.62,1817,421,587,308,501,2.64
95GG,120595,42401,36385,19166,22643,2.29,104320,37586,31510,16150,19074,2.27,16275,4815,4875,3016,3569,2.44
95HH,16200,4674,5293,2808,3425,2.39,14340,4153,4717,2460,3010,2.39,1860,521,576,348,415,2.45
95II,27733,8210,9002,4474,6047,2.40,24645,7480,8082,3916,5167,2.37,3088,730,920,558,880,2.66
95JJ,23508,6715,7651,3819,5323,2.46,20551,5993,6659,3299,4600,2.44,2957,722,992,520,723,2.54
95KK,12904,3023,3486,2095,4300,2.84,11606,2791,3131,1842,3842,2.83,1298,232,355,253,458,2.98
95LL,35931,9528,10740,6389,9274,2.57,30890,8471,9312,5323,7784,2.54,5041,1057,1428,1066,1490,2.76
95MM,40779,11366,11364,7079,10970,2.61,34903,9779,9607,6075,9442,2.62,5876,1587,1757,1004,1528,2.58
95NN,26206,6888,7708,4477,7133,2.62,23291,6208,6801,3963,6319,2.62,2915,680,907,514,814,2.66
95OO,20270,4856,5341,3424,6649,2.83,16877,4239,4527,2706,5405,2.80,3393,617,814,718,1244,3.02
95PP,23069,6356,6549,3696,6468,2.65,18651,5183,5222,2939,5307,2.65,4418,1173,1327,757,1161,2.62
95QQ,13297,3842,4436,2231,2788,2.40,12027,3480,3974,2028,2545,2.40,1270,362,462,203,243,2.36
95RR,12098,2811,3562,2219,3506,2.72,10909,2562,3206,1992,3149,2.71,1189,249,356,227,357,2.76
95SS,45723,11384,14276,8238,11825,2.59,40223,10231,12625,7146,10221,2.57,5500,1153,1651,1092,1604,2.73
95TT,15037,3174,3933,2420,5510,2.98,13779,2948,3573,2182,5076,2.98,1258,226,360,238,434,2.96
95UU,6608,1950,1933,1008,1717,2.56,5923,1758,1704,912,1549,2.57,685,192,229,96,168,2.50
95VV,35031,8504,9340,5905,11282,2.82,29274,7313,7714,4827,9420,2.82,5757,1191,1626,1078,1862,2.86
95WW,33971,9265,11178,5925,7603,2.45,30759,8555,10172,5320,6712,2.43,3212,710,1006,605,891,2.66
95XX,33255,9992,11460,5296,6507,2.33,28048,8616,9685,4467,5280,2.30,5207,1376,1775,829,1227,2.47
95YY,18443,4892,4841,2899,5811,2.76,16242,4363,4229,2482,5168,2.77,2201,529,612,417,643,2.71
95ZZ,14817,3981,4040,2504,4292,2.67,12672,3411,3408,2137,3716,2.68,2145,570,632,367,576,2.62
