GeographyCode,LC6112NI0001,LC6112NI0002,LC6112NI0003,LC6112NI0004,LC6112NI0005,LC6112NI0006,LC6112NI0007,LC6112NI0008,LC6112NI0009,LC6112NI0010,LC6112NI0011,LC6112NI0012,LC6112NI0013,LC6112NI0014,LC6112NI0015
N92000002,618559,368244,250315,184519,113735,70784,149855,95401,54454,235371,137982,97389,48814,21126,27688
BHSCT,129324,70088,59236,42654,25515,17139,24666,12965,11701,48039,25780,22259,13965,5828,8137
NHSCT,155804,96139,59665,45328,28625,16703,39565,25828,13737,61793,37792,24001,9118,3894,5224
SEHSCT,119897,72616,47281,42302,27121,15181,31729,19952,11777,39700,22936,16764,6166,2607,3559
SHSCT,116175,72276,43899,30603,18657,11946,29857,20438,9419,47062,29265,17797,8653,3916,4737
WHSCT,97359,57125,40234,23632,13817,9815,24038,16218,7820,38777,22209,16568,10912,4881,6031
BELB,105808,55890,49918,32790,19298,13492,19108,9728,9380,40773,21417,19356,13137,5447,7690
NEELB,144392,88977,55415,42899,27185,15714,36350,23507,12843,56953,34806,22147,8190,3479,4711
SEELB,143413,86814,56599,52166,33338,18828,37287,23189,14098,46966,27299,19667,6994,2988,4006
SELB,127587,79438,48149,33032,20097,12935,33072,22759,10313,51902,32251,19651,9581,4331,5250
WELB,97359,57125,40234,23632,13817,9815,24038,16218,7820,38777,22209,16568,10912,4881,6031
UKN01,105808,55890,49918,32790,19298,13492,19108,9728,9380,40773,21417,19356,13137,5447,7690
UKN02,136674,82194,54480,51024,33037,17987,33145,19438,13707,46055,27068,18987,6450,2651,3799
UKN03,149886,92416,57470,44410,27877,16533,38644,25182,13462,58810,35720,23090,8022,3637,4385
UKN04,97172,56616,40556,24632,14731,9901,23399,15524,7875,38383,21650,16733,10758,4711,6047
UKN05,129019,81128,47891,31663,18792,12871,35559,25529,10030,51350,32127,19223,10447,4680,5767
95AA,18099,11112,6987,5674,3511,2163,4618,2956,1662,6985,4292,2693,822,353,469
95BB,27622,17126,10496,8612,5454,3158,7856,5128,2728,10023,6021,4002,1131,523,608
95CC,18983,11996,6987,5016,3069,1947,5405,3775,1630,7272,4564,2708,1290,588,702
95DD,21468,13493,7975,6200,4001,2199,5130,3467,1663,9064,5565,3499,1074,460,614
95EE,10052,6435,3617,2276,1419,857,2895,2094,801,4226,2628,1598,655,294,361
95FF,16209,10410,5799,5000,3245,1755,4603,3191,1412,5822,3600,2222,784,374,410
95GG,105808,55890,49918,32790,19298,13492,19108,9728,9380,40773,21417,19356,13137,5447,7690
95HH,14213,8646,5567,4682,3105,1577,3313,1894,1419,5511,3337,2174,707,310,397
95II,23516,14198,9318,9864,6217,3647,5558,3237,2321,7266,4363,2903,828,381,447
95JJ,20398,12267,8131,6094,3820,2274,5104,3356,1748,7516,4393,3123,1684,698,986
95KK,11412,7162,4250,2429,1440,989,3215,2321,894,4840,2986,1854,928,415,513
95LL,31956,19345,12611,8528,5247,3281,7013,4282,2731,14278,8828,5450,2137,988,1149
95MM,37039,20106,16933,9837,5779,4058,7489,4436,3053,14647,7682,6965,5066,2209,2857
95NN,22986,13832,9154,7242,4414,2828,6566,4403,2163,7672,4326,3346,1506,689,817
95OO,17974,11365,6609,4274,2506,1768,4685,3345,1340,7566,4919,2647,1449,595,854
95PP,20097,12568,7529,4786,2799,1987,5682,4033,1649,8165,5069,3096,1464,667,797
95QQ,11546,7098,4448,3154,2005,1149,2858,1755,1103,4966,3088,1878,568,250,318
95RR,10892,6587,4305,2449,1434,1015,3002,2116,886,4299,2528,1771,1142,509,633
95SS,40680,24116,16564,14342,9279,5063,10103,6065,4038,13797,7876,5921,2438,896,1542
95TT,13239,8710,4529,3330,2003,1327,3803,2889,914,5303,3477,1826,803,341,462
95UU,5721,3524,2197,1459,859,600,1662,1210,452,2109,1247,862,491,208,283
95VV,31053,19160,11893,7785,4590,3195,8151,5845,2306,12124,7354,4770,2993,1371,1622
95WW,29656,17692,11964,10030,6462,3568,6967,3886,3081,11273,6779,4494,1386,565,821
95XX,28609,17542,11067,12106,7974,4132,7204,4356,2848,8208,4713,3495,1091,499,592
95YY,16261,10167,6094,4043,2385,1658,4618,3321,1297,6080,3758,2322,1520,703,817
95ZZ,13070,7697,5373,2517,1420,1097,3247,2312,935,5586,3172,2414,1720,793,927
