GeographyCode,LC4302NI0001,LC4302NI0002,LC4302NI0003,LC4302NI0004,LC4302NI0005,LC4302NI0006,LC4302NI0007,LC4302NI0008,LC4302NI0009,LC4302NI0010,LC4302NI0011,LC4302NI0012
N92000002,1788339,359956,1428383,1285113,229681,1055432,219712,78341,141371,283514,51934,231580
BHSCT,342643,77006,265637,204390,40552,163838,72822,26529,46293,65431,9925,55506
NHSCT,457038,87357,369681,347457,59609,287848,41908,15138,26770,67673,12610,55063
SEHSCT,342197,65563,276634,261330,44326,217004,37709,13149,24560,43158,8088,35070
SHSCT,355580,68112,287468,265738,46535,219203,29472,10540,18932,60370,11037,49333
WHSCT,290881,61918,228963,206198,38659,167539,37801,12985,24816,46882,10274,36608
BELB,276141,64127,212014,152027,31559,120468,65488,23784,41704,58626,8784,49842
NEELB,420327,79810,340517,318742,53995,264747,39708,14316,25392,61877,11499,50378
SEELB,408699,78442,330257,313693,53319,260374,45043,15894,29149,49963,9229,40734
SELB,392291,75659,316632,294453,52149,242304,31672,11362,20310,66166,12148,54018
WELB,290881,61918,228963,206198,38659,167539,37801,12985,24816,46882,10274,36608
UKN01,276141,64127,212014,152027,31559,120468,65488,23784,41704,58626,8784,49842
UKN02,384428,72757,311671,296377,49501,246876,43659,15614,28045,44392,7642,36750
UKN03,434612,84417,350195,328687,56566,272121,39610,14534,25076,66315,13317,52998
UKN04,284667,60147,224520,195977,36505,159472,41299,13863,27436,47391,9779,37612
UKN05,408491,78508,329983,312045,55550,256495,29656,10546,19110,66790,12412,54378
95AA,52540,9073,43467,39880,6229,33651,4771,1616,3155,7889,1228,6661
95BB,77483,15949,61534,60143,10939,49204,8265,3023,5242,9075,1987,7088
95CC,58638,10894,47744,45904,7905,37999,4005,1410,2595,8729,1579,7150
95DD,63403,11581,51822,48075,7828,40247,5557,1942,3615,9771,1811,7960
95EE,31054,6104,24950,23393,4042,19351,3030,1090,1940,4631,972,3659
95FF,48045,8951,39094,38058,6271,31787,3462,1314,2148,6525,1366,5159
95GG,276141,64127,212014,152027,31559,120468,65488,23784,41704,58626,8784,49842
95HH,38785,7883,30902,29969,5263,24706,4010,1641,2369,4806,979,3827
95II,66502,12879,53623,52363,8993,43370,7334,2745,4589,6805,1141,5664
95JJ,57761,11073,46688,40116,7016,33100,6627,2216,4411,11018,1841,9177
95KK,36711,7547,29164,28715,5614,23101,2200,822,1378,5796,1111,4685
95LL,92513,18748,73765,65735,11735,54000,9465,3571,5894,17313,3442,13871
95MM,106500,23379,83121,67455,12671,54784,21450,6914,14536,17595,3794,13801
95NN,68714,13631,55083,52207,9248,42959,5502,2013,3489,11005,2370,8635
95OO,57462,10692,46770,41857,7536,34321,4535,1503,3032,11070,1653,9417
95PP,61064,11692,49372,47282,8287,38995,4376,1582,2794,9406,1823,7583
95QQ,31914,6484,25430,24589,4316,20273,2588,1055,1533,4737,1113,3624
95RR,32850,6577,26273,24394,4331,20063,3297,1201,2096,5159,1045,4114
95SS,118525,21900,96625,88206,14152,74054,17811,5660,12151,12508,2088,10420
95TT,44822,8107,36715,35395,5905,29490,2870,996,1874,6557,1206,5351
95UU,16907,3493,13414,12260,2290,9970,1882,645,1237,2765,558,2207
95VV,98922,18827,80095,74184,13088,61096,8005,2742,5263,16733,2997,13736
95WW,83141,16012,67129,65065,11106,53959,8373,3115,5258,9703,1791,7912
95XX,77475,14083,63392,60774,9987,50787,6131,2453,3678,10570,1643,8927
95YY,50872,10749,40123,38708,7215,31493,3665,1491,2174,8499,2043,6456
95ZZ,39595,9521,30074,28359,6155,22204,5013,1797,3216,6223,1569,4654
