GeographyCode,LC3104NI0001,LC3104NI0002,LC3104NI0003,LC3104NI0004,LC3104NI0005,LC3104NI0006,LC3104NI0007,LC3104NI0008,LC3104NI0009
N92000002,1788339,1429222,359117,877577,711543,166034,910762,717679,193083
BHSCT,342643,264200,78443,165118,129596,35522,177525,134604,42921
NHSCT,457038,369457,87581,224514,184144,40370,232524,185313,47211
SEHSCT,342197,278278,63919,166723,137547,29176,175474,140731,34743
SHSCT,355580,287847,67733,176877,145052,31825,178703,142795,35908
WHSCT,290881,229440,61441,144345,115204,29141,146536,114236,32300
BELB,276141,210442,65699,133147,103210,29937,142994,107232,35762
NEELB,420327,340585,79742,206162,169477,36685,214165,171108,43057
SEELB,408699,332036,76663,198694,163933,34761,210005,168103,41902
SELB,392291,316719,75572,195229,159719,35510,197062,157000,40062
WELB,290881,229440,61441,144345,115204,29141,146536,114236,32300
UKN01,276141,210442,65699,133147,103210,29937,142994,107232,35762
UKN02,384428,312575,71853,185804,153884,31920,198624,158691,39933
UKN03,434612,350699,83913,213896,174999,38897,220716,175700,45016
UKN04,284667,224577,60090,140354,112156,28198,144313,112421,31892
UKN05,408491,330929,77562,204376,167294,37082,204115,163635,40480
95AA,52540,43470,9070,25823,21690,4133,26717,21780,4937
95BB,77483,61709,15774,37934,30631,7303,39549,31078,8471
95CC,58638,47945,10693,29230,24162,5068,29408,23783,5625
95DD,63403,51897,11506,31191,25873,5318,32212,26024,6188
95EE,31054,25035,6019,15392,12545,2847,15662,12490,3172
95FF,48045,39187,8858,23895,19742,4153,24150,19445,4705
95GG,276141,210442,65699,133147,103210,29937,142994,107232,35762
95HH,38785,30921,7864,18749,15225,3524,20036,15696,4340
95II,66502,53758,12744,31971,26386,5585,34531,27372,7159
95JJ,57761,46734,11027,28258,23142,5116,29503,23592,5911
95KK,36711,28872,7839,18352,14667,3685,18359,14205,4154
95LL,92513,73318,19195,45615,36899,8716,46898,36419,10479
95MM,106500,83307,23193,52089,41410,10679,54411,41897,12514
95NN,68714,55724,12990,33857,27656,6201,34857,28068,6789
95OO,57462,46774,10688,28846,23659,5187,28616,23115,5501
95PP,61064,49851,11213,30687,25223,5464,30377,24628,5749
95QQ,31914,25394,6520,15581,12508,3073,16333,12886,3447
95RR,32850,26220,6630,16387,13227,3160,16463,12993,3470
95SS,118525,96908,21617,57681,47953,9728,60844,48955,11889
95TT,44822,36632,8190,22512,18695,3817,22310,17937,4373
95UU,16907,13451,3456,8504,6786,1718,8403,6665,1738
95VV,98922,80623,18299,49291,40590,8701,49631,40033,9598
95WW,83141,67051,16090,40152,33013,7139,42989,34038,8951
95XX,77475,63937,13538,37251,31307,5944,40224,32630,7594
95YY,50872,40232,10640,25458,20298,5160,25414,19934,5480
95ZZ,39595,29830,9765,19724,15046,4678,19871,14784,5087
