GeographyCode,LC3302NI0001,LC3302NI0002,LC3302NI0003,LC3302NI0004,LC3302NI0005,LC3302NI0006,LC3302NI0007,LC3302NI0008,LC3302NI0009,LC3302NI0010,LC3302NI0011,LC3302NI0012,LC3302NI0013,LC3302NI0014,LC3302NI0015,LC3302NI0016
N92000002,1810863,1596883,122301,91679,215232,194751,6601,13880,159414,131945,13126,14343,1436217,1270187,102574,63456
BHSCT,348204,305291,23664,19249,48585,43767,1339,3479,31637,26098,2546,2993,267982,235426,19779,12777
NHSCT,463297,409790,31481,22026,50066,45287,1657,3122,40961,34006,3340,3615,372270,330497,26484,15289
SEHSCT,346911,302451,26766,17694,37602,33567,1337,2698,31142,25281,3054,2807,278167,243603,22375,12189
SHSCT,358034,317427,22852,17755,40991,37143,1305,2543,29323,24397,2306,2620,287720,255887,19241,12592
WHSCT,294417,261924,17538,14955,37988,34987,963,2038,26351,22163,1880,2308,230078,204774,14695,10609
BELB,280962,247097,17983,15882,41176,37223,1064,2889,25560,21165,1938,2457,214226,188709,14981,10536
NEELB,426284,376886,29175,20223,45524,41140,1515,2869,37720,31257,3118,3345,343040,304489,24542,14009
SEELB,414153,360645,32447,21061,45011,40111,1612,3288,37219,30214,3662,3343,331923,290320,27173,14430
SELB,395047,350331,25158,19558,45533,41290,1447,2796,32564,27146,2528,2890,316950,281895,21183,13872
WELB,294417,261924,17538,14955,37988,34987,963,2038,26351,22163,1880,2308,230078,204774,14695,10609
UKN01,280962,247097,17983,15882,41176,37223,1064,2889,25560,21165,1938,2457,214226,188709,14981,10536
UKN02,390597,340573,30756,19268,41772,37100,1528,3144,34456,28015,3362,3079,314369,275458,25866,13045
UKN03,438823,385858,30953,22012,48975,44015,1721,3239,38957,31965,3419,3573,350891,309878,25813,15200
UKN04,288597,256833,17042,14722,36471,33419,916,2136,25847,21693,1828,2326,226279,201721,14298,10260
UKN05,411884,366522,25567,19795,46838,42994,1372,2472,34594,29107,2579,2908,330452,294421,21616,14415
95AA,53428,47439,3576,2413,5368,4865,171,332,4327,3577,354,396,43733,38997,3051,1685
95BB,78078,67496,6320,4262,8930,7927,338,665,7581,6081,783,717,61567,53488,5199,2880
95CC,59340,52736,3920,2684,6558,6011,197,350,4967,4181,385,401,47815,42544,3338,1933
95DD,64044,56904,4249,2891,6585,5997,219,369,5582,4675,461,446,51877,46232,3569,2076
95EE,31224,27799,1918,1507,3572,3256,98,218,2694,2253,199,242,24958,22290,1621,1047
95FF,48339,42573,3399,2367,5269,4691,202,376,3965,3258,357,350,39105,34624,2840,1641
95GG,280962,247097,17983,15882,41176,37223,1064,2889,25560,21165,1938,2457,214226,188709,14981,10536
95HH,39114,34148,2979,1987,4425,3928,167,330,3769,3084,353,332,30920,27136,2459,1325
95II,67242,58194,5681,3367,7409,6544,275,590,6077,4933,608,536,53756,46717,4798,2241
95JJ,59067,52706,3694,2667,6159,5603,178,378,5423,4530,444,449,47485,42573,3072,1840
95KK,37013,32904,2306,1803,4542,4147,142,253,3241,2749,222,270,29230,26008,1942,1280
95LL,93023,82183,6121,4719,11224,10053,380,791,8000,6570,645,785,73799,65560,5096,3143
95MM,107877,95649,6360,5868,14802,13532,378,892,9353,7833,665,855,83722,74284,5317,4121
95NN,69731,61093,4920,3718,8006,7273,272,461,6370,5224,550,596,55355,48596,4098,2661
95OO,57852,51766,3342,2744,6367,5810,178,379,4659,3929,354,376,46826,42027,2810,1989
95PP,61805,55056,3908,2841,6780,6244,206,330,5527,4646,431,450,49498,44166,3271,2061
95QQ,32180,28170,2368,1642,3593,3209,139,245,3132,2580,269,283,25455,22381,1960,1114
95RR,33536,30154,1770,1612,3974,3658,95,221,2980,2551,182,247,26582,23945,1493,1144
95SS,120165,105287,8768,6110,12900,11544,387,969,9964,8143,929,892,97301,85600,7452,4249
95TT,45038,40254,2740,2044,4494,4135,126,233,3817,3221,275,321,36727,32898,2339,1490
95UU,17050,15097,1081,872,2056,1886,58,112,1557,1315,83,159,13437,11896,940,601
95VV,99480,88169,6070,5241,11573,10578,348,647,7732,6459,565,708,80175,71132,5157,3886
95WW,85139,74369,6570,4200,9272,8261,359,652,7419,6022,680,717,68448,60086,5531,2831
95XX,78937,68575,6758,3604,7766,6823,340,603,7227,5833,792,602,63944,55919,5626,2399
95YY,51356,45637,3281,2438,6524,6069,175,280,4651,3922,347,382,40181,35646,2759,1776
95ZZ,39843,35428,2219,2196,5908,5484,109,315,3840,3211,255,374,30095,26733,1855,1507
