GeographyCode,LC4402NI0001,LC4402NI0002,LC4402NI0003,LC4402NI0004,LC4402NI0005,LC4402NI0006,LC4402NI0007,LC4402NI0008,LC4402NI0009,LC4402NI0010,LC4402NI0011,LC4402NI0012,LC4402NI0013,LC4402NI0014,LC4402NI0015,LC4402NI0016,LC4402NI0017,LC4402NI0018,LC4402NI0019,LC4402NI0020,LC4402NI0021,LC4402NI0022,LC4402NI0023,LC4402NI0024
N92000002,703275,639784,63491,3766,3136,630,120956,89020,31936,24671,7884,16787,437269,426829,10440,18120,17181,939,4083,3018,1065,94410,92716,1694
BHSCT,148328,123477,24851,807,588,219,67107,50615,16492,7906,2080,5826,65170,63867,1303,1718,1615,103,651,215,436,4969,4497,472
NHSCT,177914,164192,13722,953,835,118,20090,13853,6237,5459,1809,3650,118256,115396,2860,5026,4761,265,918,734,184,27212,26804,408
SEHSCT,136698,124870,11828,773,660,113,27226,20925,6301,4899,1738,3161,84554,82958,1596,3307,3118,189,665,467,198,15274,15004,270
SHSCT,131129,124606,6523,676,582,94,3007,1745,1262,3696,1402,2294,94745,92468,2277,4171,3949,222,1009,887,122,23825,23573,252
WHSCT,109206,102639,6567,557,471,86,3526,1882,1644,2711,855,1856,74544,72140,2404,3898,3738,160,840,715,125,23130,22838,292
BELB,120595,99098,21497,715,526,189,59897,45180,14717,6272,1560,4712,48073,47048,1025,1394,1330,64,536,169,367,3708,3285,423
NEELB,165010,151730,13280,871,765,106,20008,13812,6196,5344,1772,3572,109163,106564,2599,4562,4316,246,773,595,178,24289,23906,383
SEELB,164431,149249,15182,865,722,143,34436,26360,8076,6533,2258,4275,101651,99777,1874,3631,3403,228,780,513,267,16535,16216,319
SELB,144033,137068,6965,758,652,106,3089,1786,1303,3811,1439,2372,103838,101300,2538,4635,4394,241,1154,1026,128,26748,26471,277
WELB,109206,102639,6567,557,471,86,3526,1882,1644,2711,855,1856,74544,72140,2404,3898,3738,160,840,715,125,23130,22838,292
UKN01,120595,99098,21497,715,526,189,59897,45180,14717,6272,1560,4712,48073,47048,1025,1394,1330,64,536,169,367,3708,3285,423
UKN02,156882,139580,17302,638,500,138,42135,31876,10259,6798,2233,4565,92518,91008,1510,2529,2314,215,622,350,272,11642,11299,343
UKN03,170132,159145,10987,1039,937,102,12510,8544,3966,5347,2054,3293,119043,116192,2851,5197,4895,302,873,691,182,26123,25832,291
UKN04,109318,101719,7599,496,403,93,4636,2562,2074,3376,907,2469,76191,73809,2382,3738,3582,156,661,511,150,20220,19945,275
UKN05,146348,140242,6106,878,770,108,1778,858,920,2878,1130,1748,101444,98772,2672,5262,5060,202,1391,1297,94,32717,32355,362
95AA,20064,18660,1404,89,79,10,1584,978,606,454,149,305,14275,13910,365,571,503,68,92,73,19,2999,2968,31
95BB,31514,29380,2134,216,198,18,4937,3688,1249,989,458,531,20976,20726,250,903,882,21,110,94,16,3383,3334,49
95CC,21594,20720,874,126,111,15,126,89,37,613,253,360,15194,14850,344,848,802,46,177,159,18,4510,4456,54
95DD,24817,23048,1769,171,152,19,933,462,471,935,422,513,17087,16482,605,884,826,58,145,110,35,4662,4594,68
95EE,11508,11120,388,47,43,4,403,282,121,206,81,125,7989,7878,111,351,347,4,57,49,8,2455,2440,15
95FF,18303,17454,849,102,94,8,552,300,252,364,157,207,13137,12841,296,590,546,44,121,111,10,3437,3405,32
95GG,120595,99098,21497,715,526,189,59897,45180,14717,6272,1560,4712,48073,47048,1025,1394,1330,64,536,169,367,3708,3285,423
95HH,16200,14237,1963,64,54,10,4530,3199,1331,583,224,359,9407,9219,188,286,275,11,33,17,16,1297,1249,48
95II,27733,24379,3354,92,62,30,7210,5435,1775,1634,520,1114,17097,16819,278,324,285,39,115,46,69,1261,1212,49
95JJ,23508,21456,2052,113,88,25,937,428,509,1004,241,763,16784,16179,605,775,730,45,125,91,34,3770,3699,71
95KK,12904,12462,442,82,70,12,82,41,41,115,37,78,9093,8832,261,464,445,19,145,139,6,2923,2898,25
95LL,35931,33838,2093,138,117,21,1225,813,412,1415,547,868,27082,26445,637,934,863,71,189,141,48,4948,4912,36
95MM,40779,36668,4111,161,114,47,2822,1514,1308,1673,391,1282,28515,27335,1180,1252,1177,75,243,152,91,6113,5985,128
95NN,26206,24535,1671,180,160,20,826,449,377,784,206,578,18362,17787,575,940,903,37,171,135,36,4943,4895,48
95OO,20270,19400,870,104,91,13,177,82,95,461,165,296,14139,13758,381,722,702,20,171,159,12,4496,4443,53
95PP,23069,22182,887,172,157,15,204,76,128,459,203,256,15196,14811,385,866,841,25,217,205,12,5955,5889,66
95QQ,13297,12230,1067,143,137,6,2453,1854,599,406,115,291,8124,8001,123,375,372,3,45,27,18,1751,1724,27
95RR,12098,11690,408,48,39,9,274,199,75,165,61,104,8172,7998,174,557,539,18,83,78,5,2799,2776,23
95SS,45723,41741,3982,169,151,18,10955,8692,2263,1460,474,986,27349,26914,435,976,899,77,294,182,112,4520,4429,91
95TT,15037,14613,424,78,72,6,98,57,41,156,92,64,10252,9998,254,548,529,19,141,138,3,3764,3727,37
95UU,6608,6357,251,61,58,3,138,98,40,145,33,112,4447,4372,75,317,313,4,45,41,4,1455,1442,13
95VV,35031,33194,1837,206,169,37,927,461,466,843,280,563,25193,24574,619,1077,1036,41,351,317,34,6434,6357,77
95WW,33971,30009,3962,105,82,23,8932,6454,2478,1455,415,1040,20798,20525,273,455,421,34,90,49,41,2136,2063,73
95XX,33255,29214,4041,208,151,57,10508,8096,2412,1666,600,1066,17867,17531,336,488,434,54,90,56,34,2428,2346,82
95YY,18443,17671,772,110,100,10,164,52,112,231,100,131,12377,11949,428,737,705,32,189,180,9,4635,4585,50
95ZZ,14817,14428,389,66,61,5,62,41,21,183,100,83,10284,10047,237,486,476,10,108,100,8,3628,3603,25
