ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC2104NI0001,Count,PERSONS,"All categories: Country of Birth, All categories: Sex"
LC2104NI0002,Count,PERSONS,"All categories: Country of Birth, Males"
LC2104NI0003,Count,PERSONS,"All categories: Country of Birth, Females"
LC2104NI0004,Count,PERSONS,"Northern Ireland, All categories: Sex"
LC2104NI0005,Count,PERSONS,"Northern Ireland, Males"
LC2104NI0006,Count,PERSONS,"Northern Ireland, Females"
LC2104NI0007,Count,PERSONS,"Other United Kingdom, All categories: Sex"
LC2104NI0008,Count,PERSONS,"Other United Kingdom, Males"
LC2104NI0009,Count,PERSONS,"Other United Kingdom, Females"
LC2104NI0010,Count,PERSONS,"Republic of Ireland, All categories: Sex"
LC2104NI0011,Count,PERSONS,"Republic of Ireland, Males"
LC2104NI0012,Count,PERSONS,"Republic of Ireland, Females"
LC2104NI0013,Count,PERSONS,"Other EU countries, All categories: Sex"
LC2104NI0014,Count,PERSONS,"Other EU countries, Males"
LC2104NI0015,Count,PERSONS,"Other EU countries, Females"
LC2104NI0016,Count,PERSONS,"Other, All categories: Sex"
LC2104NI0017,Count,PERSONS,"Other, Males"
LC2104NI0018,Count,PERSONS,"Other, Females"
