GeographyCode,LC2304NI0001,LC2304NI0002,LC2304NI0003,LC2304NI0004,LC2304NI0005,LC2304NI0006,LC2304NI0007,LC2304NI0008,LC2304NI0009,LC2304NI0010,LC2304NI0011,LC2304NI0012
N92000002,1810863,817385,875717,117761,374646,162054,198549,14043,1436217,655331,677168,103718
BHSCT,348204,151452,164525,32227,80222,32785,43698,3739,267982,118667,120827,28488
NHSCT,463297,155691,276015,31591,91027,26791,60507,3729,372270,128900,215508,27862
SEHSCT,346911,107991,207432,31488,68744,20527,44614,3603,278167,87464,162818,27885
SHSCT,358034,202952,140163,14919,70314,38963,29514,1837,287720,163989,110649,13082
WHSCT,294417,199299,87582,7536,64339,42988,20216,1135,230078,156311,67366,6401
BELB,280962,136497,118856,25609,66736,31117,32633,2986,214226,105380,86223,22623
NEELB,426284,133758,262033,30493,83244,22436,57218,3590,343040,111322,204815,26903
SEELB,414153,122946,253101,38106,82230,22195,55679,4356,331923,100751,197422,33750
SELB,395047,224885,154145,16017,78097,43318,32803,1976,316950,181567,121342,14041
WELB,294417,199299,87582,7536,64339,42988,20216,1135,230078,156311,67366,6401
UKN01,280962,136497,118856,25609,66736,31117,32633,2986,214226,105380,86223,22623
UKN02,390597,92393,259368,38836,76228,14791,57234,4203,314369,77602,202134,34633
UKN03,438823,156162,251695,30966,87932,29850,54269,3813,350891,126312,197426,27153
UKN04,288597,163249,114709,10639,62318,34826,26017,1475,226279,128423,88692,9164
UKN05,411884,269084,131089,11711,81432,51470,28396,1566,330452,217614,102693,10145
95AA,53428,22010,26970,4448,9695,3605,5643,447,43733,18405,21327,4001
95BB,78078,9904,60054,8120,16511,1975,13495,1041,61567,7929,46559,7079
95CC,59340,28698,28486,2156,11525,5447,5815,263,47815,23251,22671,1893
95DD,64044,14440,45700,3904,12167,2321,9391,455,51877,12119,36309,3449
95EE,31224,9928,19687,1609,6266,1690,4322,254,24958,8238,15365,1355
95FF,48339,15479,29979,2881,9234,2801,6088,345,39105,12678,23891,2536
95GG,280962,136497,118856,25609,66736,31117,32633,2986,214226,105380,86223,22623
95HH,39114,3738,31005,4371,8194,676,6947,571,30920,3062,24058,3800
95II,67242,14955,45669,6618,13486,1668,11065,753,53756,13287,34604,5865
95JJ,59067,16552,38560,3955,11582,2757,8363,462,47485,13795,30197,3493
95KK,37013,21933,13982,1098,7783,4355,3289,139,29230,17578,10693,959
95LL,93023,42735,44686,5602,19224,8624,9895,705,73799,34111,34791,4897
95MM,107877,80729,24105,3043,24155,18126,5603,426,83722,62603,18502,2617
95NN,69731,43591,22372,3768,14376,8885,4975,516,55355,34706,17397,3252
95OO,57852,37087,19111,1654,11026,6735,4101,190,46826,30352,15010,1464
95PP,61805,36563,23350,1892,12307,6975,5064,268,49498,29588,18286,1624
95QQ,32180,8003,21934,2243,6725,1639,4782,304,25455,6364,17152,1939
95RR,33536,20014,12625,897,6954,3962,2843,149,26582,16052,9782,748
95SS,120165,43815,67197,9153,22864,8078,13817,969,97301,35737,53380,8184
95TT,45038,29728,14179,1131,8311,4945,3191,175,36727,24783,10988,956
95UU,17050,10155,6310,585,3613,2023,1501,89,13437,8132,4809,496
95VV,99480,78953,17901,2626,19305,15356,3615,334,80175,63597,14286,2292
95WW,85139,19204,57688,8247,16691,2780,13078,833,68448,16424,44610,7414
95XX,78937,10681,57809,10447,14993,1589,12327,1077,63944,9092,45482,9370
95YY,51356,36122,14080,1154,11175,7657,3321,197,40181,28465,10759,957
95ZZ,39843,25871,13422,550,9748,6268,3385,95,30095,19603,10037,455
