GeographyCode,LC2406NI0001,LC2406NI0002,LC2406NI0003,LC2406NI0004,LC2406NI0005,LC2406NI0006,LC2406NI0007,LC2406NI0008,LC2406NI0009,LC2406NI0010,LC2406NI0011,LC2406NI0012,LC2406NI0013,LC2406NI0014,LC2406NI0015,LC2406NI0016
N92000002,703275,296577,372213,34485,474751,192426,264408,17917,104885,46000,53757,5128,123639,58151,54048,11440
BHSCT,148328,60176,77559,10593,83915,33467,46075,4373,34700,13720,19007,1973,29713,12989,12477,4247
NHSCT,177914,53944,115324,8646,127620,38393,84214,5013,21174,5358,14678,1138,29120,10193,16432,2495
SEHSCT,136698,39157,88981,8560,99826,26935,67683,5208,17644,5807,10704,1133,19228,6415,10594,2219
SHSCT,131129,71338,55496,4295,92001,48269,41607,2125,14218,8320,5341,557,24910,14749,8548,1613
WHSCT,109206,71962,34853,2391,71389,45362,24829,1198,17149,12795,4027,327,20668,13805,5997,866
BELB,120595,54899,57007,8689,63019,29120,30737,3162,30818,13531,15629,1658,26758,12248,10641,3869
NEELB,165010,46779,109895,8336,118144,33181,80088,4875,20122,4801,14214,1107,26744,8797,15593,2354
SEELB,164431,44434,109533,10464,120722,31282,83021,6419,21526,5996,14082,1448,22183,7156,12430,2597
SELB,144033,78503,60925,4605,101477,53481,45733,2263,15270,8877,5805,588,27286,16145,9387,1754
WELB,109206,71962,34853,2391,71389,45362,24829,1198,17149,12795,4027,327,20668,13805,5997,866
UKN01,120595,54899,57007,8689,63019,29120,30737,3162,30818,13531,15629,1658,26758,12248,10641,3869
UKN02,156882,33156,112961,10765,115712,24126,84889,6697,21552,4449,15579,1524,19618,4581,12493,2544
UKN03,170132,56873,104754,8505,121340,38271,78270,4799,19772,6884,11731,1157,29020,11718,14753,2549
UKN04,109318,59110,47140,3068,69848,36040,32250,1558,18728,11539,6741,448,20742,11531,8149,1062
UKN05,146348,92539,50351,3458,104832,64869,38262,1701,14015,9597,4077,341,27501,18073,8012,1416
95AA,20064,7702,11176,1186,14372,5445,8319,608,2385,879,1319,187,3307,1378,1538,391
95BB,31514,3774,25541,2199,23303,2593,19343,1367,4094,466,3298,330,4117,715,2900,502
95CC,21594,10165,10821,608,15928,7130,8478,320,2029,1063,914,52,3637,1972,1429,236
95DD,24817,5152,18604,1061,17844,3425,13831,588,2778,556,2095,127,4195,1171,2678,346
95EE,11508,3212,7896,400,8120,2331,5565,224,1437,371,1020,46,1951,510,1311,130
95FF,18303,5673,11847,783,13545,4036,9039,470,1806,609,1100,97,2952,1028,1708,216
95GG,120595,54899,57007,8689,63019,29120,30737,3162,30818,13531,15629,1658,26758,12248,10641,3869
95HH,16200,1543,13422,1235,11747,1056,9897,794,2214,185,1866,163,2239,302,1659,278
95II,27733,5277,20552,1904,20896,4347,15338,1211,3882,189,3378,315,2955,741,1836,378
95JJ,23508,6029,16377,1102,15585,3775,11237,573,3235,803,2282,150,4688,1451,2858,379
95KK,12904,7165,5429,310,9476,5212,4126,138,1052,557,464,31,2376,1396,839,141
95LL,35931,15511,18756,1664,23929,9674,13468,787,4710,2195,2243,272,7292,3642,3045,605
95MM,40779,29734,10087,958,23600,16658,6500,442,9271,7370,1740,161,7908,5706,1847,355
95NN,26206,15870,9363,973,18706,10982,7153,571,2575,1777,716,82,4925,3111,1494,320
95OO,20270,12372,7412,486,14028,8143,5679,206,2083,1424,597,62,4159,2805,1136,218
95PP,23069,13235,9231,603,16782,9356,7093,333,2170,1478,629,63,4117,2401,1509,207
95QQ,13297,3191,9467,639,9641,2116,7117,408,1424,402,960,62,2232,673,1390,169
95RR,12098,6878,4949,271,8392,4689,3561,142,1557,886,625,46,2149,1303,763,83
95SS,45723,15205,28044,2474,32686,10230,21016,1440,7699,3221,4078,400,5338,1754,2950,634
95TT,15037,9366,5366,305,11106,7053,3881,172,1278,688,566,24,2653,1625,919,109
95UU,6608,3761,2677,170,4477,2617,1774,86,890,406,461,23,1241,738,442,61
95VV,35031,27617,6660,754,24571,19286,4943,342,3590,3029,487,74,6870,5302,1230,338
95WW,33971,6823,24910,2238,25252,5363,18467,1422,4481,511,3645,325,4238,949,2798,491
95XX,33255,4308,26033,2914,25131,3130,20171,1830,3276,343,2612,321,4848,835,3250,763
95YY,18443,12619,5432,392,12941,8689,4062,190,1813,1358,420,35,3689,2572,950,167
95ZZ,14817,9496,5154,167,9674,5970,3613,91,2338,1703,613,22,2805,1823,928,54
