ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC2407NI0001,Count,PERSONS,"All categories: Number of cars/vans, All categories: Religion"
LC2407NI0002,Count,PERSONS,"All categories: Number of cars/vans, Catholic"
LC2407NI0003,Count,PERSONS,"All categories: Number of cars/vans, Protestant and Other Christian: Total"
LC2407NI0004,Count,PERSONS,"All categories: Number of cars/vans, Protestant and Other Christian: Presbyterian Church in Ireland"
LC2407NI0005,Count,PERSONS,"All categories: Number of cars/vans, Protestant and Other Christian: Church of Ireland"
LC2407NI0006,Count,PERSONS,"All categories: Number of cars/vans, Protestant and Other Christian: Other Christian (including Christian related)"
LC2407NI0007,Count,PERSONS,"All categories: Number of cars/vans, Other religions, no religion and religion not stated"
LC2407NI0008,Count,PERSONS,"No cars or vans in household, All categories: Religion"
LC2407NI0009,Count,PERSONS,"No cars or vans in household, Catholic"
LC2407NI0010,Count,PERSONS,"No cars or vans in household, Protestant and Other Christian: Total"
LC2407NI0011,Count,PERSONS,"No cars or vans in household, Protestant and Other Christian: Presbyterian Church in Ireland"
LC2407NI0012,Count,PERSONS,"No cars or vans in household, Protestant and Other Christian: Church of Ireland"
LC2407NI0013,Count,PERSONS,"No cars or vans in household, Protestant and Other Christian: Other Christian (including Christian related)"
LC2407NI0014,Count,PERSONS,"No cars or vans in household, Other religions, no religion and religion not stated"
LC2407NI0015,Count,PERSONS,"1 car or van in household, All categories: Religion"
LC2407NI0016,Count,PERSONS,"1 car or van in household, Catholic"
LC2407NI0017,Count,PERSONS,"1 car or van in household, Protestant and Other Christian: Total"
LC2407NI0018,Count,PERSONS,"1 car or van in household, Protestant and Other Christian: Presbyterian Church in Ireland"
LC2407NI0019,Count,PERSONS,"1 car or van in household, Protestant and Other Christian: Church of Ireland"
LC2407NI0020,Count,PERSONS,"1 car or van in household, Protestant and Other Christian: Other Christian (including Christian related)"
LC2407NI0021,Count,PERSONS,"1 car or van in household, Other religions, no religion and religion not stated"
LC2407NI0022,Count,PERSONS,"2 or more cars or vans in household , All categories: Religion"
LC2407NI0023,Count,PERSONS,"2 or more cars or vans in household , Catholic"
LC2407NI0024,Count,PERSONS,"2 or more cars or vans in household , Protestant and Other Christian: Total"
LC2407NI0025,Count,PERSONS,"2 or more cars or vans in household , Protestant and Other Christian: Presbyterian Church in Ireland"
LC2407NI0026,Count,PERSONS,"2 or more cars or vans in household , Protestant and Other Christian: Church of Ireland"
LC2407NI0027,Count,PERSONS,"2 or more cars or vans in household , Protestant and Other Christian: Other Christian (including Christian related)"
LC2407NI0028,Count,PERSONS,"2 or more cars or vans in household , Other religions, no religion and religion not stated"
