GeographyCode,LC2215NI0001,LC2215NI0002,LC2215NI0003,LC2215NI0004,LC2215NI0005,LC2215NI0006,LC2215NI0007,LC2215NI0008,LC2215NI0009,LC2215NI0010,LC2215NI0011,LC2215NI0012,LC2215NI0013,LC2215NI0014,LC2215NI0015
N92000002,1810863,722379,457482,379267,251735,1608853,660911,415484,366808,165650,202010,61468,41998,12459,86085
BHSCT,348204,134285,94702,65169,54048,306518,122300,87057,63089,34072,41686,11985,7645,2080,19976
NHSCT,463297,226455,73074,96118,67650,419808,210234,67608,93549,48417,43489,16221,5466,2569,19233
SEHSCT,346911,167650,53389,71018,54854,309263,151373,48894,68763,40233,37648,16277,4495,2255,14621
SHSCT,358034,116635,115787,77575,48037,313382,107560,104712,74829,26281,44652,9075,11075,2746,21756
WHSCT,294417,77354,120530,69387,27146,259882,69444,107213,66578,16647,34535,7910,13317,2809,10499
BELB,280962,98532,87312,52633,42485,245839,89256,80495,50938,25150,35123,9276,6817,1695,17335
NEELB,426284,214610,61678,86458,63538,385964,199028,56851,84153,45932,40320,15582,4827,2305,17606
SEELB,414153,203403,60779,83554,66417,369942,184417,55456,80914,49155,44211,18986,5323,2640,17262
SELB,395047,128480,127183,87235,52149,347226,118766,115469,84225,28766,47821,9714,11714,3010,23383
WELB,294417,77354,120530,69387,27146,259882,69444,107213,66578,16647,34535,7910,13317,2809,10499
UKN01,280962,98532,87312,52633,42485,245839,89256,80495,50938,25150,35123,9276,6817,1695,17335
UKN02,390597,204501,47437,73323,65336,349183,186465,42934,70977,48807,41414,18036,4503,2346,16529
UKN03,438823,211619,68741,92176,66287,394099,195192,63565,89604,45738,44724,16427,5176,2572,20549
UKN04,288597,96989,96913,63916,30779,258675,88429,87554,61741,20951,29922,8560,9359,2175,9828
UKN05,411884,110738,157079,97219,46848,361057,101569,140936,93548,25004,50827,9169,16143,3671,21844
95AA,53428,24456,9197,11521,8254,46523,21724,8511,11175,5113,6905,2732,686,346,3141
95BB,78078,46385,3867,14526,13300,71048,42879,3369,14129,10671,7030,3506,498,397,2629
95CC,59340,22357,17751,11962,7270,52579,20837,15807,11478,4457,6761,1520,1944,484,2813
95DD,64044,37060,5642,11017,10325,58007,34949,5151,10684,7223,6037,2111,491,333,3102
95EE,31224,16028,4418,6802,3976,29012,15133,4156,6684,3039,2212,895,262,118,937
95FF,48339,24679,6473,10685,6502,44322,23136,5841,10402,4943,4017,1543,632,283,1559
95GG,280962,98532,87312,52633,42485,245839,89256,80495,50938,25150,35123,9276,6817,1695,17335
95HH,39114,24436,1225,6692,6761,35363,22589,992,6502,5280,3751,1847,233,190,1481
95II,67242,35753,7390,12536,11563,60679,33044,6562,12151,8922,6563,2709,828,385,2641
95JJ,59067,30378,6776,12420,9493,52377,27797,5903,12043,6634,6690,2581,873,377,2859
95KK,37013,11845,11396,9660,4112,33844,11206,10757,9396,2485,3169,639,639,264,1627
95LL,93023,37475,21426,19246,14876,81682,34501,20177,18698,8306,11341,2974,1249,548,6570
95MM,107877,21369,55949,21310,9249,95583,18657,50778,20429,5719,12294,2712,5171,881,3530
95NN,69731,23056,19681,18814,8180,62894,20718,18277,18295,5604,6837,2338,1404,519,2576
95OO,57852,15338,20644,12704,9166,48818,14230,18892,12176,3520,9034,1108,1752,528,5646
95PP,61805,19729,20635,14799,6642,51917,17514,16663,14020,3720,9888,2215,3972,779,2922
95QQ,32180,18508,2455,6367,4850,29623,17285,2239,6221,3878,2557,1223,216,146,972
95RR,33536,12295,9825,8363,3053,30806,11312,9185,8159,2150,2730,983,640,204,903
95SS,120165,54098,25744,22527,17796,107566,49005,24037,21829,12695,12599,5093,1707,698,5101
95TT,45038,12043,17705,10781,4509,41784,11419,16856,10545,2964,3254,624,849,236,1545
95UU,17050,5598,5279,4441,1732,15455,5076,4911,4314,1154,1595,522,368,127,578
95VV,99480,16786,49493,22978,10223,85981,14856,43995,22075,5055,13499,1930,5498,903,5168
95WW,85139,46103,8981,16417,13638,77820,43056,8132,15985,10647,7319,3047,849,432,2991
95XX,78937,44111,4097,15151,15578,67755,38771,3211,14510,11263,11182,5340,886,641,4315
95YY,51356,12640,19455,14335,4926,46134,11507,17966,13858,2803,5222,1133,1489,477,2123
95ZZ,39843,11321,14666,10580,3276,35442,10454,12621,10112,2255,4401,867,2045,468,1021
