GeographyCode,LC2108NI0001,LC2108NI0002,LC2108NI0003,LC2108NI0004,LC2108NI0005,LC2108NI0006,LC2108NI0007,LC2108NI0008,LC2108NI0009
N92000002,1735711,1681171,54540,849028,821021,28007,886683,860150,26533
BHSCT,334560,320127,14433,160393,152995,7398,174167,167132,7035
NHSCT,444578,433481,11097,217568,211865,5703,227010,221616,5394
SEHSCT,333088,327171,5917,162035,159097,2938,171053,168074,2979
SHSCT,341383,324297,17086,169224,160428,8796,172159,163869,8290
WHSCT,282102,276095,6007,139808,136636,3172,142294,139459,2835
BELB,269804,256904,12900,129391,122747,6644,140413,134157,6256
NEELB,409258,399392,9866,199953,194933,5020,209305,204459,4846
SEELB,397844,390394,7450,193037,189345,3692,204807,201049,3758
SELB,376703,358386,18317,186839,177360,9479,189864,181026,8838
WELB,282102,276095,6007,139808,136636,3172,142294,139459,2835
UKN01,269804,256904,12900,129391,122747,6644,140413,134157,6256
UKN02,374966,367324,7642,180804,177017,3787,194162,190307,3855
UKN03,420580,408237,12343,206261,199942,6319,214319,208295,6024
UKN04,277050,272011,5039,136360,133784,2576,140690,138227,2463
UKN05,393311,376695,16616,196212,187531,8681,197099,189164,7935
95AA,51042,49238,1804,25100,24175,925,25942,25063,879
95BB,75313,74323,990,36665,36162,503,38648,38161,487
95CC,56792,54716,2076,28231,27192,1039,28561,27524,1037
95DD,61601,59509,2092,30129,29060,1069,31472,30449,1023
95EE,29937,29495,442,14798,14577,221,15139,14918,221
95FF,46112,45397,715,22862,22493,369,23250,22904,346
95GG,269804,256904,12900,129391,122747,6644,140413,134157,6256
95HH,37739,37226,513,18182,17926,256,19557,19300,257
95II,64756,63223,1533,31002,30248,754,33754,32975,779
95JJ,56990,55434,1556,27676,26898,778,29314,28536,778
95KK,35320,34089,1231,17615,16932,683,17705,17157,548
95LL,88565,83203,5362,43447,40693,2754,45118,42510,2608
95MM,103341,101409,1932,50381,49380,1001,52960,52029,931
95NN,66882,65748,1134,32952,32386,566,33930,33362,568
95OO,55075,49935,5140,27602,24900,2702,27473,25035,2438
95PP,59282,57652,1630,29655,28809,846,29627,28843,784
95QQ,31065,30819,246,15106,14973,133,15959,15846,113
95RR,32150,31787,363,16252,16055,197,15898,15732,166
95SS,114825,112324,2501,55879,54636,1243,58946,57688,1258
95TT,42883,41691,1192,21516,20886,630,21367,20805,562
95UU,16423,16205,218,8244,8144,100,8179,8061,118
95VV,94839,91046,3793,47082,45150,1932,47757,45896,1861
95WW,81578,79775,1803,39202,38294,908,42376,41481,895
95XX,76068,74776,1292,36539,35913,626,39529,38863,666
95YY,49120,47566,1554,24511,23662,849,24609,23904,705
95ZZ,38209,37681,528,19009,18730,279,19200,18951,249
