GeographyCode,LC6401NI0001,LC6401NI0002,LC6401NI0003,LC6401NI0004,LC6401NI0005,LC6401NI0006,LC6401NI0007,LC6401NI0008,LC6401NI0009,LC6401NI0010,LC6401NI0011,LC6401NI0012,LC6401NI0013,LC6401NI0014,LC6401NI0015,LC6401NI0016,LC6401NI0017,LC6401NI0018,LC6401NI0019,LC6401NI0020
N92000002,1301310,948048,151236,202026,338870,285397,12983,40490,287215,236448,18201,32566,462033,301930,76957,83146,213192,124273,43095,45824
BHSCT,253881,151828,50019,52034,71875,53604,4532,13739,46062,32505,6026,7531,85948,45698,24754,15496,49996,20021,14707,15268
NHSCT,332241,256542,29045,46654,85189,74604,2406,8179,76591,65366,3542,7683,122991,85319,16002,21670,47470,31253,7095,9122
SEHSCT,249201,194409,25168,29624,75777,66494,2306,6977,61300,51844,3503,5953,78840,54124,12850,11866,33284,21947,6509,4828
SHSCT,255225,193231,20620,41374,60288,52040,1729,6519,57765,49062,2456,6247,96261,64819,10832,20610,40911,27310,5603,7998
WHSCT,210762,152038,26384,32340,45741,38655,2010,5076,45497,37671,2674,5152,77993,51970,12519,13504,41531,23742,9181,8608
BELB,205649,113430,44923,47296,54897,38685,3982,12230,35100,23302,5184,6614,71583,35685,22035,13863,44069,15758,13722,14589
NEELB,305705,235571,27466,42668,79781,69874,2290,7617,70573,60114,3373,7086,112561,77732,15192,19637,42790,27851,6611,8328
SEELB,297433,232807,30264,34362,92755,81413,2856,8486,72262,61047,4345,6870,93205,64137,15569,13499,39211,26210,7494,5507
SELB,281761,214202,22199,45360,65696,56770,1845,7081,63783,54314,2625,6844,106691,72406,11642,22643,45591,30712,6087,8792
WELB,210762,152038,26384,32340,45741,38655,2010,5076,45497,37671,2674,5152,77993,51970,12519,13504,41531,23742,9181,8608
UKN01,205649,113430,44923,47296,54897,38685,3982,12230,35100,23302,5184,6614,71583,35685,22035,13863,44069,15758,13722,14589
UKN02,279535,219908,29093,30534,89014,78368,2773,7873,64533,54536,4145,5852,89551,62481,15062,12008,36437,24523,7113,4801
UKN03,315917,243152,27457,45308,82947,72715,2384,7848,75048,63717,3465,7866,115876,78838,15272,21766,42046,27882,6336,7828
UKN04,207332,145564,28791,32977,46024,38648,2149,5227,44109,35914,3012,5183,76570,49266,14168,13136,40629,21736,9462,9431
UKN05,292877,225994,20972,45911,65988,56981,1695,7312,68425,58979,2395,7051,108453,75660,10420,22373,50011,34374,6462,9175
95AA,38045,29282,3251,5512,10605,9133,322,1150,8810,7452,423,935,13861,9361,1805,2695,4769,3336,701,732
95BB,57165,45279,5660,6226,15644,13956,476,1212,15342,13149,836,1357,19505,13614,3190,2701,6674,4560,1158,956
95CC,42198,33472,2881,5845,10252,8994,288,970,10445,9093,389,963,15009,10793,1440,2776,6492,4592,764,1136
95DD,46176,35608,3833,6735,11874,10448,347,1079,10264,8881,394,989,18288,12492,2174,3622,5750,3787,918,1045
95EE,22525,17148,2258,3119,4672,4069,151,452,5544,4787,260,497,8835,6061,1250,1524,3474,2231,597,646
95FF,34512,27648,2417,4447,9469,8355,232,882,8786,7593,325,868,11936,8646,1344,1946,4321,3054,516,751
95GG,205649,113430,44923,47296,54897,38685,3982,12230,35100,23302,5184,6614,71583,35685,22035,13863,44069,15758,13722,14589
95HH,28580,22581,2695,3304,8107,7168,254,685,6435,5486,367,582,10260,7334,1486,1440,3778,2593,588,597
95II,48232,38398,5096,4738,16978,14919,550,1509,10962,9203,842,917,14365,10013,2719,1633,5927,4263,985,679
95JJ,42384,29828,4590,7966,10948,9233,348,1367,9416,7759,506,1151,14786,9178,2575,3033,7234,3658,1161,2415
95KK,26536,20971,1579,3986,5408,4730,116,562,6018,5252,169,597,10430,7587,810,2033,4680,3402,484,794
95LL,66932,48495,6632,11805,15851,13720,506,1625,13628,11229,723,1676,27371,17349,3805,6217,10082,6197,1598,2287
95MM,77467,50412,14566,12489,17654,14375,1175,2104,14153,10660,1524,1969,28332,17042,6684,4606,17328,8335,5183,3810
95NN,49605,38394,3832,7379,13727,12017,342,1368,12657,10658,526,1473,15611,10679,1897,3035,7610,5040,1067,1503
95OO,41220,30340,3077,7803,9063,7806,233,1024,8989,7698,310,981,16134,10120,1654,4360,7034,4716,880,1438
95PP,44176,34548,3118,6510,9575,8205,239,1131,10778,9364,326,1088,16880,12180,1607,3093,6943,4799,946,1198
95QQ,23482,18446,1832,3204,5777,5086,159,532,5561,4755,238,568,9304,6697,1057,1550,2840,1908,378,554
95RR,24082,18304,2406,3372,4751,4182,135,434,5715,4878,241,596,8912,6318,1215,1379,4704,2926,815,963
95SS,85370,65170,11561,8639,25781,22431,1012,2338,19408,16278,1513,1617,27627,18605,5602,3420,12554,7856,3434,1264
95TT,31890,25410,2004,4476,7422,6548,138,736,7568,6593,232,743,11715,8478,1059,2178,5185,3791,575,819
95UU,12331,9075,1377,1879,2853,2429,90,334,3140,2591,158,391,4310,2828,692,790,2028,1227,437,364
95VV,70363,53276,5613,11474,15653,13165,470,2018,15917,13449,709,1759,25811,17911,2589,5311,12982,8751,1845,2386
95WW,60292,48193,5626,6473,17523,15760,481,1282,13835,11810,795,1230,21202,15303,3094,2805,7732,5320,1256,1156
95XX,57061,45566,4115,7380,20625,18090,476,2059,13893,11759,628,1506,16097,11226,2161,2710,6446,4491,850,1105
95YY,36494,27977,2700,5817,8615,7533,211,871,8710,7530,260,920,12474,8591,1261,2622,6695,4323,968,1404
95ZZ,28543,20797,3594,4152,5146,4360,250,536,6141,5239,323,579,11395,7839,1752,1804,5861,3359,1269,1233
