DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC4401NI","TENURE BY CAR OR VAN AVAILABILITY BY NUMBER OF USUAL RESIDENTS AGED 17 OR OVER IN THE HOUSEHOLD","All households","1. The terms used to describe tenure are defined as:; Owner occupied: either owns outright or owns with a mortgage or loan and includes Shared ownership: pays part rent and part mortgage for this table.; Social rented: rented from Northern Ireland Housing Executive, Housing Association or Charitable Trust.; Private rented: rented from a private landlord or letting agency, employer of a household member, or relative or friend of a household member or other person and includes lives rent free for this table.; 2. Car or van availability includes any company car or van when available for private use."
