GeographyCode,LC1102NI0001,LC1102NI0002,LC1102NI0003,LC1102NI0004,LC1102NI0005,LC1102NI0006,LC1102NI0007,LC1102NI0008,LC1102NI0009,LC1102NI0010,LC1102NI0011,LC1102NI0012
N92000002,1431540,517393,682074,232073,692931,273076,342111,77744,738609,244317,339963,154329
BHSCT,283079,123572,106796,52711,134054,62442,53791,17821,149025,61130,53005,34890
NHSCT,366872,122083,187157,57632,177781,64706,93714,19361,189091,57377,93443,38271
SEHSCT,275606,87369,142590,45647,132392,45910,71433,15049,143214,41459,71157,30598
SHSCT,276654,96812,138987,40855,136019,52727,69664,13628,140635,44085,69323,27227
WHSCT,229329,87557,106544,35228,112685,47291,53509,11885,116644,40266,53035,23343
BELB,228679,106568,78569,43542,108381,53803,39645,14933,120298,52765,38924,28609
NEELB,338153,111843,172569,53741,163607,59158,86407,18042,174546,52685,86162,35699
SEELB,330006,104373,170817,54816,158065,54549,85579,17937,171941,49824,85238,36879
SELB,305373,107052,153575,44746,150193,58275,76971,14947,155180,48777,76604,29799
WELB,229329,87557,106544,35228,112685,47291,53509,11885,116644,40266,53035,23343
UKN01,228679,106568,78569,43542,108381,53803,39645,14933,120298,52765,38924,28609
UKN02,311648,99323,159531,52794,148225,51288,79881,17056,163423,48035,79650,35738
UKN03,346252,112107,178858,55287,168196,59934,89527,18735,178056,52173,89331,36552
UKN04,226804,85315,105122,36367,110554,45177,52806,12571,116250,40138,52316,23796
UKN05,318157,114080,159994,44083,157575,62874,80252,14449,160582,51206,79742,29634
95AA,41479,13670,21461,6348,20174,7261,10745,2168,21305,6409,10716,4180
95BB,62813,17980,34193,10640,30171,9482,17111,3578,32642,8498,17082,7062
95CC,46195,15772,23741,6682,22800,8739,11873,2188,23395,7033,11868,4494
95DD,51185,16172,26852,8161,24890,8672,13428,2790,26295,7500,13424,5371
95EE,24608,8041,12939,3628,12116,4390,6504,1222,12492,3651,6435,2406
95FF,37527,11854,20224,5449,18459,6447,10120,1892,19068,5407,10104,3557
95GG,228679,106568,78569,43542,108381,53803,39645,14933,120298,52765,38924,28609
95HH,31409,9529,16165,5715,14949,4947,8089,1913,16460,4582,8076,3802
95II,54400,17004,28227,9169,25673,8639,14146,2888,28727,8365,14081,6281
95JJ,47617,16559,23302,7756,22834,8517,11695,2622,24783,8042,11607,5134
95KK,28719,10240,14588,3891,14174,5548,7307,1319,14545,4692,7281,2572
95LL,72503,24927,35777,11799,35210,13331,17925,3954,37293,11596,17852,7845
95MM,83663,34794,34603,14266,40278,17965,17381,4932,43385,16829,17222,9334
95NN,54746,19108,27290,8348,26731,10268,13671,2792,28015,8840,13619,5556
95OO,44467,16212,22174,6081,22163,9058,11145,1960,22304,7154,11029,4121
95PP,48664,17255,24357,7052,24188,9730,12206,2252,24476,7525,12151,4800
95QQ,25999,8396,13061,4542,12561,4473,6527,1561,13438,3923,6534,2981
95RR,26293,9633,12889,3771,13222,5356,6490,1376,13071,4277,6399,2395
95SS,93625,31445,47160,15020,44972,16389,23689,4894,48653,15056,23471,10126
95TT,34461,12211,18076,4174,17172,6701,9073,1398,17289,5510,9003,2776
95UU,13603,4756,6681,2166,6798,2655,3351,792,6805,2101,3330,1374
95VV,75962,28047,37071,10844,37387,15152,18601,3634,38575,12895,18470,7210
95WW,67792,22509,34032,11251,32113,11542,16995,3576,35679,10967,17037,7675
95XX,64422,18836,33947,11639,30518,9771,16962,3785,33904,9065,16985,7854
95YY,39689,14343,19987,5359,19691,7946,10047,1698,19998,6397,9940,3661
95ZZ,31020,11532,14708,4780,15306,6294,7385,1627,15714,5238,7323,3153
