GeographyCode,LC2204NI0001,LC2204NI0002,LC2204NI0003,LC2204NI0004,LC2204NI0005,LC2204NI0006,LC2204NI0007,LC2204NI0008,LC2204NI0009,LC2204NI0010,LC2204NI0011,LC2204NI0012
N92000002,1735711,704973,729522,301216,184898,151512,11402,21984,1550813,553461,718120,279232
BHSCT,334560,125305,130873,78382,40329,31113,2325,6891,294231,94192,128548,71491
NHSCT,444578,135354,233129,76095,35823,28691,3318,3814,408755,106663,229811,72281
SEHSCT,333088,92335,170261,70492,21388,15880,2461,3047,311700,76455,167800,67445
SHSCT,341383,176789,119256,45338,48625,42332,1740,4553,292758,134457,117516,40785
WHSCT,282102,175190,76003,30909,38733,33496,1558,3679,243369,141694,74445,27230
BELB,269804,112912,93307,63585,36837,28660,1852,6325,232967,84252,91455,57260
NEELB,409258,115975,220992,72291,30691,24151,3142,3398,378567,91824,217850,68893
SEELB,397844,104728,207827,85289,24880,18333,2934,3613,372964,86395,204893,81676
SELB,376703,196168,131393,49142,53757,46872,1916,4969,322946,149296,129477,44173
WELB,282102,175190,76003,30909,38733,33496,1558,3679,243369,141694,74445,27230
UKN01,269804,112912,93307,63585,36837,28660,1852,6325,232967,84252,91455,57260
UKN02,374966,77208,212913,84845,20547,14608,2761,3178,354419,62600,210152,81667
UKN03,420580,135556,211965,73059,30487,24101,2816,3570,390093,111455,209149,69489
UKN04,277050,142562,98275,36213,31630,26204,1946,3480,245420,116358,96329,32733
UKN05,393311,236735,113062,43514,65397,57939,2027,5431,327914,178796,111035,38083
95AA,51042,19071,22404,9567,4283,3574,256,453,46759,15497,22148,9114
95BB,75313,8228,49675,17410,2328,1126,708,494,72985,7102,48967,16916
95CC,56792,25352,24603,6837,7716,6601,406,709,49076,18751,24197,6128
95DD,61601,12503,39350,9748,3261,2379,523,359,58340,10124,38827,9389
95EE,29937,8859,17107,3971,2326,1798,311,217,27611,7061,16796,3754
95FF,46112,13477,25741,6894,3027,2408,304,315,43085,11069,25437,6579
95GG,269804,112912,93307,63585,36837,28660,1852,6325,232967,84252,91455,57260
95HH,37739,2858,25526,9355,841,355,262,224,36898,2503,25264,9131
95II,64756,12393,37566,14797,3492,2453,473,566,61264,9940,37093,14231
95JJ,56990,14165,32636,10189,3657,2549,587,521,53333,11616,32049,9668
95KK,35320,19379,12137,3804,5132,4540,176,416,30188,14839,11961,3388
95LL,88565,37208,37712,13645,9016,7630,459,927,79549,29578,37253,12718
95MM,103341,69707,20219,13415,14605,12266,493,1846,88736,57441,19726,11569
95NN,66882,38283,18428,10171,7207,6124,308,775,59675,32159,18120,9396
95OO,55075,32349,16582,6144,10050,9038,260,752,45025,23311,16322,5392
95PP,59282,32532,20463,6287,7766,6695,444,627,51516,25837,20019,5660
95QQ,31065,6786,18655,5624,1365,860,258,247,29700,5926,18397,5377
95RR,32150,17944,11161,3045,3270,2889,163,218,28880,15055,10998,2827
95SS,114825,37348,55835,21642,9411,7454,763,1194,105414,29894,55072,20448
95TT,42883,26679,12309,3895,7924,7215,233,476,34959,19464,12076,3419
95UU,16423,8921,5342,2160,2673,2251,131,291,13750,6670,5211,1869
95VV,94839,68403,14618,11818,18816,16655,311,1850,76023,51748,14307,9968
95WW,81578,16133,47663,17782,4361,3170,581,610,77217,12963,47082,17172
95XX,76068,8476,46323,21269,2442,1176,682,584,73626,7300,45641,20685
95YY,49120,32041,12350,4729,7993,7195,197,601,41127,24846,12153,4128
95ZZ,38209,22966,11810,3433,5099,4451,261,387,33110,18515,11549,3046
