GeographyCode,LC4301NI0001,LC4301NI0002,LC4301NI0003,LC4301NI0004,LC4301NI0005,LC4301NI0006,LC4301NI0007,LC4301NI0008,LC4301NI0009,LC4301NI0010,LC4301NI0011,LC4301NI0012
N92000002,1788339,1429222,359117,1285113,1061084,224029,219712,139887,79825,283514,228251,55263
BHSCT,342643,264200,78443,204390,164640,39750,72822,45494,27328,65431,54066,11365
NHSCT,457038,369457,87581,347457,288668,58789,41908,26415,15493,67673,54374,13299
SEHSCT,342197,278278,63919,261330,218946,42384,37709,24498,13211,43158,34834,8324
SHSCT,355580,287847,67733,265738,220236,45502,29472,18885,10587,60370,48726,11644
WHSCT,290881,229440,61441,206198,168594,37604,37801,24595,13206,46882,36251,10631
BELB,276141,210442,65699,152027,120972,31055,65488,40968,24520,58626,48502,10124
NEELB,420327,340585,79742,318742,265697,53045,39708,25085,14623,61877,49803,12074
SEELB,408699,332036,76663,313693,262614,51079,45043,29024,16019,49963,40398,9565
SELB,392291,316719,75572,294453,243207,51246,31672,20215,11457,66166,53297,12869
WELB,290881,229440,61441,206198,168594,37604,37801,24595,13206,46882,36251,10631
UKN01,276141,210442,65699,152027,120972,31055,65488,40968,24520,58626,48502,10124
UKN02,384428,312575,71853,296377,248338,48039,43659,27873,15786,44392,36364,8028
UKN03,434612,350699,83913,328687,273307,55380,39610,24927,14683,66315,52465,13850
UKN04,284667,224577,60090,195977,160441,35536,41299,27080,14219,47391,37056,10335
UKN05,408491,330929,77562,312045,258026,54019,29656,19039,10617,66790,53864,12926
95AA,52540,43470,9070,39880,33731,6149,4771,3126,1645,7889,6613,1276
95BB,77483,61709,15774,60143,49622,10521,8265,5136,3129,9075,6951,2124
95CC,58638,47945,10693,45904,38256,7648,4005,2593,1412,8729,7096,1633
95DD,63403,51897,11506,48075,40393,7682,5557,3607,1950,9771,7897,1874
95EE,31054,25035,6019,23393,19500,3893,3030,1924,1106,4631,3611,1020
95FF,48045,39187,8858,38058,31921,6137,3462,2172,1290,6525,5094,1431
95GG,276141,210442,65699,152027,120972,31055,65488,40968,24520,58626,48502,10124
95HH,38785,30921,7864,29969,24733,5236,4010,2381,1629,4806,3807,999
95II,66502,53758,12744,52363,43668,8695,7334,4526,2808,6805,5564,1241
95JJ,57761,46734,11027,40116,33422,6694,6627,4299,2328,11018,9013,2005
95KK,36711,28872,7839,28715,22971,5744,2200,1330,870,5796,4571,1225
95LL,92513,73318,19195,65735,53862,11873,9465,5819,3646,17313,13637,3676
95MM,106500,83307,23193,67455,55152,12303,21450,14518,6932,17595,13637,3958
95NN,68714,55724,12990,52207,43514,8693,5502,3532,1970,11005,8678,2327
95OO,57462,46774,10688,41857,34494,7363,4535,3039,1496,11070,9241,1829
95PP,61064,49851,11213,47282,39444,7838,4376,2811,1565,9406,7596,1810
95QQ,31914,25394,6520,24589,20264,4325,2588,1535,1053,4737,3595,1142
95RR,32850,26220,6630,24394,20125,4269,3297,2048,1249,5159,4047,1112
95SS,118525,96908,21617,88206,74398,13808,17811,12062,5749,12508,10448,2060
95TT,44822,36632,8190,35395,29495,5900,2870,1841,1029,6557,5296,1261
95UU,16907,13451,3456,12260,10032,2228,1882,1236,646,2765,2183,582
95VV,98922,80623,18299,74184,61703,12481,8005,5262,2743,16733,13658,3075
95WW,83141,67051,16090,65065,54127,10938,8373,5136,3237,9703,7788,1915
95XX,77475,63937,13538,60774,51412,9362,6131,3768,2363,10570,8757,1813
95YY,50872,40232,10640,38708,31663,7045,3665,2163,1502,8499,6406,2093
95ZZ,39595,29830,9765,28359,22210,6149,5013,3055,1958,6223,4565,1658
