GeographyCode,LC2502NI0001,LC2502NI0002,LC2502NI0003,LC2502NI0004,LC2502NI0005,LC2502NI0006,LC2502NI0007,LC2502NI0008,LC2502NI0009,LC2502NI0010,LC2502NI0011,LC2502NI0012,LC2502NI0013,LC2502NI0014,LC2502NI0015,LC2502NI0016,LC2502NI0017,LC2502NI0018,LC2502NI0019,LC2502NI0020,LC2502NI0021,LC2502NI0022,LC2502NI0023,LC2502NI0024,LC2502NI0025,LC2502NI0026,LC2502NI0027,LC2502NI0028
N92000002,1431540,566581,618395,246564,416851,169056,196409,51386,164798,63658,72056,29084,213570,82792,91581,39197,176110,69375,71956,34779,338544,133026,134408,71110,121667,48674,51985,21008
BHSCT,283079,103269,113957,65853,82416,29600,40183,12633,30671,11119,12497,7055,36764,13458,14413,8893,36650,13648,13275,9727,75840,28935,24424,22481,20738,6509,9165,5064
NHSCT,366872,108396,196899,61577,106538,29842,63555,13141,43450,12331,23328,7791,56884,16798,29458,10628,45576,13626,23298,8652,82138,25608,40578,15952,32286,10191,16682,5413
SEHSCT,275606,73515,145064,57027,67575,18616,38830,10129,32900,8826,17014,7060,44203,11745,22578,9880,34752,9503,16908,8341,72479,18581,36744,17154,23697,6244,12990,4463
SHSCT,276654,140996,98913,36745,83107,42953,31321,8833,31412,15698,11336,4378,41914,20524,15571,5819,32571,16302,11549,4720,60400,30570,20817,9013,27250,14949,8319,3982
WHSCT,229329,140405,63562,25362,77215,48045,22520,6650,26365,15684,7881,2800,33805,20267,9561,3977,26561,16296,6926,3339,47687,29332,11845,6510,17696,10781,4829,2086
BELB,228679,93515,81506,53658,69498,28546,30430,10522,24585,10389,8612,5584,28773,12195,9562,7016,30052,12440,9624,7988,59536,23992,17111,18433,16235,5953,6167,4115
NEELB,338153,92973,186752,58428,96871,24754,59935,12182,40086,10500,22170,7416,52525,14480,27893,10152,42220,11814,22138,8268,76717,22648,38747,15322,29734,8777,15869,5088
SEELB,330006,83269,177515,69222,80493,19670,48583,12240,38986,9556,20899,8531,52194,13008,27429,11757,41350,10711,20559,10080,88783,23524,44057,21202,28200,6800,15988,5412
SELB,305373,156419,109060,39894,92774,48041,34941,9792,34776,17529,12494,4753,46273,22842,17136,6295,35927,18114,12709,5104,65821,33530,22648,9643,29802,16363,9132,4307
WELB,229329,140405,63562,25362,77215,48045,22520,6650,26365,15684,7881,2800,33805,20267,9561,3977,26561,16296,6926,3339,47687,29332,11845,6510,17696,10781,4829,2086
UKN01,228679,93515,81506,53658,69498,28546,30430,10522,24585,10389,8612,5584,28773,12195,9562,7016,30052,12440,9624,7988,59536,23992,17111,18433,16235,5953,6167,4115
UKN02,311648,61030,181719,68899,75167,12607,50415,12145,37367,7011,21769,8587,48673,9482,27523,11668,39865,8192,21554,10119,84597,19190,44386,21021,25979,4548,16072,5359
UKN03,346252,108886,178459,58907,97849,30819,54651,12379,41019,12833,20692,7494,54900,16874,27821,10205,41951,13054,20773,8124,78507,24518,38807,15182,32026,10788,15715,5523
UKN04,226804,114125,82960,29719,75017,38764,29075,7178,26352,12974,9947,3431,33746,16677,12223,4846,27495,13854,9471,4170,47180,23262,16064,7854,17014,8594,6180,2240
UKN05,318157,189025,93751,35381,99320,58320,31838,9162,35475,20451,11036,3988,47478,27564,14452,5462,36747,21835,10534,4378,68724,42064,18040,8620,30413,18791,7851,3771
95AA,41479,15009,18895,7575,10904,3774,5649,1481,5097,1821,2317,959,6863,2530,2937,1396,4979,1760,2167,1052,9828,3644,4208,1976,3808,1480,1617,711
95BB,62813,6811,41998,14004,16755,1865,12188,2702,8030,873,5291,1866,10318,1032,6736,2550,7747,799,4915,2033,14010,1505,8883,3622,5953,737,3985,1231
95CC,46195,20456,20214,5525,14021,6321,6354,1346,5139,2198,2281,660,7072,3015,3183,874,5411,2335,2374,702,10267,4630,4246,1391,4285,1957,1776,552
95DD,51185,10080,33241,7864,16116,2711,11559,1846,5540,1071,3456,1013,7595,1470,4788,1337,5914,1145,3725,1044,11263,2545,6853,1865,4757,1138,2860,759
95EE,24608,7016,14388,3204,8229,2259,5135,835,2914,783,1702,429,3987,1160,2234,593,2886,857,1589,440,4521,1249,2630,642,2071,708,1098,265
95FF,37527,10792,21171,5564,10440,3054,6268,1118,4525,1325,2479,721,5855,1525,3427,903,4630,1265,2552,813,8924,2590,4783,1551,3153,1033,1662,458
95GG,228679,93515,81506,53658,69498,28546,30430,10522,24585,10389,8612,5584,28773,12195,9562,7016,30052,12440,9624,7988,59536,23992,17111,18433,16235,5953,6167,4115
95HH,31409,2398,21471,7540,7992,544,6042,1406,4037,281,2755,1001,5074,377,3320,1377,4108,302,2703,1103,7325,675,4615,2035,2873,219,2036,618
95II,54400,9754,32451,12195,12918,1054,9753,2111,6086,730,3885,1471,7991,1263,4851,1877,6598,1208,3651,1739,16304,4943,7313,4048,4503,556,2998,949
95JJ,47617,11494,27750,8373,13612,3196,8758,1658,5347,1159,3240,948,7116,1638,4110,1368,6189,1534,3396,1259,11646,2826,6273,2547,3707,1141,1973,593
95KK,28719,15423,10147,3149,9667,5088,3620,959,3364,1831,1158,375,4359,2318,1565,476,3356,1812,1160,384,5421,2960,1831,630,2552,1414,813,325
95LL,72503,29790,31635,11078,22178,9582,9866,2730,8503,3524,3586,1393,11358,4540,5023,1795,8334,3312,3644,1378,15311,5748,7015,2548,6819,3084,2501,1234
95MM,83663,55550,17053,11060,27285,18751,5848,2686,9795,6423,2134,1238,12316,8068,2492,1756,10294,6780,1967,1547,18272,11962,3281,3029,5701,3566,1331,804
95NN,54746,30802,15701,8243,14199,8168,4443,1588,6077,3481,1663,933,8802,4910,2472,1420,7006,4082,1777,1147,13749,7384,3887,2478,4913,2777,1459,677
