GeographyCode,LC4104NI0001,LC4104NI0002,LC4104NI0003,LC4104NI0004,LC4104NI0005,LC4104NI0006,LC4104NI0007,LC4104NI0008,LC4104NI0009,LC4104NI0010,LC4104NI0011,LC4104NI0012,LC4104NI0013,LC4104NI0014,LC4104NI0015,LC4104NI0016,LC4104NI0017,LC4104NI0018,LC4104NI0019,LC4104NI0020,LC4104NI0021,LC4104NI0022,LC4104NI0023,LC4104NI0024,LC4104NI0025,LC4104NI0026,LC4104NI0027,LC4104NI0028
N92000002,703275,159659,291016,252600,196414,88164,101268,6982,455076,59020,171692,224364,269421,11838,78262,179321,100230,35184,47889,17157,85425,11998,45541,27886,51785,12475,18056,21254
BHSCT,148328,53341,61963,33024,50611,27682,21995,934,82487,20167,34591,27729,40544,3984,15376,21184,24137,12016,9804,2317,17806,4167,9411,4228,15230,5492,5377,4361
NHSCT,177914,33276,73877,70761,46858,19509,25412,1937,119950,11854,44734,63362,73906,2483,20467,50956,23131,6791,11726,4614,22913,2580,12541,7792,11106,1913,3731,5462
SEHSCT,136698,24173,56979,55546,36574,13952,21087,1535,92625,8869,33347,50409,55946,1734,14748,39464,17532,5147,8911,3474,19147,1988,9688,7471,7499,1352,2545,3602
SHSCT,131129,23463,53579,54087,32965,13426,18076,1463,88923,8349,32165,48409,56199,1758,14920,39521,17986,4811,9291,3884,14738,1780,7954,5004,9241,1688,3338,4215
WHSCT,109206,25406,44618,39182,29406,13595,14698,1113,71091,9781,26855,34455,42826,1879,12751,28196,17444,6419,8157,2868,10821,1483,5947,3391,8709,2030,3065,3614
BELB,120595,48321,49528,22746,42401,24555,17123,723,64315,18479,27537,18299,29604,3638,12253,13713,21020,11166,8171,1683,13691,3675,7113,2903,13879,5287,4868,3724
NEELB,165010,31316,68853,64841,43835,18332,23749,1754,110991,11201,41680,58110,67975,2364,18994,46617,21435,6387,10868,4180,21581,2450,11818,7313,10184,1783,3424,4977
SEELB,164431,29193,69414,65824,44784,17079,25959,1746,110797,10557,40401,59839,66886,2080,17871,46935,20649,5997,10544,4108,23262,2480,11986,8796,8850,1557,3054,4239
SELB,144033,25423,58603,60007,35988,14603,19739,1646,97882,9002,35219,53661,62130,1877,16393,43860,19682,5215,10149,4318,16070,1910,8677,5483,10163,1818,3645,4700
WELB,109206,25406,44618,39182,29406,13595,14698,1113,71091,9781,26855,34455,42826,1879,12751,28196,17444,6419,8157,2868,10821,1483,5947,3391,8709,2030,3065,3614
UKN01,120595,48321,49528,22746,42401,24555,17123,723,64315,18479,27537,18299,29604,3638,12253,13713,21020,11166,8171,1683,13691,3675,7113,2903,13879,5287,4868,3724
UKN02,156882,29952,67854,59076,43525,17319,24750,1456,105299,11107,40232,53960,62440,2220,17805,42415,20429,6363,10512,3554,22430,2524,11915,7991,8058,1526,2872,3660
UKN03,170132,30921,69934,69277,44655,18177,24573,1905,115487,11002,41928,62557,71084,2213,18986,49885,22038,6240,11195,4603,22365,2549,11747,8069,9990,1742,3433,4815
UKN04,109318,26581,45925,36812,29564,13919,14592,1053,70880,10525,28183,32172,41354,2039,13423,25892,17542,6842,8092,2608,11984,1644,6668,3672,8874,2137,3150,3587
UKN05,146348,23884,57775,64689,36269,14194,20230,1845,99095,7907,33812,57376,64939,1728,15795,47416,19201,4573,9919,4709,14955,1606,8098,5251,10984,1783,3733,5468
95AA,20064,3616,8288,8160,5093,2035,2853,205,13696,1369,5021,7306,8619,313,2452,5854,2555,765,1295,495,2522,291,1274,957,1275,212,414,649
95BB,31514,5233,12903,13378,8310,3199,4721,390,21637,1794,7641,12202,13402,373,3426,9603,3645,953,1889,803,4590,468,2326,1796,1567,240,541,786
95CC,21594,3210,8497,9887,5464,2000,3224,240,14810,1035,4815,8960,9669,213,2164,7292,2802,606,1459,737,2339,216,1192,931,1320,175,458,687
95DD,24817,4284,10037,10496,6381,2536,3566,279,16887,1496,5950,9441,10514,293,2593,7628,3101,833,1564,704,3272,370,1793,1109,1549,252,521,776
95EE,11508,1778,4731,4999,2741,1064,1551,126,7931,591,2896,4444,5116,122,1374,3620,1281,326,651,304,1534,143,871,520,836,123,284,429
95FF,18303,2596,7138,8569,4613,1648,2714,251,12732,819,4122,7791,8303,146,1810,6347,2173,498,1140,535,2256,175,1172,909,958,129,302,527
95GG,120595,48321,49528,22746,42401,24555,17123,723,64315,18479,27537,18299,29604,3638,12253,13713,21020,11166,8171,1683,13691,3675,7113,2903,13879,5287,4868,3724
95HH,16200,3432,6989,5779,4674,2089,2439,146,10768,1204,4281,5283,6397,259,1943,4195,2174,694,1133,347,2197,251,1205,741,758,139,269,350
95II,27733,5020,12435,10278,8210,3127,4872,211,18172,1688,7054,9430,10940,346,3123,7471,3117,850,1633,634,4115,492,2298,1325,1351,205,509,637
95JJ,23508,4986,10032,8490,6715,2806,3613,296,15008,1802,5824,7382,8875,409,2673,5793,2971,1030,1428,513,3162,363,1723,1076,1785,378,595,812
95KK,12904,1960,5024,5920,3023,1177,1663,183,8959,653,3054,5252,5931,119,1473,4339,1696,404,858,434,1332,130,723,479,922,130,307,485
95LL,35931,7946,15489,12496,9528,4379,4836,313,24119,3046,9746,11327,14332,619,4619,9094,5121,1729,2553,839,4666,698,2574,1394,2284,521,907,856
95MM,40779,12839,17083,10857,11366,6151,4924,291,25568,5496,10726,9346,13665,990,5142,7533,8193,3796,3541,856,3710,710,2043,957,3845,1192,1433,1220
95NN,26206,4373,10485,11348,6888,2661,3881,346,17647,1461,6074,10112,10822,265,2597,7960,3613,884,1850,879,3212,312,1627,1273,1671,251,530,890
95OO,20270,3245,8139,8886,4856,1840,2755,261,13602,1045,4762,7795,8909,245,2241,6423,2667,572,1409,686,2026,228,1112,686,1812,360,622,830
95PP,23069,3702,9098,10269,6356,2371,3651,334,14998,1094,4903,9001,9759,255,2144,7360,2712,594,1424,694,2527,245,1335,947,1715,237,544,934
95QQ,13297,2873,5594,4830,3842,1719,2002,121,8769,1017,3374,4378,5092,204,1489,3399,1830,578,904,348,1847,235,981,631,686,137,218,331
95RR,12098,2359,5013,4726,2811,1233,1478,100,8443,979,3241,4223,5240,198,1629,3413,1807,612,857,338,1396,169,755,472,844,147,294,403
95SS,45723,8752,19170,17801,11384,4368,6571,445,31580,3784,11655,16141,18708,677,5296,12735,6718,2387,3257,1074,6154,720,3102,2332,2759,600,944,1215
95TT,15037,2152,5511,7374,3174,1288,1702,184,10694,701,3451,6542,7411,164,1725,5522,1780,390,886,504,1503,147,840,516,1169,163,358,648
95UU,6608,1262,2832,2514,1950,784,1069,97,4220,420,1618,2182,2570,81,731,1758,879,262,433,184,771,77,454,240,438,58,145,235
95VV,35031,6466,14316,14249,8504,3559,4547,398,23660,2404,8720,12536,14986,535,4086,10365,5223,1406,2730,1087,3451,463,1904,1084,2867,503,1049,1315
95WW,33971,6933,14839,12199,9265,4011,4954,300,23018,2601,9265,11152,13381,519,4014,8848,4864,1509,2574,781,4773,573,2677,1523,1688,321,620,747
95XX,33255,5815,14421,13019,9992,3724,5914,354,21761,1830,7977,11954,13014,419,3429,9166,3556,923,1915,718,5191,488,2633,2070,1502,261,530,711
95YY,18443,3149,7190,8104,4892,1959,2688,245,12372,975,4107,7290,8274,197,1962,6115,2321,601,1153,567,1777,177,992,608,1179,215,395,569
95ZZ,14817,3357,6234,5226,3981,1881,1957,143,9710,1237,3878,4595,5888,239,1874,3775,2411,816,1182,413,1411,182,822,407,1126,239,399,488
