GeographyCode,LC6105NI0001,LC6105NI0002,LC6105NI0003,LC6105NI0004,LC6105NI0005,LC6105NI0006,LC6105NI0007,LC6105NI0008,LC6105NI0009,LC6105NI0010,LC6105NI0011,LC6105NI0012,LC6105NI0013,LC6105NI0014,LC6105NI0015
N92000002,1313420,725680,587740,339969,179118,160851,288750,139238,149512,463909,227500,236409,220792,179824,40968
BHSCT,257160,149642,107518,72035,41084,30951,46243,23923,22320,86449,41076,45373,52433,43559,8874
NHSCT,335761,181021,154740,85390,43660,41730,76865,35998,40867,123274,59893,63381,50232,41470,8762
SEHSCT,251647,130731,120916,76279,36188,40091,62107,28548,33559,79306,37549,41757,33955,28446,5509
SHSCT,256035,145731,110304,60356,33909,26447,57836,28324,29512,96408,50497,45911,41435,33001,8434
WHSCT,212817,118555,94262,45909,24277,21632,45699,22445,23254,78472,38485,39987,42737,33348,9389
BELB,208609,124643,83966,55030,32635,22395,35243,19186,16057,71978,34507,37471,46358,38315,8043
NEELB,309116,165478,143638,79977,40447,39530,70843,33081,37762,112831,54137,58694,45465,37813,7652
SEELB,300198,155730,144468,93284,44637,48647,73107,33285,39822,93777,44118,49659,40030,33690,6340
SELB,282680,161274,121406,65769,37122,28647,63858,31241,32617,106851,56253,50598,46202,36658,9544
WELB,212817,118555,94262,45909,24277,21632,45699,22445,23254,78472,38485,39987,42737,33348,9389
UKN01,208609,124643,83966,55030,32635,22395,35243,19186,16057,71978,34507,37471,46358,38315,8043
UKN02,283218,149329,133889,89464,44200,45264,65185,30135,35050,90068,42199,47869,38501,32795,5706
UKN03,317543,169511,148032,83195,42119,41076,75461,35461,40000,116179,56574,59605,42708,35357,7351
UKN04,209839,115592,94247,46170,23273,22897,44311,21572,22739,77013,36838,40175,42345,33909,8436
UKN05,294211,166605,127606,66110,36891,29219,68550,32884,35666,108671,57382,51289,50880,39448,11432
95AA,38597,21442,17155,10708,5759,4949,8945,4405,4540,13941,7142,6799,5003,4136,867
95BB,57290,28056,29234,15659,7062,8597,15367,6758,8609,19551,8607,10944,6713,5629,1084
95CC,42544,23426,19118,10271,5484,4787,10474,4860,5614,15063,7706,7357,6736,5376,1360
95DD,46337,24456,21881,11888,6061,5827,10278,4659,5619,18348,8935,9413,5823,4801,1022
95EE,22558,12428,10130,4674,2580,2094,5546,2652,2894,8839,4343,4496,3499,2853,646
95FF,34555,19020,15535,9471,5266,4205,8790,4248,4542,11944,5920,6024,4350,3586,764
95GG,208609,124643,83966,55030,32635,22395,35243,19186,16057,71978,34507,37471,46358,38315,8043
95HH,28657,14662,13995,8108,3830,4278,6439,2950,3489,10270,4656,5614,3840,3226,614
95II,48551,24999,23552,17005,8449,8556,11000,4737,6263,14471,6569,7902,6075,5244,831
95JJ,43277,22353,20924,10972,4790,6182,9465,3893,5572,14830,6956,7874,8010,6714,1296
95KK,26645,15543,11102,5413,3213,2200,6022,2917,3105,10443,5756,4687,4767,3657,1110
95LL,67061,38244,28817,15857,8990,6867,13643,6785,6858,27410,14056,13354,10151,8413,1738
95MM,78409,44839,33570,17701,9217,8484,14192,7440,6752,28455,13630,14825,18061,14552,3509
95NN,50138,26726,23412,13832,6409,7423,12849,6120,6729,15666,7752,7914,7791,6445,1346
95OO,41315,24384,16931,9069,5359,3710,8993,4321,4672,16146,9109,7037,7107,5595,1512
95PP,44465,23616,20849,9612,4969,4643,10824,4829,5995,16939,8471,8468,7090,5347,1743
95QQ,23565,11567,11998,5780,2572,3208,5589,2486,3103,9319,4162,5157,2877,2347,530
95RR,24610,13931,10679,4814,2571,2243,5809,3142,2667,9153,4420,4733,4834,3798,1036
95SS,86371,47443,38928,25989,13485,12504,19694,9373,10321,27917,13836,14081,12771,10749,2022
95TT,31959,18658,13301,7425,4428,2997,7579,3883,3696,11726,6162,5564,5229,4185,1044
95UU,12375,6193,6182,2859,1223,1636,3147,1375,1772,4320,1997,2323,2049,1598,451
95VV,70560,40657,29903,15688,8810,6878,15936,8110,7826,25845,13706,12139,13091,10031,3060
95WW,61791,33719,28072,17563,9204,8359,13855,6778,7077,21238,9784,11454,9135,7953,1182
95XX,57848,28506,29342,20799,9232,11567,14197,6297,7900,16172,7354,8818,6680,5623,1057
95YY,36723,20321,16402,8632,4628,4004,8722,3964,4758,12509,6472,6037,6860,5257,1603
95ZZ,28610,15848,12762,5150,2892,2258,6152,3070,3082,11416,5492,5924,5892,4394,1498
