GeographyCode,LC2501NI0001,LC2501NI0002,LC2501NI0003,LC2501NI0004,LC2501NI0005,LC2501NI0006,LC2501NI0007,LC2501NI0008,LC2501NI0009,LC2501NI0010,LC2501NI0011,LC2501NI0012,LC2501NI0013,LC2501NI0014,LC2501NI0015,LC2501NI0016,LC2501NI0017,LC2501NI0018,LC2501NI0019,LC2501NI0020,LC2501NI0021
N92000002,1431540,416851,164798,213570,176110,338544,121667,1253393,379309,147558,192057,157142,284705,92622,178147,37542,17240,21513,18968,53839,29045
BHSCT,283079,82416,30671,36764,36650,75840,20738,245426,76498,27768,33034,32296,60377,15453,37653,5918,2903,3730,4354,15463,5285
NHSCT,366872,106538,43450,56884,45576,82138,32286,328747,98921,39358,51867,41401,71240,25960,38125,7617,4092,5017,4175,10898,6326
SEHSCT,275606,67575,32900,44203,34752,72479,23697,242472,61800,29112,39478,30935,61482,19665,33134,5775,3788,4725,3817,10997,4032
SHSCT,276654,83107,31412,41914,32571,60400,27250,238077,73734,27771,37591,29003,51555,18423,38577,9373,3641,4323,3568,8845,8827
WHSCT,229329,77215,26365,33805,26561,47687,17696,198671,68356,23549,30087,23507,40051,13121,30658,8859,2816,3718,3054,7636,4575
BELB,228679,69498,24585,28773,30052,59536,16235,196963,64568,22233,25674,26295,46499,11694,31716,4930,2352,3099,3757,13037,4541
NEELB,338153,96871,40086,52525,42220,76717,29734,302768,89945,36295,47839,38286,66337,24066,35385,6926,3791,4686,3934,10380,5668
SEELB,330006,80493,38986,52194,41350,88783,28200,290935,73730,34647,46838,36936,75360,23424,39071,6763,4339,5356,4414,13423,4776
SELB,305373,92774,34776,46273,35927,65821,29802,264056,82710,30834,41619,32118,56458,20317,41317,10064,3942,4654,3809,9363,9485
WELB,229329,77215,26365,33805,26561,47687,17696,198671,68356,23549,30087,23507,40051,13121,30658,8859,2816,3718,3054,7636,4575
UKN01,228679,69498,24585,28773,30052,59536,16235,196963,64568,22233,25674,26295,46499,11694,31716,4930,2352,3099,3757,13037,4541
UKN02,311648,75167,37367,48673,39865,84597,25979,275002,69117,33392,43810,35620,71632,21431,36646,6050,3975,4863,4245,12965,4548
UKN03,346252,97849,41019,54900,41951,78507,32026,307079,89723,36675,49701,37927,67939,25114,39173,8126,4344,5199,4024,10568,6912
UKN04,226804,75017,26352,33746,27495,47180,17014,200222,67809,23782,30483,24684,39982,13482,26582,7208,2570,3263,2811,7198,3532
UKN05,318157,99320,35475,47478,36747,68724,30413,274127,88092,31476,42389,32616,58653,20901,44030,11228,3999,5089,4131,10071,9512
95AA,41479,10904,5097,6863,4979,9828,3808,35506,9854,4421,5967,4303,8199,2762,5973,1050,676,896,676,1629,1046
95BB,62813,16755,8030,10318,7747,14010,5953,56478,15440,7257,9391,7057,12181,5152,6335,1315,773,927,690,1829,801
95CC,46195,14021,5139,7072,5411,10267,4285,40311,12536,4608,6415,4839,8839,3074,5884,1485,531,657,572,1428,1211
95DD,51185,16116,5540,7595,5914,11263,4757,45895,14981,4995,6958,5402,9911,3648,5290,1135,545,637,512,1352,1109
95EE,24608,8229,2914,3987,2886,4521,2071,22703,7769,2685,3713,2694,4083,1759,1905,460,229,274,192,438,312
95FF,37527,10440,4525,5855,4630,8924,3153,34021,9799,4121,5422,4217,7822,2640,3506,641,404,433,413,1102,513
95GG,228679,69498,24585,28773,30052,59536,16235,196963,64568,22233,25674,26295,46499,11694,31716,4930,2352,3099,3757,13037,4541
95HH,31409,7992,4037,5074,4108,7325,2873,28062,7358,3635,4613,3729,6260,2467,3347,634,402,461,379,1065,406
95II,54400,12918,6086,7991,6598,16304,4503,48463,11930,5535,7360,6001,13878,3759,5937,988,551,631,597,2426,744
95JJ,47617,13612,5347,7116,6189,11646,3707,41741,12476,4766,6403,5516,9723,2857,5876,1136,581,713,673,1923,850
95KK,28719,9667,3364,4359,3356,5421,2552,25979,8976,3063,4028,3115,4903,1894,2740,691,301,331,241,518,658
95LL,72503,22178,8503,11358,8334,15311,6819,62731,19835,7473,10254,7540,13218,4411,9772,2343,1030,1104,794,2093,2408
95MM,83663,27285,9795,12316,10294,18272,5701,72604,24148,8819,11027,9119,15111,4380,11059,3137,976,1289,1175,3161,1321
95NN,54746,14199,6077,8802,7006,13749,4913,48790,13069,5443,7935,6321,11854,4168,5956,1130,634,867,685,1895,745
95OO,44467,13813,4769,6390,5053,9415,5027,36859,11846,4130,5640,4438,8060,2745,7608,1967,639,750,615,1355,2282
95PP,48664,15733,5725,7320,5213,10353,4320,39896,13305,4894,6242,4389,8244,2822,8768,2428,831,1078,824,2109,1498
95QQ,25999,7257,3247,4109,3341,5422,2623,23658,6745,2965,3774,3087,4754,2333,2341,512,282,335,254,668,290
95RR,26293,9067,3079,4016,3235,4753,2143,23909,8504,2798,3678,2948,4184,1797,2384,563,281,338,287,569,346
95SS,93625,23658,11398,14760,11629,24633,7547,82691,21886,10136,13212,10381,20930,6146,10934,1772,1262,1548,1248,3703,1401
95TT,34461,10871,3824,5198,4152,7467,2949,31712,10266,3551,4861,3877,6787,2370,2749,605,273,337,275,680,579
95UU,13603,4254,1629,2058,1491,2997,1174,12218,3958,1467,1865,1345,2573,1010,1385,296,162,193,146,424,164
95VV,75962,22655,8476,11239,9143,16483,7966,64155,19718,7439,9860,7969,13616,5553,11807,2937,1037,1379,1174,2867,2413
95WW,67792,17636,8451,10525,9160,16248,5772,61273,16538,7810,9685,8333,14047,4860,6519,1098,641,840,827,2201,912
95XX,64422,12963,7395,10323,8370,20087,5284,54513,11405,6276,8940,7176,16517,4199,9909,1558,1119,1383,1194,3570,1085
95YY,39689,12560,4178,5900,4419,9318,3314,35215,11445,3791,5343,3989,8204,2443,4474,1115,387,557,430,1114,871
95ZZ,31020,12570,3588,4253,3400,4991,2218,27047,10954,3247,3797,3062,4308,1679,3973,1616,341,456,338,683,539
