GeographyCode,LC2207NI0001,LC2207NI0002,LC2207NI0003,LC2207NI0004,LC2207NI0005,LC2207NI0006,LC2207NI0007,LC2207NI0008,LC2207NI0009,LC2207NI0010,LC2207NI0011,LC2207NI0012,LC2207NI0013,LC2207NI0014,LC2207NI0015
N92000002,1735711,696590,436051,362403,240667,140204,74460,12757,24566,28421,1595507,622130,423294,337837,212246
BHSCT,334560,129693,90563,62513,51791,18771,8384,2463,3424,4500,315789,121309,88100,59089,47291
NHSCT,444578,218570,69585,91686,64737,62478,35907,3789,10903,11879,382100,182663,65796,80783,52858
SEHSCT,333088,161858,50864,67766,52600,26794,14360,1638,4754,6042,306294,147498,49226,63012,46558
SHSCT,341383,111997,109923,73939,45524,17601,9141,2084,2844,3532,323782,102856,107839,71095,41992
WHSCT,282102,74472,115116,66499,26015,14560,6668,2783,2641,2468,267542,67804,112333,63858,23547
BELB,269804,95017,83552,50511,40724,14181,5920,2170,2648,3443,255623,89097,81382,47863,37281
NEELB,409258,207160,58770,82506,60822,60235,34676,3527,10528,11504,349023,172484,55243,71978,49318
SEELB,397844,196534,57875,79768,63667,31384,16824,1931,5530,7099,366460,179710,55944,74238,56568
SELB,376703,123407,120738,83119,49439,19844,10372,2346,3219,3907,356859,113035,118392,79900,45532
WELB,282102,74472,115116,66499,26015,14560,6668,2783,2641,2468,267542,67804,112333,63858,23547
UKN01,269804,95017,83552,50511,40724,14181,5920,2170,2648,3443,255623,89097,81382,47863,37281
UKN02,374966,197483,45062,69885,62536,28722,15670,1459,4905,6688,346244,181813,43603,64980,55848
UKN03,420580,204002,65422,87863,63293,46275,26679,2589,7783,9224,374305,177323,62833,80080,54069
UKN04,277050,93564,92600,61301,29585,31240,16505,3443,5902,5390,245810,77059,89157,55399,24195
UKN05,393311,106524,149415,92843,44529,19786,9686,3096,3328,3676,373525,96838,146319,89515,40853
95AA,51042,23483,8721,10958,7880,4886,2717,304,783,1082,46156,20766,8417,10175,6798
95BB,75313,44860,3725,13902,12826,9991,5665,368,1841,2117,65322,39195,3357,12061,10709
95CC,56792,21501,16925,11471,6895,3313,1842,330,530,611,53479,19659,16595,10941,6284
95DD,61601,35832,5381,10509,9879,13642,8591,505,2071,2475,47959,27241,4876,8438,7404
95EE,29937,15415,4225,6504,3793,8811,5212,486,1641,1472,21126,10203,3739,4863,2321
95FF,46112,23694,6087,10151,6180,3625,2199,174,557,695,42487,21495,5913,9594,5485
95GG,269804,95017,83552,50511,40724,14181,5920,2170,2648,3443,255623,89097,81382,47863,37281
95HH,37739,23626,1181,6420,6512,3543,2041,88,624,790,34196,21585,1093,5796,5722
95II,64756,34676,7011,12002,11067,4590,2464,293,776,1057,60166,32212,6718,11226,10010
95JJ,56990,29425,6491,11919,9155,9078,5107,418,1711,1842,47912,24318,6073,10208,7313
95KK,35320,11410,10815,9180,3915,2243,1231,262,375,375,33077,10179,10553,8805,3540
95LL,88565,35956,20323,18246,14040,4509,2383,408,699,1019,84056,33573,19915,17547,13021
95MM,103341,20554,53442,20462,8883,4635,1718,1281,845,791,98706,18836,52161,19617,8092
95NN,66882,22275,18805,17974,7828,3658,1706,530,723,699,63224,20569,18275,17251,7129
95OO,55075,14721,19585,12093,8676,2649,1284,406,448,511,52426,13437,19179,11645,8165
95PP,59282,18967,19772,14188,6355,2373,1127,350,414,482,56909,17840,19422,13774,5873
95QQ,31065,17902,2380,6123,4660,5964,3418,300,1109,1137,25101,14484,2080,5014,3523
95RR,32150,11860,9345,7994,2951,2519,1358,367,413,381,29631,10502,8978,7581,2570
95SS,114825,52058,24364,21407,16996,7075,3726,521,1145,1683,107750,48332,23843,20262,15313
95TT,42883,11612,16792,10221,4258,3301,1632,580,500,589,39582,9980,16212,9721,3669
95UU,16423,5407,5063,4279,1674,3566,1782,508,774,502,12857,3625,4555,3505,1172
95VV,94839,16125,47003,21978,9733,3505,1433,766,610,696,91334,14692,46237,21368,9037
95WW,81578,44458,8536,15573,13011,7444,4176,338,1315,1615,74134,40282,8198,14258,11396
95XX,76068,42665,3970,14483,14950,6070,3263,219,1045,1543,69998,39402,3751,13438,13407
95YY,49120,12188,18523,13712,4697,2402,1137,402,451,412,46718,11051,18121,13261,4285
95ZZ,38209,10903,14034,10143,3129,2631,1328,383,518,402,35578,9575,13651,9625,2727
