DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"LC6110NI","HOURS WORKED BY SEX","All usual residents aged 16 to 74 in employment","1. 'In employment' includes economically active full-time students in employment.; 2. 'Part-time' is defined as working 30 hours or less per week. 'Full-time' is defined as working 31 or more hours per week."
