GeographyCode,LC6111NI0001,LC6111NI0002,LC6111NI0003,LC6111NI0004,LC6111NI0005,LC6111NI0006,LC6111NI0007,LC6111NI0008,LC6111NI0009,LC6111NI0010,LC6111NI0011,LC6111NI0012,LC6111NI0013,LC6111NI0014,LC6111NI0015
N92000002,618559,264521,354038,184519,84138,100381,149855,59738,90117,235371,94204,141167,48814,26441,22373
BHSCT,129324,61214,68110,42654,22283,20371,24666,11264,13402,48039,19199,28840,13965,8468,5497
NHSCT,155804,64004,91800,45328,19818,25510,39565,15132,24433,61793,24354,37439,9118,4700,4418
SEHSCT,119897,47887,72010,42302,17182,25120,31729,12064,19665,39700,15330,24370,6166,3311,2855
SHSCT,116175,50528,65647,30603,14456,16147,29857,11821,18036,47062,20052,27010,8653,4199,4454
WHSCT,97359,40888,56471,23632,10399,13233,24038,9457,14581,38777,15269,23508,10912,5763,5149
BELB,105808,51817,53991,32790,17970,14820,19108,9258,9850,40773,16566,24207,13137,8023,5114
NEELB,144392,59079,85313,42899,18627,24272,36350,13902,22448,56953,22202,34751,8190,4348,3842
SEELB,143413,57284,86129,52166,21495,30671,37287,14070,23217,46966,17963,29003,6994,3756,3238
SELB,127587,55453,72134,33032,15647,17385,33072,13051,20021,51902,22204,29698,9581,4551,5030
WELB,97359,40888,56471,23632,10399,13233,24038,9457,14581,38777,15269,23508,10912,5763,5149
UKN01,105808,51817,53991,32790,17970,14820,19108,9258,9850,40773,16566,24207,13137,8023,5114
UKN02,136674,56414,80260,51024,22106,28918,33145,13011,20134,46055,17801,28254,6450,3496,2954
UKN03,149886,61700,88186,44410,19145,25265,38644,14898,23746,58810,23438,35372,8022,4219,3803
UKN04,97172,40699,56473,24632,10468,14164,23399,9256,14143,38383,14972,23411,10758,6003,4755
UKN05,129019,53891,75128,31663,14449,17214,35559,13315,22244,51350,21427,29923,10447,4700,5747
95AA,18099,7971,10128,5674,2686,2988,4618,1901,2717,6985,2919,4066,822,465,357
95BB,27622,10274,17348,8612,3244,5368,7856,2795,5061,10023,3654,6369,1131,581,550
95CC,18983,7780,11203,5016,2173,2843,5405,1967,3438,7272,2999,4273,1290,641,649
95DD,21468,8586,12882,6200,2667,3533,5130,1852,3278,9064,3533,5531,1074,534,540
95EE,10052,4174,5878,2276,1092,1184,2895,1092,1803,4226,1674,2552,655,316,339
95FF,16209,6934,9275,5000,2391,2609,4603,1853,2750,5822,2323,3499,784,367,417
95GG,105808,51817,53991,32790,17970,14820,19108,9258,9850,40773,16566,24207,13137,8023,5114
95HH,14213,5746,8467,4682,1884,2798,3313,1330,1983,5511,2138,3373,707,394,313
95II,23516,9397,14119,9864,4313,5551,5558,2006,3552,7266,2633,4633,828,445,383
95JJ,20398,7901,12497,6094,2253,3841,5104,1705,3399,7516,2920,4596,1684,1023,661
95KK,11412,4925,6487,2429,1191,1238,3215,1230,1985,4840,2152,2688,928,352,576
95LL,31956,14522,17434,8528,4209,4319,7013,2956,4057,14278,6213,8065,2137,1144,993
95MM,37039,16434,20605,9837,4409,5428,7489,3262,4227,14647,5810,8837,5066,2953,2113
95NN,22986,9092,13894,7242,2746,4496,6566,2512,4054,7672,3000,4672,1506,834,672
95OO,17974,8031,9943,4274,2104,2170,4685,1792,2893,7566,3460,4106,1449,675,774
95PP,20097,7753,12344,4786,2010,2776,5682,1952,3730,8165,3147,5018,1464,644,820
95QQ,11546,4321,7225,3154,1202,1952,2858,1029,1829,4966,1796,3170,568,294,274
95RR,10892,4756,6136,2449,1095,1354,3002,1359,1643,4299,1682,2617,1142,620,522
95SS,40680,17544,23136,14342,6520,7822,10103,4124,5979,13797,5570,8227,2438,1330,1108
95TT,13239,5610,7629,3330,1655,1675,3803,1505,2298,5303,2142,3161,803,308,495
95UU,5721,2020,3701,1459,471,988,1662,570,1092,2109,726,1383,491,253,238
95VV,31053,13261,17792,7785,3579,4206,8151,3253,4898,12124,5057,7067,2993,1372,1621
95WW,29656,12750,16906,10030,4717,5313,6967,2918,4049,11273,4354,6919,1386,761,625
95XX,28609,10977,17632,12106,4672,7434,7204,2633,4571,8208,3106,5102,1091,566,525
95YY,16261,6531,9730,4043,1737,2306,4618,1616,3002,6080,2470,3610,1520,708,812
95ZZ,13070,5414,7656,2517,1148,1369,3247,1268,1979,5586,2160,3426,1720,838,882
