GeographyCode,LC2116NI0001,LC2116NI0002,LC2116NI0003,LC2116NI0004,LC2116NI0005,LC2116NI0006,LC2116NI0007,LC2116NI0008,LC2116NI0009
N92000002,1735711,140204,1595507,849028,74406,774622,886683,65798,820885
BHSCT,334560,18771,315789,160393,10272,150121,174167,8499,165668
NHSCT,444578,62478,382100,217568,32390,185178,227010,30088,196922
SEHSCT,333088,26794,306294,162035,14387,147648,171053,12407,158646
SHSCT,341383,17601,323782,169224,9504,159720,172159,8097,164062
WHSCT,282102,14560,267542,139808,7853,131955,142294,6707,135587
BELB,269804,14181,255623,129391,7779,121612,140413,6402,134011
NEELB,409258,60235,349023,199953,31179,168774,209305,29056,180249
SEELB,397844,31384,366460,193037,16880,176157,204807,14504,190303
SELB,376703,19844,356859,186839,10715,176124,189864,9129,180735
WELB,282102,14560,267542,139808,7853,131955,142294,6707,135587
UKN01,269804,14181,255623,129391,7779,121612,140413,6402,134011
UKN02,374966,28722,346244,180804,15481,165323,194162,13241,180921
UKN03,420580,46275,374305,206261,24284,181977,214319,21991,192328
UKN04,277050,31240,245810,136360,16136,120224,140690,15104,125586
UKN05,393311,19786,373525,196212,10726,185486,197099,9060,188039
95AA,51042,4886,46156,25100,2578,22522,25942,2308,23634
95BB,75313,9991,65322,36665,5240,31425,38648,4751,33897
95CC,56792,3313,53479,28231,1801,26430,28561,1512,27049
95DD,61601,13642,47959,30129,7004,23125,31472,6638,24834
95EE,29937,8811,21126,14798,4393,10405,15139,4418,10721
95FF,46112,3625,42487,22862,1931,20931,23250,1694,21556
95GG,269804,14181,255623,129391,7779,121612,140413,6402,134011
95HH,37739,3543,34196,18182,1870,16312,19557,1673,17884
95II,64756,4590,60166,31002,2493,28509,33754,2097,31657
95JJ,56990,9078,47912,27676,4711,22965,29314,4367,24947
95KK,35320,2243,33077,17615,1211,16404,17705,1032,16673
95LL,88565,4509,84056,43447,2440,41007,45118,2069,43049
95MM,103341,4635,98706,50381,2490,47891,52960,2145,50815
95NN,66882,3658,63224,32952,1975,30977,33930,1683,32247
95OO,55075,2649,52426,27602,1421,26181,27473,1228,26245
95PP,59282,2373,56909,29655,1317,28338,29627,1056,28571
95QQ,31065,5964,25101,15106,3116,11990,15959,2848,13111
95RR,32150,2519,29631,16252,1367,14885,15898,1152,14746
95SS,114825,7075,107750,55879,3865,52014,58946,3210,55736
95TT,42883,3301,39582,21516,1769,19747,21367,1532,19835
95UU,16423,3566,12857,8244,1792,6452,8179,1774,6405
95VV,94839,3505,91334,47082,1911,45171,47757,1594,46163
95WW,81578,7444,74134,39202,3946,35256,42376,3498,38878
95XX,76068,6070,69998,36539,3307,33232,39529,2763,36766
95YY,49120,2402,46718,24511,1296,23215,24609,1106,23503
95ZZ,38209,2631,35578,19009,1383,17626,19200,1248,17952
