ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC3103NI0001,Count,PERSONS,"All categories: Age, All categories: Health"
LC3103NI0002,Count,PERSONS,"All categories: Age, Very good or good health"
LC3103NI0003,Count,PERSONS,"All categories: Age, Fair, bad or very bad health"
LC3103NI0004,Count,PERSONS,"Aged 0 to 34, All categories: Health"
LC3103NI0005,Count,PERSONS,"Aged 0 to 34, Very good or good health"
LC3103NI0006,Count,PERSONS,"Aged 0 to 34, Fair, bad or very bad health"
LC3103NI0007,Count,PERSONS,"Aged 35 to 54, All categories: Health"
LC3103NI0008,Count,PERSONS,"Aged 35 to 54, Very good or good health"
LC3103NI0009,Count,PERSONS,"Aged 35 to 54, Fair, bad or very bad health"
LC3103NI0010,Count,PERSONS,"Aged 55 to 64, All categories: Health"
LC3103NI0011,Count,PERSONS,"Aged 55 to 64, Very good or good health"
LC3103NI0012,Count,PERSONS,"Aged 55 to 64, Fair, bad or very bad health"
LC3103NI0013,Count,PERSONS,"Aged 65 to 74, All categories: Health"
LC3103NI0014,Count,PERSONS,"Aged 65 to 74, Very good or good health"
LC3103NI0015,Count,PERSONS,"Aged 65 to 74, Fair, bad or very bad health"
LC3103NI0016,Count,PERSONS,"Aged 75 and over, All categories: Health"
LC3103NI0017,Count,PERSONS,"Aged 75 and over, Very good or good health"
LC3103NI0018,Count,PERSONS,"Aged 75 and over, Fair, bad or very bad health"
