GeographyCode,LC2107NI0001,LC2107NI0002,LC2107NI0003,LC2107NI0004,LC2107NI0005,LC2107NI0006,LC2107NI0007,LC2107NI0008,LC2107NI0009,LC2107NI0010,LC2107NI0011,LC2107NI0012
N92000002,1735711,1681171,54540,531805,515898,15907,243938,224558,19380,959968,940715,19253
BHSCT,334560,320127,14433,101989,97914,4075,52889,47531,5358,179682,174682,5000
NHSCT,444578,433481,11097,134071,130889,3182,58602,54553,4049,251905,248039,3866
SEHSCT,333088,327171,5917,97159,95539,1620,42860,40933,1927,193069,190699,2370
SHSCT,341383,324297,17086,108585,103333,5252,50333,44264,6069,182465,176700,5765
WHSCT,282102,276095,6007,90001,88223,1778,39254,37277,1977,152847,150595,2252
BELB,269804,256904,12900,84298,80562,3736,44992,40102,4890,140514,136240,4274
NEELB,409258,399392,9866,122558,119747,2811,53172,49590,3582,233528,230055,3473
SEELB,397844,390394,7450,114850,112891,1959,50757,48362,2395,232237,229141,3096
SELB,376703,358386,18317,120098,114475,5623,55763,49227,6536,200842,194684,6158
WELB,282102,276095,6007,90001,88223,1778,39254,37277,1977,152847,150595,2252
UKN01,269804,256904,12900,84298,80562,3736,44992,40102,4890,140514,136240,4274
UKN02,374966,367324,7642,108575,106564,2011,48873,46393,2480,217518,214367,3151
UKN03,420580,408237,12343,124899,121289,3610,56023,51586,4437,239658,235362,4296
UKN04,277050,272011,5039,87648,86135,1513,36986,35401,1585,152416,150475,1941
UKN05,393311,376695,16616,126385,121348,5037,57064,51076,5988,209862,204271,5591
95AA,51042,49238,1804,15749,15263,486,7231,6523,708,28062,27452,610
95BB,75313,74323,990,20701,20428,273,8892,8559,333,45720,45336,384
95CC,56792,54716,2076,17920,17312,608,7822,7077,745,31050,30327,723
95DD,61601,59509,2092,17575,16978,597,7947,7137,810,36079,35394,685
95EE,29937,29495,442,9042,8891,151,4098,3962,136,16797,16642,155
95FF,46112,45397,715,13972,13791,181,6338,6086,252,25802,25520,282
95GG,269804,256904,12900,84298,80562,3736,44992,40102,4890,140514,136240,4274
95HH,37739,37226,513,10891,10776,115,4469,4302,167,22379,22148,231
95II,64756,63223,1533,17691,17352,339,7897,7429,468,39168,38442,726
95JJ,56990,55434,1556,17216,16762,454,6603,6046,557,33171,32626,545
95KK,35320,34089,1231,11513,11142,371,5430,4963,467,18377,17984,393
95LL,88565,83203,5362,27420,25732,1688,13513,11631,1882,47632,45840,1792
95MM,103341,101409,1932,34384,33809,575,14848,14277,571,54109,53323,786
95NN,66882,65748,1134,20830,20499,331,8554,8182,372,37498,37067,431
95OO,55075,49935,5140,17961,16263,1698,8678,6910,1768,28436,26762,1674
95PP,59282,57652,1630,17681,17227,454,7942,7372,570,33659,33053,606
95QQ,31065,30819,246,8652,8598,54,3548,3468,80,18865,18753,112
95RR,32150,31787,363,10150,10045,105,4480,4382,98,17520,17360,160
95SS,114825,112324,2501,35802,35062,740,15919,15121,798,63104,62141,963
95TT,42883,41691,1192,14266,13919,347,6304,5863,441,22313,21909,404
95UU,16423,16205,218,4802,4736,66,1879,1819,60,9742,9650,92
95VV,94839,91046,3793,31312,30235,1077,13982,12560,1422,49545,48251,1294
95WW,81578,79775,1803,24365,23824,541,11093,10470,623,46120,45481,639
95XX,76068,74776,1292,19826,19550,276,9495,9071,424,46747,46155,592
95YY,49120,47566,1554,15732,15250,482,6906,6331,575,26482,25985,497
95ZZ,38209,37681,528,12054,11892,162,5078,4915,163,21077,20874,203
