ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
LC2406NI0001,Count,PERSONS,"All categories: Tenure, All categories: Religion brought up in"
LC2406NI0002,Count,PERSONS,"All categories: Tenure, Catholic"
LC2406NI0003,Count,PERSONS,"All categories: Tenure, Protestant and Other Christian (including Christian related)"
LC2406NI0004,Count,PERSONS,"All categories: Tenure, Other religions and none"
LC2406NI0005,Count,PERSONS,"Owner occupied, All categories: Religion brought up in"
LC2406NI0006,Count,PERSONS,"Owner occupied, Catholic"
LC2406NI0007,Count,PERSONS,"Owner occupied, Protestant and Other Christian (including Christian related)"
LC2406NI0008,Count,PERSONS,"Owner occupied, Other religions and none"
LC2406NI0009,Count,PERSONS,"Social rented, All categories: Religion brought up in"
LC2406NI0010,Count,PERSONS,"Social rented, Catholic"
LC2406NI0011,Count,PERSONS,"Social rented, Protestant and Other Christian (including Christian related)"
LC2406NI0012,Count,PERSONS,"Social rented, Other religions and none"
LC2406NI0013,Count,PERSONS,"Private rented, All categories: Religion brought up in"
LC2406NI0014,Count,PERSONS,"Private rented, Catholic"
LC2406NI0015,Count,PERSONS,"Private rented, Protestant and Other Christian (including Christian related)"
LC2406NI0016,Count,PERSONS,"Private rented, Other religions and none"
