GeographyCode,LC2213NI0001,LC2213NI0002,LC2213NI0003,LC2213NI0004,LC2213NI0005,LC2213NI0006,LC2213NI0007,LC2213NI0008,LC2213NI0009,LC2213NI0010,LC2213NI0011,LC2213NI0012,LC2213NI0013,LC2213NI0014,LC2213NI0015,LC2213NI0016,LC2213NI0017,LC2213NI0018,LC2213NI0019,LC2213NI0020
N92000002,1810863,738033,752555,320275,341428,142793,143356,55279,1070413,279508,583395,207510,375826,301777,28900,45149,60801,32179,8084,20538
BHSCT,348204,130813,134436,82955,53550,20105,21727,11718,213719,52517,107771,53431,74585,56394,5197,12994,15280,5814,2040,7426
NHSCT,463297,141816,240423,81058,94973,29506,50018,15449,303954,63551,184073,56330,60053,45748,7270,7035,12594,6624,1999,3971
SEHSCT,346911,96805,175255,74851,55111,17126,26464,11521,244919,46234,143083,55602,47581,33056,7479,7046,7678,3189,1753,2736
SHSCT,358034,185603,123822,48609,70037,34645,26006,9386,180546,60819,93083,26644,96073,82171,4797,9105,18387,12261,1556,4570
WHSCT,294417,182996,78619,32802,67757,41411,19141,7205,127275,56387,55385,15503,97534,84408,4157,8969,6862,4291,736,1835
BELB,280962,117712,95919,67331,45310,19011,16528,9771,162711,45731,75545,41435,66716,51300,3867,11549,13517,5115,1694,6708
NEELB,426284,121437,227855,76992,85964,24667,46841,14456,284805,55564,175042,54199,51861,38596,6905,6360,11293,5775,1897,3621
SEELB,414153,109906,213772,90475,63351,18220,31663,13468,295927,53020,175309,67598,55450,38150,8809,8491,9441,3888,2099,3454
SELB,395047,205982,136390,52675,79046,39484,29183,10379,199695,68806,102114,28775,104265,89323,5162,9780,19688,13110,1658,4920
WELB,294417,182996,78619,32802,67757,41411,19141,7205,127275,56387,55385,15503,97534,84408,4157,8969,6862,4291,736,1835
UKN01,280962,117712,95919,67331,45310,19011,16528,9771,162711,45731,75545,41435,66716,51300,3867,11549,13517,5115,1694,6708
UKN02,390597,81243,219255,90099,54272,10533,30923,12816,290763,40559,181822,68382,45023,29072,8304,7647,9519,3785,2069,3665
UKN03,438823,142092,218755,77976,84126,27683,42072,14371,289090,64897,170447,53746,60031,45410,7319,7302,14006,7592,2079,4335
UKN04,288597,148769,101454,38374,65367,32654,24510,8203,142688,48490,73041,21157,79633,67305,4219,8109,5706,3175,794,1737
UKN05,411884,248217,117172,46495,92353,52912,29323,10118,185161,79831,82540,22790,124423,108690,5191,10542,18053,12512,1448,4093
95AA,53428,20050,23101,10277,9467,3393,4209,1865,35149,9819,18223,7107,7833,6194,766,873,2074,1176,250,648
95BB,78078,8521,51102,18455,13301,1672,8561,3068,59992,4649,41126,14217,4999,2005,1927,1067,1314,440,345,529
95CC,59340,26563,25528,7249,12243,5228,5588,1427,30530,7458,18975,4097,15450,13163,1009,1278,2286,1375,293,618
95DD,64044,13071,40531,10442,14016,2584,9199,2233,43624,6259,30253,7112,5153,3434,1042,677,2263,1127,504,632
95EE,31224,9252,17717,4255,8383,2420,4834,1129,19149,3860,12523,2766,3608,2866,407,335,455,280,81,94
95FF,48339,14235,26715,7389,9473,2795,5309,1369,32833,6917,20686,5230,6014,4402,897,715,910,479,187,244
95GG,280962,117712,95919,67331,45310,19011,16528,9771,162711,45731,75545,41435,66716,51300,3867,11549,13517,5115,1694,6708
95HH,39114,2958,26284,9872,5898,440,3898,1560,31279,1806,21748,7725,1876,540,802,534,743,270,210,263
95II,67242,13101,38517,15624,8240,1094,5199,1947,51008,6786,32226,11996,7869,5094,1330,1445,1763,699,346,718
95JJ,59067,14774,33524,10769,12508,3046,7370,2092,39465,6956,25100,7409,6407,4177,1262,968,1813,945,304,564
95KK,37013,20379,12568,4066,9009,4839,3177,993,19149,7987,9031,2131,8192,7152,365,675,1301,849,102,350
95LL,93023,39138,39190,14695,17255,7268,7226,2761,53871,14423,30714,8734,17935,14804,1314,1817,5605,3454,460,1691
95MM,107877,72748,20959,14170,20685,13844,4258,2583,39838,18371,15376,6091,47115,40753,1311,5051,2173,1168,255,750
95NN,69731,40068,18910,10753,13953,8436,3604,1913,40321,18731,14590,7000,15740,13157,862,1721,1443,779,205,459
95OO,57852,33981,17238,6633,12543,6785,4344,1414,25027,10086,12003,2938,16005,13855,748,1402,5338,4008,308,1022
95PP,61805,33951,21186,6668,15364,8405,5440,1519,28475,10587,14541,3347,17027,14343,1234,1450,1938,1206,231,501
95QQ,32180,7009,19206,5965,6661,1535,3964,1162,23300,4099,14855,4346,2357,1414,511,432,397,137,128,132
95RR,33536,18784,11489,3263,8551,4953,2752,846,18145,7847,8387,1911,6842,6007,372,463,485,316,54,115
95SS,120165,39402,57606,23157,18624,6196,8761,3667,80594,17191,46952,16451,20873,15845,2338,2690,2897,1313,665,919
95TT,45038,28088,12767,4183,12085,7048,3973,1064,20343,9736,8393,2214,12328,11174,435,719,1218,875,79,264
95UU,17050,9267,5514,2269,4669,2220,1867,582,8626,3916,3466,1244,3863,3253,198,412,238,119,31,88
95VV,99480,71686,15151,12643,18523,12569,3539,2415,38285,21935,10705,5645,40669,35947,829,3893,4248,2945,308,995
95WW,85139,16968,49211,18960,12277,1981,7527,2769,63870,9113,40481,14276,8436,5544,1482,1410,2092,846,310,936
95XX,78937,8814,47637,22486,9233,822,5538,2873,64012,5663,40415,17934,5969,2049,2352,1568,2024,657,538,829
95YY,51356,33569,12734,5053,12586,8038,3262,1286,23352,12042,8892,2418,14752,13056,571,1125,1724,1254,127,343
95ZZ,39843,23944,12251,3648,10571,6171,3429,971,17465,7540,8189,1736,11798,10249,669,880,542,347,69,126
