GeographyCode,LC2105NI0001,LC2105NI0002,LC2105NI0003,LC2105NI0004,LC2105NI0005,LC2105NI0006,LC2105NI0007,LC2105NI0008,LC2105NI0009,LC2105NI0010,LC2105NI0011,LC2105NI0012,LC2105NI0013,LC2105NI0014,LC2105NI0015,LC2105NI0016,LC2105NI0017,LC2105NI0018,LC2105NI0019,LC2105NI0020
N92000002,1810863,341428,1070413,375826,60801,606957,142503,317549,134404,19930,243938,18986,155503,55717,20366,959968,179939,597361,185705,20505
BHSCT,348204,53550,213719,74585,15280,115633,21133,64278,27503,4547,52889,3490,33174,12227,5903,179682,28927,116267,34855,4830
NHSCT,463297,94973,303954,60053,12594,152790,38077,90452,21699,4133,58602,4906,42533,8356,4231,251905,51990,170969,29998,4230
SEHSCT,346911,55111,244919,47581,7678,110982,22829,70903,16359,2452,42860,2896,32299,6581,2258,193069,29386,141717,24641,2968
SHSCT,358034,70037,180546,96073,18387,125236,31305,54388,34555,6422,50333,3579,27790,14255,5983,182465,35153,98368,47263,5982
WHSCT,294417,67757,127275,97534,6862,102316,29159,37528,34288,2376,39254,4115,19707,14298,1991,152847,34483,70040,48948,2495
BELB,280962,45310,162711,66716,13517,95456,18068,49971,24888,4047,44992,3158,26977,11090,5376,140514,24084,85763,30738,4094
NEELB,426284,85964,284805,51861,11293,139584,34116,84686,18533,3697,53172,4415,39132,7119,3769,233528,47433,160987,26209,3827
SEELB,414153,63351,295927,55450,9441,131159,25894,85210,18974,2952,50757,3228,38496,7718,2785,232237,34229,172221,28758,3704
SELB,395047,79046,199695,104265,19688,138442,35266,60154,37721,6858,55763,4070,31191,15492,6445,200842,39710,108350,51052,6385
WELB,294417,67757,127275,97534,6862,102316,29159,37528,34288,2376,39254,4115,19707,14298,1991,152847,34483,70040,48948,2495
UKN01,280962,45310,162711,66716,13517,95456,18068,49971,24888,4047,44992,3158,26977,11090,5376,140514,24084,85763,30738,4094
UKN02,390597,54272,290763,45023,9519,124206,22508,84661,15695,3044,48873,2769,38192,6394,2871,217518,28995,167910,22934,3604
UKN03,438823,84126,289090,60031,14006,143142,33856,85481,20808,4602,56023,4237,40101,8370,4619,239658,46033,163508,30853,4785
UKN04,288597,65367,142688,79633,5706,99195,27408,42190,28635,1940,36986,4102,20647,11378,1626,152416,33857,79851,39620,2140
UKN05,411884,92353,185161,124423,18053,144958,40663,55246,44378,6297,57064,4720,29586,18485,5874,209862,46970,100329,61560,5882
95AA,53428,9467,35149,7833,2074,18135,4061,10736,2910,643,7231,500,5062,1098,761,28062,4906,19351,3825,670
95BB,78078,13301,59992,4999,1314,23466,4946,17014,1396,393,8892,635,7478,571,389,45720,7720,35500,3032,532
95CC,59340,12243,30530,15450,2286,20468,5261,9359,5335,767,7822,574,4336,2359,753,31050,6408,16835,7756,766
95DD,64044,14016,43624,5153,2263,20018,4956,12819,1718,722,7947,665,5929,670,814,36079,8395,24876,2765,727
95EE,31224,8383,19149,3608,455,10329,3229,5560,1455,173,4098,478,3077,487,134,16797,4676,10512,1666,148
95FF,48339,9473,32833,6014,910,16199,3940,10140,2023,294,6338,442,4801,980,262,25802,5091,17892,3011,354
95GG,280962,45310,162711,66716,13517,95456,18068,49971,24888,4047,44992,3158,26977,11090,5376,140514,24084,85763,30738,4094
95HH,39114,5898,31279,1876,743,12266,2339,9356,473,223,4469,305,3857,210,190,22379,3254,18066,1193,330
95II,67242,8240,51008,7869,1763,20177,3065,14307,2615,500,7897,332,6197,1137,527,39168,4843,30504,4117,736
95JJ,59067,12508,39465,6407,1813,19293,4728,11816,2329,637,6603,738,4696,795,543,33171,7042,22953,3283,633
95KK,37013,9009,19149,8192,1301,13206,3961,5766,3166,436,5430,491,3401,1237,462,18377,4557,9982,3789,403
95LL,93023,17255,53871,17935,5605,31878,7604,15964,6653,1977,13513,976,8342,2652,1853,47632,8675,29565,8630,1775
95MM,107877,20685,39838,47115,2173,38920,9766,11902,16951,698,14848,1402,6120,7000,619,54109,9517,21816,23164,856
95NN,69731,13953,40321,15740,1443,23679,5920,12161,5440,462,8554,730,5539,2138,432,37498,7303,22621,8162,549
95OO,57852,12543,25027,16005,5338,20738,5532,7457,5994,1970,8678,592,4131,2444,1736,28436,6419,13439,7567,1632
95PP,61805,15364,28475,17027,1938,20204,5972,8259,5476,686,7942,814,4287,2435,569,33659,8578,15929,9116,683
95QQ,32180,6661,23300,2357,397,9767,2429,6647,668,111,3548,289,2950,261,108,18865,3943,13703,1428,178
95RR,33536,8551,18145,6842,485,11536,3559,5423,2488,182,4480,588,2834,1043,106,17520,4404,9888,3311,197
95SS,120165,18624,80594,20873,2897,41142,8342,24343,8047,987,15919,1041,11230,3207,896,63104,9241,45021,9619,1014
95TT,45038,12085,20343,12328,1218,16421,5460,6128,4608,400,6304,579,3529,2001,431,22313,6046,10686,5719,387
95UU,17050,4669,8626,3863,238,5429,1773,2354,1288,64,1879,260,1176,422,71,9742,2636,5096,2153,103
95VV,99480,18523,38285,40669,4248,35953,8968,11468,14550,1414,13982,995,6180,5820,1379,49545,8560,20637,20299,1455
95WW,85139,12277,63870,8436,2092,27926,5141,19270,3084,724,11093,601,8856,1175,717,46120,6535,35744,4177,651
95XX,78937,9233,64012,5969,2024,22695,3621,17385,1476,610,9495,490,8052,665,541,46747,5122,38575,3828,873
95YY,51356,12586,23352,14752,1724,17968,5509,6809,5249,624,6906,675,3722,2189,544,26482,6402,12821,7314,556
95ZZ,39843,10571,17465,11798,542,13688,4353,5135,4124,186,5078,636,2744,1631,153,21077,5582,9586,6043,203
