GeographyCode,LC2303NI0001,LC2303NI0002,LC2303NI0003,LC2303NI0004,LC2303NI0005,LC2303NI0006,LC2303NI0007,LC2303NI0008,LC2303NI0009,LC2303NI0010,LC2303NI0011,LC2303NI0012,LC2303NI0013,LC2303NI0014,LC2303NI0015,LC2303NI0016,LC2303NI0017,LC2303NI0018,LC2303NI0019,LC2303NI0020,LC2303NI0021,LC2303NI0022,LC2303NI0023,LC2303NI0024
N92000002,1810863,738033,752555,345101,248821,158633,320275,183164,374646,146914,173025,78375,60543,34107,54707,25323,1436217,591119,579530,266726,188278,124526,265568,157841
BHSCT,348204,130813,134436,57385,43155,33896,82955,48241,80222,28953,37078,15508,13042,8528,14191,6581,267982,101860,97358,41877,30113,25368,68764,41660
NHSCT,463297,141816,240423,127421,65547,47455,81058,50147,91027,24360,53385,28044,15306,10035,13282,6807,372270,117456,187038,99377,50241,37420,67776,43340
SEHSCT,346911,96805,175255,83481,54136,37638,74851,50833,68744,18471,38181,18128,12408,7645,12092,6803,278167,78334,137074,65353,41728,29993,62759,44030
SHSCT,358034,185603,123822,47461,48829,27532,48609,21744,70314,35681,26280,9784,11152,5344,8353,3029,287720,149922,97542,37677,37677,22188,40256,18715
WHSCT,294417,182996,78619,29353,37154,12112,32802,12199,64339,39449,18101,6911,8635,2555,6789,2103,230078,143547,60518,22442,28519,9557,26013,10096
BELB,280962,117712,95919,40463,32035,23421,67331,37239,66736,27520,27457,11362,10037,6058,11759,5136,214226,90192,68462,29101,21998,17363,55572,32103
NEELB,426284,121437,227855,122568,60074,45213,76992,48555,83244,20342,50454,26916,13984,9554,12448,6571,343040,101095,177401,95652,46090,35659,64544,41984
SEELB,414153,109906,213772,100403,65256,48113,90475,61835,82230,19904,47802,22274,15413,10115,14524,8248,331923,90002,165970,78129,49843,37998,75951,53587
SELB,395047,205982,136390,52314,54302,29774,52675,23336,78097,39699,29211,10912,12474,5825,9187,3265,316950,166283,107179,41402,41828,23949,43488,20071
WELB,294417,182996,78619,29353,37154,12112,32802,12199,64339,39449,18101,6911,8635,2555,6789,2103,230078,143547,60518,22442,28519,9557,26013,10096
UKN01,280962,117712,95919,40463,32035,23421,67331,37239,66736,27520,27457,11362,10037,6058,11759,5136,214226,90192,68462,29101,21998,17363,55572,32103
UKN02,390597,81243,219255,98142,66825,54288,90099,62670,76228,13088,49243,21828,15757,11658,13897,8095,314369,68155,170012,76314,51068,42630,76202,54575
UKN03,438823,142092,218755,112743,61428,44584,77976,48312,87932,27115,47678,24237,14233,9208,13139,6728,350891,114977,171077,88506,47195,35376,64837,41584
UKN04,288597,148769,101454,52269,36270,12915,38374,17621,62318,31831,23217,11939,8631,2647,7270,2732,226279,116938,78237,40330,27639,10268,31104,14889
UKN05,411884,248217,117172,41484,52263,23425,46495,17322,81432,47360,25430,9009,11885,4536,8642,2632,330452,200857,91742,32475,40378,18889,37853,14690
95AA,53428,20050,23101,13343,5958,3800,10277,6515,9695,3247,4919,2827,1378,714,1529,806,43733,16803,18182,10516,4580,3086,8748,5709
95BB,78078,8521,51102,28715,12390,9997,18455,13175,16511,1716,11624,6400,2957,2267,3171,1961,61567,6805,39478,22315,9433,7730,15284,11214
95CC,59340,26563,25528,9717,10485,5326,7249,3141,11525,5040,5273,1991,2326,956,1212,422,47815,21523,20255,7726,8159,4370,6037,2719
95DD,64044,13071,40531,26073,6856,7602,10442,5946,12167,2079,8439,5425,1551,1463,1649,734,51877,10992,32092,20648,5305,6139,8793,5212
95EE,31224,9252,17717,10897,3974,2846,4255,2519,6266,1581,3946,2474,910,562,739,402,24958,7671,13771,8423,3064,2284,3516,2117
95FF,48339,14235,26715,13623,8060,5032,7389,4657,9234,2592,5437,2745,1748,944,1205,610,39105,11643,21278,10878,6312,4088,6184,4047
95GG,280962,117712,95919,40463,32035,23421,67331,37239,66736,27520,27457,11362,10037,6058,11759,5136,214226,90192,68462,29101,21998,17363,55572,32103
95HH,39114,2958,26284,11668,7423,7193,9872,7296,8194,562,5962,2582,1723,1657,1670,1081,30920,2396,20322,9086,5700,5536,8202,6215
95II,67242,13101,38517,16922,11120,10475,15624,11002,13486,1433,9621,4146,3005,2470,2432,1445,53756,11668,28896,12776,8115,8005,13192,9557
95JJ,59067,14774,33524,16384,12540,4600,10769,6575,11582,2471,7339,3537,2902,900,1772,879,47485,12303,26185,12847,9638,3700,8997,5696
95KK,37013,20379,12568,4853,5473,2242,4066,1592,7783,4018,2931,1128,1322,481,834,236,29230,16361,9637,3725,4151,1761,3232,1356
95LL,93023,39138,39190,9731,18432,11027,14695,7876,19224,7916,8746,2055,4357,2334,2562,1113,73799,31222,30444,7676,14075,8693,12133,6763
95MM,107877,72748,20959,9955,8394,2610,14170,4885,24155,16403,4925,2374,1985,566,2827,815,83722,56345,16034,7581,6409,2044,11343,4070
95NN,69731,40068,18910,9300,5887,3723,10753,6272,14376,8120,4255,2151,1382,722,2001,936,55355,31948,14655,7149,4505,3001,8752,5336
95OO,57852,33981,17238,5724,8141,3373,6633,2242,11026,6245,3742,1240,1876,626,1039,291,46826,27736,13496,4484,6265,2747,5594,1951
95PP,61805,33951,21186,1878,14228,5080,6668,3005,12307,6471,4543,407,3063,1073,1293,503,49498,27480,16643,1471,11165,4007,5375,2502
95QQ,32180,7009,19206,11958,3845,3403,5965,3871,6725,1445,4258,2634,860,764,1022,568,25455,5564,14948,9324,2985,2639,4943,3303
95RR,33536,18784,11489,6123,4329,1037,3263,1615,6954,3716,2578,1332,1032,214,660,273,26582,15068,8911,4791,3297,823,2603,1342
95SS,120165,39402,57606,22348,22000,13258,23157,14554,22864,7321,11949,4640,4946,2363,3594,1794,97301,32081,45657,17708,17054,10895,19563,12760
95TT,45038,28088,12767,5526,4662,2579,4183,1781,8311,4670,2919,1296,1110,513,722,258,36727,23418,9848,4230,3552,2066,3461,1523
95UU,17050,9267,5514,2633,2393,488,2269,1066,3613,1829,1314,618,590,106,470,180,13437,7438,4200,2015,1803,382,1799,886
95VV,99480,71686,15151,8666,3711,2774,12643,3828,19305,13888,3082,1753,845,484,2335,593,80175,57798,12069,6913,2866,2290,10308,3235
95WW,85139,16968,49211,24086,12423,12702,18960,12986,16691,2458,11358,5523,2960,2875,2875,1663,68448,14510,37853,18563,9463,9827,16085,11323
95XX,78937,8814,47637,23118,13859,10660,22486,16832,14993,1314,10353,4937,3123,2293,3326,2112,63944,7500,37284,18181,10736,8367,19160,14720
95YY,51356,33569,12734,5120,5563,2051,5053,1733,11175,7028,2940,1194,1343,403,1207,329,40181,26541,9794,3926,4220,1648,3846,1404
95ZZ,39843,23944,12251,6277,4640,1334,3648,961,9748,5831,3115,1604,1212,299,802,183,30095,18113,9136,4673,3428,1035,2846,778
