GeographyCode,LC2202NI0001,LC2202NI0002,LC2202NI0003,LC2202NI0004,LC2202NI0005,LC2202NI0006,LC2202NI0007,LC2202NI0008,LC2202NI0009,LC2202NI0010,LC2202NI0011,LC2202NI0012,LC2202NI0013,LC2202NI0014,LC2202NI0015,LC2202NI0016,LC2202NI0017,LC2202NI0018,LC2202NI0019,LC2202NI0020
N92000002,1810863,738033,752555,320275,183164,1608853,654597,699324,254932,141651,120696,47965,39901,32830,24820,81314,35471,13330,32513,16693
BHSCT,348204,130813,134436,82955,48241,306518,116946,124654,64918,37229,20454,6923,6477,7054,5431,21232,6944,3305,10983,5581
NHSCT,463297,141816,240423,81058,50147,419808,127127,226302,66379,40232,26196,7421,10720,8055,6346,17293,7268,3401,6624,3569
SEHSCT,346911,96805,175255,74851,50833,309263,87495,160775,60993,40383,25802,5619,11203,8980,7402,11846,3691,3277,4878,3048
SHSCT,358034,185603,123822,48609,21744,313382,160467,115931,36984,15546,22688,12425,5692,4571,2976,21964,12711,2199,7054,3222
WHSCT,294417,182996,78619,32802,12199,259882,162562,71662,25658,8261,25556,15577,5809,4170,2665,8979,4857,1148,2974,1273
BELB,280962,117712,95919,67331,37239,245839,105552,88531,51756,27919,16709,6093,4754,5862,4492,18414,6067,2634,9713,4828
NEELB,426284,121437,227855,76992,48555,385964,108547,214250,63167,39118,24609,6486,10351,7772,6163,15711,6404,3254,6053,3274
SEELB,414153,109906,213772,90475,61835,369942,98889,196898,74155,49693,29547,6449,12926,10172,8341,14664,4568,3948,6148,3801
SELB,395047,205982,136390,52675,23336,347226,179047,127983,40196,16660,24275,13360,6061,4854,3159,23546,13575,2346,7625,3517
WELB,294417,182996,78619,32802,12199,259882,162562,71662,25658,8261,25556,15577,5809,4170,2665,8979,4857,1148,2974,1273
UKN01,280962,117712,95919,67331,37239,245839,105552,88531,51756,27919,16709,6093,4754,5862,4492,18414,6067,2634,9713,4828
UKN02,390597,81243,219255,90099,62670,349183,71795,202945,74443,51188,26662,5012,12365,9285,7614,14752,4436,3945,6371,3868
UKN03,438823,142092,218755,77976,48312,394099,126622,204587,62890,38012,26033,7222,10700,8111,6408,18691,8248,3468,6975,3892
UKN04,288597,148769,101454,38374,17621,258675,133764,94053,30858,13016,22042,11294,6050,4698,3296,7880,3711,1351,2818,1309
UKN05,411884,248217,117172,46495,17322,361057,216864,109208,34985,11516,29250,18344,6032,4874,3010,21577,13009,1932,6636,2796
95AA,53428,20050,23101,10277,6515,46523,17619,21048,7856,4780,4062,1123,1564,1375,1139,2843,1308,489,1046,596
95BB,78078,8521,51102,18455,13175,71048,7493,47847,15708,11078,4926,557,2570,1799,1472,2104,471,685,948,625
95CC,59340,26563,25528,7249,3141,52579,23075,23949,5555,2189,3954,2039,1176,739,486,2807,1449,403,955,466
95DD,64044,13071,40531,10442,5946,58007,11086,38387,8534,4824,2971,685,1447,839,634,3066,1300,697,1069,488
95EE,31224,9252,17717,4255,2519,29012,8567,16874,3571,2010,1563,367,696,500,405,649,318,147,184,104
95FF,48339,14235,26715,7389,4657,44322,12877,25329,6116,3737,2695,821,1048,826,654,1322,537,338,447,266
95GG,280962,117712,95919,67331,37239,245839,105552,88531,51756,27919,16709,6093,4754,5862,4492,18414,6067,2634,9713,4828
95HH,39114,2958,26284,9872,7296,35363,2384,24526,8453,6208,2591,300,1337,954,781,1160,274,421,465,307
95II,67242,13101,38517,15624,11002,60679,11394,36123,13162,9310,3745,830,1723,1192,939,2818,877,671,1270,753
95JJ,59067,14774,33524,10769,6575,52377,12697,31207,8473,5002,4244,1042,1818,1384,1070,2446,1035,499,912,503
95KK,37013,20379,12568,4066,1592,33844,18580,12052,3212,1114,1587,935,369,283,183,1582,864,147,571,295
95LL,93023,39138,39190,14695,7876,81682,34005,36646,11031,5727,4629,1567,1851,1211,861,6712,3566,693,2453,1288
95MM,107877,72748,20959,14170,4885,95583,65456,18739,11388,3465,9206,5805,1811,1590,968,3088,1487,409,1192,452
95NN,69731,40068,18910,10753,6272,62894,37055,17246,8593,4703,4786,2095,1298,1393,1120,2051,918,366,767,449
95OO,57852,33981,17238,6633,2242,48818,28150,16121,4547,1363,3036,1815,738,483,297,5998,4016,379,1603,582
95PP,61805,33951,21186,6668,3005,51917,28276,18994,4647,1861,7498,4422,1870,1206,791,2390,1253,322,815,353
95QQ,32180,7009,19206,5965,3871,29623,6487,18084,5052,3163,1964,374,922,668,528,593,148,200,245,180
95RR,33536,18784,11489,3263,1615,30806,17448,10714,2644,1148,2063,989,632,442,362,667,347,143,177,105
95SS,120165,39402,57606,23157,14554,107566,35922,52825,18819,11362,8158,1910,3605,2643,2173,4441,1570,1176,1695,1019
95TT,45038,28088,12767,4183,1781,41784,26131,12324,3329,1331,1731,1054,339,338,253,1523,903,104,516,197
95UU,17050,9267,5514,2269,1066,15455,8506,5186,1763,732,1247,626,258,363,269,348,135,70,143,65
95VV,99480,71686,15151,12643,3828,85981,62360,13886,9735,2530,8374,6183,879,1312,678,5125,3143,386,1596,620
95WW,85139,16968,49211,18960,12986,77820,15070,46614,16136,11068,4236,915,1970,1351,1084,3083,983,627,1473,834
95XX,78937,8814,47637,22486,16832,67755,7025,42857,17873,13240,7932,1057,3730,3145,2637,3250,732,1050,1468,955
95YY,51356,33569,12734,5053,1733,46134,30292,11882,3960,1128,3070,1896,661,513,322,2152,1381,191,580,283
95ZZ,39843,23944,12251,3648,961,35442,21090,11333,3019,659,3719,2465,835,419,222,682,389,83,210,80
