ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC4401NI0001,Count,HOUSEHOLDS,"All categories: Dwelling type, All categories: Household spaces"
DC4401NI0002,Count,HOUSEHOLDS,"All categories: Dwelling type, Household spaces with usual residents"
DC4401NI0003,Count,HOUSEHOLDS,"All categories: Dwelling type, Household spaces without usual residents"
DC4401NI0004,Count,HOUSEHOLDS,"Unshared dwelling: Total, All categories: Household spaces"
DC4401NI0005,Count,HOUSEHOLDS,"Unshared dwelling: Total, Household spaces with usual residents"
DC4401NI0006,Count,HOUSEHOLDS,"Unshared dwelling: Total, Household spaces without usual residents"
DC4401NI0007,Count,HOUSEHOLDS,"Unshared dwelling: Whole house or bungalow: Total, All categories: Household spaces"
DC4401NI0008,Count,HOUSEHOLDS,"Unshared dwelling: Whole house or bungalow: Total, Household spaces with usual residents"
DC4401NI0009,Count,HOUSEHOLDS,"Unshared dwelling: Whole house or bungalow: Total, Household spaces without usual residents"
DC4401NI0010,Count,HOUSEHOLDS,"Unshared dwelling: Whole house or bungalow: Detached, All categories: Household spaces"
DC4401NI0011,Count,HOUSEHOLDS,"Unshared dwelling: Whole house or bungalow: Detached, Household spaces with usual residents"
DC4401NI0012,Count,HOUSEHOLDS,"Unshared dwelling: Whole house or bungalow: Detached, Household spaces without usual residents"
DC4401NI0013,Count,HOUSEHOLDS,"Unshared dwelling: Whole house or bungalow: Semi-detached, All categories: Household spaces"
DC4401NI0014,Count,HOUSEHOLDS,"Unshared dwelling: Whole house or bungalow: Semi-detached, Household spaces with usual residents"
DC4401NI0015,Count,HOUSEHOLDS,"Unshared dwelling: Whole house or bungalow: Semi-detached, Household spaces without usual residents"
DC4401NI0016,Count,HOUSEHOLDS,"Unshared dwelling: Whole house or bungalow: Terraced house (including end terrace), All categories: Household spaces"
DC4401NI0017,Count,HOUSEHOLDS,"Unshared dwelling: Whole house or bungalow: Terraced house (including end terrace), Household spaces with usual residents"
DC4401NI0018,Count,HOUSEHOLDS,"Unshared dwelling: Whole house or bungalow: Terraced house (including end terrace), Household spaces without usual residents"
DC4401NI0019,Count,HOUSEHOLDS,"Unshared dwelling: Flat, maisonette, or apartment: Total, All categories: Household spaces"
DC4401NI0020,Count,HOUSEHOLDS,"Unshared dwelling: Flat, maisonette, or apartment: Total, Household spaces with usual residents"
DC4401NI0021,Count,HOUSEHOLDS,"Unshared dwelling: Flat, maisonette, or apartment: Total, Household spaces without usual residents"
DC4401NI0022,Count,HOUSEHOLDS,"Unshared dwelling: Flat, maisonette, or apartment: Purpose-built block of flats or tenement, All categories: Household spaces"
DC4401NI0023,Count,HOUSEHOLDS,"Unshared dwelling: Flat, maisonette, or apartment: Purpose-built block of flats or tenement, Household spaces with usual residents"
DC4401NI0024,Count,HOUSEHOLDS,"Unshared dwelling: Flat, maisonette, or apartment: Purpose-built block of flats or tenement, Household spaces without usual residents"
DC4401NI0025,Count,HOUSEHOLDS,"Unshared dwelling: Flat, maisonette, or apartment: Part of a converted or shared house (includes bed-sits), All categories: Household spaces"
DC4401NI0026,Count,HOUSEHOLDS,"Unshared dwelling: Flat, maisonette, or apartment: Part of a converted or shared house (includes bed-sits), Household spaces with usual residents"
DC4401NI0027,Count,HOUSEHOLDS,"Unshared dwelling: Flat, maisonette, or apartment: Part of a converted or shared house (includes bed-sits), Household spaces without usual residents"
DC4401NI0028,Count,HOUSEHOLDS,"Unshared dwelling: Flat, maisonette, or apartment: In a commercial building, All categories: Household spaces"
DC4401NI0029,Count,HOUSEHOLDS,"Unshared dwelling: Flat, maisonette, or apartment: In a commercial building, Household spaces with usual residents"
DC4401NI0030,Count,HOUSEHOLDS,"Unshared dwelling: Flat, maisonette, or apartment: In a commercial building, Household spaces without usual residents"
DC4401NI0031,Count,HOUSEHOLDS,"Unshared dwelling: Caravan or other mobile or temporary structure, All categories: Household spaces"
DC4401NI0032,Count,HOUSEHOLDS,"Unshared dwelling: Caravan or other mobile or temporary structure, Household spaces with usual residents"
DC4401NI0033,Count,HOUSEHOLDS,"Unshared dwelling: Caravan or other mobile or temporary structure, Household spaces without usual residents"
DC4401NI0034,Count,HOUSEHOLDS,"Shared dwelling, All categories: Household spaces"
DC4401NI0035,Count,HOUSEHOLDS,"Shared dwelling, Household spaces with usual residents"
DC4401NI0036,Count,HOUSEHOLDS,"Shared dwelling, Household spaces without usual residents"
