DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC1101NI","RESIDENCE TYPE BY AGE BY SEX","All usual residents","1. 'Lives in a communal establishment' includes 427 staff or owners and 1,318 family members or partners of staff or owners.; 2. 'Age' is age at last birthday."
