DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2114NI","RELIGION BY AGE BY SEX","All usual residents","1. ‘Religion’ indicates religion, religious denomination or body.; 2. 'Catholic' includes those who gave their current religion as Catholic or Roman Catholic.; 3. 'Age' is age at last birthday.; "
