ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2120NI0001,Count,PERSONS,"All categories: Household Composition, All categories: Religion Brought Up In"
DC2120NI0002,Count,PERSONS,"All categories: Household Composition, Catholic"
DC2120NI0003,Count,PERSONS,"All categories: Household Composition, Protestant and Other Christian (including Christian related)"
DC2120NI0004,Count,PERSONS,"All categories: Household Composition, Other religions"
DC2120NI0005,Count,PERSONS,"All categories: Household Composition, None"
DC2120NI0006,Count,PERSONS,"One person households: Total, All categories: Religion Brought Up In"
DC2120NI0007,Count,PERSONS,"One person households: Total, Catholic"
DC2120NI0008,Count,PERSONS,"One person households: Total, Protestant and Other Christian (including Christian related)"
DC2120NI0009,Count,PERSONS,"One person households: Total, Other religions"
DC2120NI0010,Count,PERSONS,"One person households: Total, None"
DC2120NI0011,Count,PERSONS,"One person households: Aged 65 and over, All categories: Religion Brought Up In"
DC2120NI0012,Count,PERSONS,"One person households: Aged 65 and over, Catholic"
DC2120NI0013,Count,PERSONS,"One person households: Aged 65 and over, Protestant and Other Christian (including Christian related)"
DC2120NI0014,Count,PERSONS,"One person households: Aged 65 and over, Other religions"
DC2120NI0015,Count,PERSONS,"One person households: Aged 65 and over, None"
DC2120NI0016,Count,PERSONS,"One person households: Other, All categories: Religion Brought Up In"
DC2120NI0017,Count,PERSONS,"One person households: Other, Catholic"
DC2120NI0018,Count,PERSONS,"One person households: Other, Protestant and Other Christian (including Christian related)"
DC2120NI0019,Count,PERSONS,"One person households: Other, Other religions"
DC2120NI0020,Count,PERSONS,"One person households: Other, None"
DC2120NI0021,Count,PERSONS,"One family and no other people: Total, All categories: Religion Brought Up In"
DC2120NI0022,Count,PERSONS,"One family and no other people: Total, Catholic"
DC2120NI0023,Count,PERSONS,"One family and no other people: Total, Protestant and Other Christian (including Christian related)"
DC2120NI0024,Count,PERSONS,"One family and no other people: Total, Other religions"
DC2120NI0025,Count,PERSONS,"One family and no other people: Total, None"
DC2120NI0026,Count,PERSONS,"One family and no other people: All people aged 65 and over, All categories: Religion Brought Up In"
DC2120NI0027,Count,PERSONS,"One family and no other people: All people aged 65 and over, Catholic"
DC2120NI0028,Count,PERSONS,"One family and no other people: All people aged 65 and over, Protestant and Other Christian (including Christian related)"
DC2120NI0029,Count,PERSONS,"One family and no other people: All people aged 65 and over, Other religions"
DC2120NI0030,Count,PERSONS,"One family and no other people: All people aged 65 and over, None"
DC2120NI0031,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: Total, All categories: Religion Brought Up In"
DC2120NI0032,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: Total, Catholic"
DC2120NI0033,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: Total, Protestant and Other Christian (including Christian related)"
DC2120NI0034,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: Total, Other religions"
DC2120NI0035,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: Total, None"
DC2120NI0036,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: with no children, All categories: Religion Brought Up In"
DC2120NI0037,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: with no children, Catholic"
DC2120NI0038,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: with no children, Protestant and Other Christian (including Christian related)"
DC2120NI0039,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: with no children, Other religions"
DC2120NI0040,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: with no children, None"
DC2120NI0041,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: with dependent children, All categories: Religion Brought Up In"
DC2120NI0042,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: with dependent children, Catholic"
DC2120NI0043,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: with dependent children, Protestant and Other Christian (including Christian related)"
DC2120NI0044,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: with dependent children, Other religions"
DC2120NI0045,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: with dependent children, None"
DC2120NI0046,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: all children non-dependent, All categories: Religion Brought Up In"
DC2120NI0047,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: all children non-dependent, Catholic"
DC2120NI0048,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: all children non-dependent, Protestant and Other Christian (including Christian related)"
DC2120NI0049,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: all children non-dependent, Other religions"
DC2120NI0050,Count,PERSONS,"One family and no other people: Married or same-sex civil partnership couple households: all children non-dependent, None"
DC2120NI0051,Count,PERSONS,"One family and no other people: Cohabiting couple households: Total, All categories: Religion Brought Up In"
DC2120NI0052,Count,PERSONS,"One family and no other people: Cohabiting couple households: Total, Catholic"
DC2120NI0053,Count,PERSONS,"One family and no other people: Cohabiting couple households: Total, Protestant and Other Christian (including Christian related)"
DC2120NI0054,Count,PERSONS,"One family and no other people: Cohabiting couple households: Total, Other religions"
DC2120NI0055,Count,PERSONS,"One family and no other people: Cohabiting couple households: Total, None"
DC2120NI0056,Count,PERSONS,"One family and no other people: Cohabiting couple households: with no children, All categories: Religion Brought Up In"
DC2120NI0057,Count,PERSONS,"One family and no other people: Cohabiting couple households: with no children, Catholic"
DC2120NI0058,Count,PERSONS,"One family and no other people: Cohabiting couple households: with no children, Protestant and Other Christian (including Christian related)"
DC2120NI0059,Count,PERSONS,"One family and no other people: Cohabiting couple households: with no children, Other religions"
DC2120NI0060,Count,PERSONS,"One family and no other people: Cohabiting couple households: with no children, None"
DC2120NI0061,Count,PERSONS,"One family and no other people: Cohabiting couple households: with dependent children, All categories: Religion Brought Up In"
