DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2111NI","MAIN LANGUAGE BY AGE BY SEX","All usual residents aged 3 and over","1. The languages displayed are those with over 1,000 responses.; 2. 'Age' is age at last birthday.; "
