ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2421NI0001,Count,HOUSEHOLDS,"All categories: Household Size, All categories: Religion brought up in"
DC2421NI0002,Count,HOUSEHOLDS,"All categories: Household Size, Catholic"
DC2421NI0003,Count,HOUSEHOLDS,"All categories: Household Size, Protestant and other Christian (including Christian related)"
DC2421NI0004,Count,HOUSEHOLDS,"All categories: Household Size, Other religions "
DC2421NI0005,Count,HOUSEHOLDS,"All categories: Household Size, None"
DC2421NI0006,Count,HOUSEHOLDS,"1 person in household, All categories: Religion brought up in"
DC2421NI0007,Count,HOUSEHOLDS,"1 person in household, Catholic"
DC2421NI0008,Count,HOUSEHOLDS,"1 person in household, Protestant and other Christian (including Christian related)"
DC2421NI0009,Count,HOUSEHOLDS,"1 person in household, Other religions "
DC2421NI0010,Count,HOUSEHOLDS,"1 person in household, None"
DC2421NI0011,Count,HOUSEHOLDS,"2 people in household, All categories: Religion brought up in"
DC2421NI0012,Count,HOUSEHOLDS,"2 people in household, Catholic"
DC2421NI0013,Count,HOUSEHOLDS,"2 people in household, Protestant and other Christian (including Christian related)"
DC2421NI0014,Count,HOUSEHOLDS,"2 people in household, Other religions "
DC2421NI0015,Count,HOUSEHOLDS,"2 people in household, None"
DC2421NI0016,Count,HOUSEHOLDS,"3 people in household, All categories: Religion brought up in"
DC2421NI0017,Count,HOUSEHOLDS,"3 people in household, Catholic"
DC2421NI0018,Count,HOUSEHOLDS,"3 people in household, Protestant and other Christian (including Christian related)"
DC2421NI0019,Count,HOUSEHOLDS,"3 people in household, Other religions "
DC2421NI0020,Count,HOUSEHOLDS,"3 people in household, None"
DC2421NI0021,Count,HOUSEHOLDS,"4 people in household, All categories: Religion brought up in"
DC2421NI0022,Count,HOUSEHOLDS,"4 people in household, Catholic"
DC2421NI0023,Count,HOUSEHOLDS,"4 people in household, Protestant and other Christian (including Christian related)"
DC2421NI0024,Count,HOUSEHOLDS,"4 people in household, Other religions "
DC2421NI0025,Count,HOUSEHOLDS,"4 people in household, None"
DC2421NI0026,Count,HOUSEHOLDS,"5 or more people in household, All categories: Religion brought up in"
DC2421NI0027,Count,HOUSEHOLDS,"5 or more people in household, Catholic"
DC2421NI0028,Count,HOUSEHOLDS,"5 or more people in household, Protestant and other Christian (including Christian related)"
DC2421NI0029,Count,HOUSEHOLDS,"5 or more people in household, Other religions "
DC2421NI0030,Count,HOUSEHOLDS,"5 or more people in household, None"
DC2421NI0031,Average,HOUSEHOLDS,"Average household size, All categories: Religion brought up in"
DC2421NI0032,Average,HOUSEHOLDS,"Average household size, Catholic"
DC2421NI0033,Average,HOUSEHOLDS,"Average household size, Protestant and other Christian (including Christian related)"
DC2421NI0034,Average,HOUSEHOLDS,"Average household size, Other religions "
DC2421NI0035,Average,HOUSEHOLDS,"Average household size, None"
