ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC5101NI0001,Count,PERSONS,"All categories: Sex, All categories: Age, All categories: Qualifications"
DC5101NI0002,Count,PERSONS,"All categories: Sex, All categories: Age, No qualifications"
DC5101NI0003,Count,PERSONS,"All categories: Sex, All categories: Age, Level 1 qualifications"
DC5101NI0004,Count,PERSONS,"All categories: Sex, All categories: Age, Level 2 qualifications"
DC5101NI0005,Count,PERSONS,"All categories: Sex, All categories: Age, Apprenticeship"
DC5101NI0006,Count,PERSONS,"All categories: Sex, All categories: Age, Level 3 qualifications"
DC5101NI0007,Count,PERSONS,"All categories: Sex, All categories: Age, Level 4 qualifications and above"
DC5101NI0008,Count,PERSONS,"All categories: Sex, All categories: Age, Other qualifications"
DC5101NI0009,Count,PERSONS,"All categories: Sex, Aged 16, All categories: Qualifications"
DC5101NI0010,Count,PERSONS,"All categories: Sex, Aged 16, No qualifications"
DC5101NI0011,Count,PERSONS,"All categories: Sex, Aged 16, Level 1 qualifications"
DC5101NI0012,Count,PERSONS,"All categories: Sex, Aged 16, Level 2 qualifications"
DC5101NI0013,Count,PERSONS,"All categories: Sex, Aged 16, Apprenticeship"
DC5101NI0014,Count,PERSONS,"All categories: Sex, Aged 16, Level 3 qualifications"
DC5101NI0015,Count,PERSONS,"All categories: Sex, Aged 16, Level 4 qualifications and above"
DC5101NI0016,Count,PERSONS,"All categories: Sex, Aged 16, Other qualifications"
DC5101NI0017,Count,PERSONS,"All categories: Sex, Aged 17, All categories: Qualifications"
DC5101NI0018,Count,PERSONS,"All categories: Sex, Aged 17, No qualifications"
DC5101NI0019,Count,PERSONS,"All categories: Sex, Aged 17, Level 1 qualifications"
DC5101NI0020,Count,PERSONS,"All categories: Sex, Aged 17, Level 2 qualifications"
DC5101NI0021,Count,PERSONS,"All categories: Sex, Aged 17, Apprenticeship"
DC5101NI0022,Count,PERSONS,"All categories: Sex, Aged 17, Level 3 qualifications"
DC5101NI0023,Count,PERSONS,"All categories: Sex, Aged 17, Level 4 qualifications and above"
DC5101NI0024,Count,PERSONS,"All categories: Sex, Aged 17, Other qualifications"
DC5101NI0025,Count,PERSONS,"All categories: Sex, Aged 18, All categories: Qualifications"
DC5101NI0026,Count,PERSONS,"All categories: Sex, Aged 18, No qualifications"
DC5101NI0027,Count,PERSONS,"All categories: Sex, Aged 18, Level 1 qualifications"
DC5101NI0028,Count,PERSONS,"All categories: Sex, Aged 18, Level 2 qualifications"
DC5101NI0029,Count,PERSONS,"All categories: Sex, Aged 18, Apprenticeship"
DC5101NI0030,Count,PERSONS,"All categories: Sex, Aged 18, Level 3 qualifications"
DC5101NI0031,Count,PERSONS,"All categories: Sex, Aged 18, Level 4 qualifications and above"
