ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2108NI0001,Count,PERSONS,"All categories: Living Arrangements, All categories: Country of Birth"
DC2108NI0002,Count,PERSONS,"All categories: Living Arrangements, Northern Ireland"
DC2108NI0003,Count,PERSONS,"All categories: Living Arrangements, England"
DC2108NI0004,Count,PERSONS,"All categories: Living Arrangements, Scotland"
DC2108NI0005,Count,PERSONS,"All categories: Living Arrangements, Wales"
DC2108NI0006,Count,PERSONS,"All categories: Living Arrangements, Republic of Ireland"
DC2108NI0007,Count,PERSONS,"All categories: Living Arrangements, Other EU: Member countries prior to 2004 expansion"
DC2108NI0008,Count,PERSONS,"All categories: Living Arrangements, Other EU: Accession countries 2004 onwards"
DC2108NI0009,Count,PERSONS,"All categories: Living Arrangements, Other"
DC2108NI0010,Count,PERSONS,"Living in a couple: Total, All categories: Country of Birth"
DC2108NI0011,Count,PERSONS,"Living in a couple: Total, Northern Ireland"
DC2108NI0012,Count,PERSONS,"Living in a couple: Total, England"
DC2108NI0013,Count,PERSONS,"Living in a couple: Total, Scotland"
DC2108NI0014,Count,PERSONS,"Living in a couple: Total, Wales"
DC2108NI0015,Count,PERSONS,"Living in a couple: Total, Republic of Ireland"
DC2108NI0016,Count,PERSONS,"Living in a couple: Total, Other EU: Member countries prior to 2004 expansion"
DC2108NI0017,Count,PERSONS,"Living in a couple: Total, Other EU: Accession countries 2004 onwards"
DC2108NI0018,Count,PERSONS,"Living in a couple: Total, Other"
DC2108NI0019,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, All categories: Country of Birth"
DC2108NI0020,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, Northern Ireland"
DC2108NI0021,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, England"
DC2108NI0022,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, Scotland"
DC2108NI0023,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, Wales"
DC2108NI0024,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, Republic of Ireland"
DC2108NI0025,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, Other EU: Member countries prior to 2004 expansion"
DC2108NI0026,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, Other EU: Accession countries 2004 onwards"
DC2108NI0027,Count,PERSONS,"Living in a couple: Married or in a registered same-sex civil partnership, Other"
DC2108NI0028,Count,PERSONS,"Living in a couple: Cohabiting, All categories: Country of Birth"
DC2108NI0029,Count,PERSONS,"Living in a couple: Cohabiting, Northern Ireland"
DC2108NI0030,Count,PERSONS,"Living in a couple: Cohabiting, England"
DC2108NI0031,Count,PERSONS,"Living in a couple: Cohabiting, Scotland"
DC2108NI0032,Count,PERSONS,"Living in a couple: Cohabiting, Wales"
DC2108NI0033,Count,PERSONS,"Living in a couple: Cohabiting, Republic of Ireland"
DC2108NI0034,Count,PERSONS,"Living in a couple: Cohabiting, Other EU: Member countries prior to 2004 expansion"
DC2108NI0035,Count,PERSONS,"Living in a couple: Cohabiting, Other EU: Accession countries 2004 onwards"
DC2108NI0036,Count,PERSONS,"Living in a couple: Cohabiting, Other"
DC2108NI0037,Count,PERSONS,"Not living in a couple: Total, All categories: Country of Birth"
DC2108NI0038,Count,PERSONS,"Not living in a couple: Total, Northern Ireland"
DC2108NI0039,Count,PERSONS,"Not living in a couple: Total, England"
DC2108NI0040,Count,PERSONS,"Not living in a couple: Total, Scotland"
DC2108NI0041,Count,PERSONS,"Not living in a couple: Total, Wales"
DC2108NI0042,Count,PERSONS,"Not living in a couple: Total, Republic of Ireland"
DC2108NI0043,Count,PERSONS,"Not living in a couple: Total, Other EU: Member countries prior to 2004 expansion"
DC2108NI0044,Count,PERSONS,"Not living in a couple: Total, Other EU: Accession countries 2004 onwards"
DC2108NI0045,Count,PERSONS,"Not living in a couple: Total, Other"
DC2108NI0046,Count,PERSONS,"Not living in a couple: Single (never married or never registered a same-sex civil partnership), All categories: Country of Birth"
DC2108NI0047,Count,PERSONS,"Not living in a couple: Single (never married or never registered a same-sex civil partnership), Northern Ireland"
DC2108NI0048,Count,PERSONS,"Not living in a couple: Single (never married or never registered a same-sex civil partnership), England"
DC2108NI0049,Count,PERSONS,"Not living in a couple: Single (never married or never registered a same-sex civil partnership), Scotland"
DC2108NI0050,Count,PERSONS,"Not living in a couple: Single (never married or never registered a same-sex civil partnership), Wales"
