ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2125NI0001,Count,PERSONS,"All categories: Sex, All categories: Age, All categories: Religion"
DC2125NI0002,Count,PERSONS,"All categories: Sex, All categories: Age, Catholic"
DC2125NI0003,Count,PERSONS,"All categories: Sex, All categories: Age, Protestant and other Christian: Total"
DC2125NI0004,Count,PERSONS,"All categories: Sex, All categories: Age, Protestant and other Christian: Presbyterian Church in Ireland"
DC2125NI0005,Count,PERSONS,"All categories: Sex, All categories: Age, Protestant and other Christian: Church of Ireland"
DC2125NI0006,Count,PERSONS,"All categories: Sex, All categories: Age, Protestant and other Christian: Methodist Church in Ireland"
DC2125NI0007,Count,PERSONS,"All categories: Sex, All categories: Age, Protestant and other Christian: Other Christian (including Christian related)"
DC2125NI0008,Count,PERSONS,"All categories: Sex, All categories: Age, Other religions "
DC2125NI0009,Count,PERSONS,"All categories: Sex, All categories: Age, No religion"
DC2125NI0010,Count,PERSONS,"All categories: Sex, All categories: Age, Not stated"
DC2125NI0011,Count,PERSONS,"All categories: Sex, Aged 0 to 15, All categories: Religion"
DC2125NI0012,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Catholic"
DC2125NI0013,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Protestant and other Christian: Total"
DC2125NI0014,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Protestant and other Christian: Presbyterian Church in Ireland"
DC2125NI0015,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Protestant and other Christian: Church of Ireland"
DC2125NI0016,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Protestant and other Christian: Methodist Church in Ireland"
DC2125NI0017,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Protestant and other Christian: Other Christian (including Christian related)"
DC2125NI0018,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Other religions "
DC2125NI0019,Count,PERSONS,"All categories: Sex, Aged 0 to 15, No religion"
DC2125NI0020,Count,PERSONS,"All categories: Sex, Aged 0 to 15, Not stated"
DC2125NI0021,Count,PERSONS,"All categories: Sex, Aged 16 to 24, All categories: Religion"
DC2125NI0022,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Catholic"
DC2125NI0023,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Protestant and other Christian: Total"
DC2125NI0024,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Protestant and other Christian: Presbyterian Church in Ireland"
DC2125NI0025,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Protestant and other Christian: Church of Ireland"
DC2125NI0026,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Protestant and other Christian: Methodist Church in Ireland"
DC2125NI0027,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Protestant and other Christian: Other Christian (including Christian related)"
DC2125NI0028,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Other religions "
DC2125NI0029,Count,PERSONS,"All categories: Sex, Aged 16 to 24, No religion"
DC2125NI0030,Count,PERSONS,"All categories: Sex, Aged 16 to 24, Not stated"
DC2125NI0031,Count,PERSONS,"All categories: Sex, Aged 25 to 34, All categories: Religion"
DC2125NI0032,Count,PERSONS,"All categories: Sex, Aged 25 to 34, Catholic"
DC2125NI0033,Count,PERSONS,"All categories: Sex, Aged 25 to 34, Protestant and other Christian: Total"
DC2125NI0034,Count,PERSONS,"All categories: Sex, Aged 25 to 34, Protestant and other Christian: Presbyterian Church in Ireland"
DC2125NI0035,Count,PERSONS,"All categories: Sex, Aged 25 to 34, Protestant and other Christian: Church of Ireland"
DC2125NI0036,Count,PERSONS,"All categories: Sex, Aged 25 to 34, Protestant and other Christian: Methodist Church in Ireland"
DC2125NI0037,Count,PERSONS,"All categories: Sex, Aged 25 to 34, Protestant and other Christian: Other Christian (including Christian related)"
DC2125NI0038,Count,PERSONS,"All categories: Sex, Aged 25 to 34, Other religions "
DC2125NI0039,Count,PERSONS,"All categories: Sex, Aged 25 to 34, No religion"
DC2125NI0040,Count,PERSONS,"All categories: Sex, Aged 25 to 34, Not stated"
DC2125NI0041,Count,PERSONS,"All categories: Sex, Aged 35 to 44, All categories: Religion"
DC2125NI0042,Count,PERSONS,"All categories: Sex, Aged 35 to 44, Catholic"
DC2125NI0043,Count,PERSONS,"All categories: Sex, Aged 35 to 44, Protestant and other Christian: Total"
DC2125NI0044,Count,PERSONS,"All categories: Sex, Aged 35 to 44, Protestant and other Christian: Presbyterian Church in Ireland"
DC2125NI0045,Count,PERSONS,"All categories: Sex, Aged 35 to 44, Protestant and other Christian: Church of Ireland"
DC2125NI0046,Count,PERSONS,"All categories: Sex, Aged 35 to 44, Protestant and other Christian: Methodist Church in Ireland"
DC2125NI0047,Count,PERSONS,"All categories: Sex, Aged 35 to 44, Protestant and other Christian: Other Christian (including Christian related)"
DC2125NI0048,Count,PERSONS,"All categories: Sex, Aged 35 to 44, Other religions "
DC2125NI0049,Count,PERSONS,"All categories: Sex, Aged 35 to 44, No religion"
DC2125NI0050,Count,PERSONS,"All categories: Sex, Aged 35 to 44, Not stated"
DC2125NI0051,Count,PERSONS,"All categories: Sex, Aged 45 to 54, All categories: Religion"
DC2125NI0052,Count,PERSONS,"All categories: Sex, Aged 45 to 54, Catholic"
DC2125NI0053,Count,PERSONS,"All categories: Sex, Aged 45 to 54, Protestant and other Christian: Total"
DC2125NI0054,Count,PERSONS,"All categories: Sex, Aged 45 to 54, Protestant and other Christian: Presbyterian Church in Ireland"
DC2125NI0055,Count,PERSONS,"All categories: Sex, Aged 45 to 54, Protestant and other Christian: Church of Ireland"
DC2125NI0056,Count,PERSONS,"All categories: Sex, Aged 45 to 54, Protestant and other Christian: Methodist Church in Ireland"
DC2125NI0057,Count,PERSONS,"All categories: Sex, Aged 45 to 54, Protestant and other Christian: Other Christian (including Christian related)"
DC2125NI0058,Count,PERSONS,"All categories: Sex, Aged 45 to 54, Other religions "
DC2125NI0059,Count,PERSONS,"All categories: Sex, Aged 45 to 54, No religion"
DC2125NI0060,Count,PERSONS,"All categories: Sex, Aged 45 to 54, Not stated"
DC2125NI0061,Count,PERSONS,"All categories: Sex, Aged 55 to 64, All categories: Religion"
DC2125NI0062,Count,PERSONS,"All categories: Sex, Aged 55 to 64, Catholic"
DC2125NI0063,Count,PERSONS,"All categories: Sex, Aged 55 to 64, Protestant and other Christian: Total"
DC2125NI0064,Count,PERSONS,"All categories: Sex, Aged 55 to 64, Protestant and other Christian: Presbyterian Church in Ireland"
DC2125NI0065,Count,PERSONS,"All categories: Sex, Aged 55 to 64, Protestant and other Christian: Church of Ireland"
DC2125NI0066,Count,PERSONS,"All categories: Sex, Aged 55 to 64, Protestant and other Christian: Methodist Church in Ireland"
DC2125NI0067,Count,PERSONS,"All categories: Sex, Aged 55 to 64, Protestant and other Christian: Other Christian (including Christian related)"
DC2125NI0068,Count,PERSONS,"All categories: Sex, Aged 55 to 64, Other religions "
DC2125NI0069,Count,PERSONS,"All categories: Sex, Aged 55 to 64, No religion"
DC2125NI0070,Count,PERSONS,"All categories: Sex, Aged 55 to 64, Not stated"
DC2125NI0071,Count,PERSONS,"All categories: Sex, Aged 65 to 74, All categories: Religion"
DC2125NI0072,Count,PERSONS,"All categories: Sex, Aged 65 to 74, Catholic"
DC2125NI0073,Count,PERSONS,"All categories: Sex, Aged 65 to 74, Protestant and other Christian: Total"
DC2125NI0074,Count,PERSONS,"All categories: Sex, Aged 65 to 74, Protestant and other Christian: Presbyterian Church in Ireland"
DC2125NI0075,Count,PERSONS,"All categories: Sex, Aged 65 to 74, Protestant and other Christian: Church of Ireland"
DC2125NI0076,Count,PERSONS,"All categories: Sex, Aged 65 to 74, Protestant and other Christian: Methodist Church in Ireland"
DC2125NI0077,Count,PERSONS,"All categories: Sex, Aged 65 to 74, Protestant and other Christian: Other Christian (including Christian related)"
DC2125NI0078,Count,PERSONS,"All categories: Sex, Aged 65 to 74, Other religions "
DC2125NI0079,Count,PERSONS,"All categories: Sex, Aged 65 to 74, No religion"
DC2125NI0080,Count,PERSONS,"All categories: Sex, Aged 65 to 74, Not stated"
DC2125NI0081,Count,PERSONS,"All categories: Sex, Aged 75 to 84, All categories: Religion"
DC2125NI0082,Count,PERSONS,"All categories: Sex, Aged 75 to 84, Catholic"
DC2125NI0083,Count,PERSONS,"All categories: Sex, Aged 75 to 84, Protestant and other Christian: Total"
DC2125NI0084,Count,PERSONS,"All categories: Sex, Aged 75 to 84, Protestant and other Christian: Presbyterian Church in Ireland"
DC2125NI0085,Count,PERSONS,"All categories: Sex, Aged 75 to 84, Protestant and other Christian: Church of Ireland"
DC2125NI0086,Count,PERSONS,"All categories: Sex, Aged 75 to 84, Protestant and other Christian: Methodist Church in Ireland"
DC2125NI0087,Count,PERSONS,"All categories: Sex, Aged 75 to 84, Protestant and other Christian: Other Christian (including Christian related)"
DC2125NI0088,Count,PERSONS,"All categories: Sex, Aged 75 to 84, Other religions "
DC2125NI0089,Count,PERSONS,"All categories: Sex, Aged 75 to 84, No religion"
DC2125NI0090,Count,PERSONS,"All categories: Sex, Aged 75 to 84, Not stated"
DC2125NI0091,Count,PERSONS,"All categories: Sex, Aged 85 and over, All categories: Religion"
DC2125NI0092,Count,PERSONS,"All categories: Sex, Aged 85 and over, Catholic"
DC2125NI0093,Count,PERSONS,"All categories: Sex, Aged 85 and over, Protestant and other Christian: Total"
DC2125NI0094,Count,PERSONS,"All categories: Sex, Aged 85 and over, Protestant and other Christian: Presbyterian Church in Ireland"
DC2125NI0095,Count,PERSONS,"All categories: Sex, Aged 85 and over, Protestant and other Christian: Church of Ireland"
DC2125NI0096,Count,PERSONS,"All categories: Sex, Aged 85 and over, Protestant and other Christian: Methodist Church in Ireland"
DC2125NI0097,Count,PERSONS,"All categories: Sex, Aged 85 and over, Protestant and other Christian: Other Christian (including Christian related)"
DC2125NI0098,Count,PERSONS,"All categories: Sex, Aged 85 and over, Other religions "
DC2125NI0099,Count,PERSONS,"All categories: Sex, Aged 85 and over, No religion"
DC2125NI0100,Count,PERSONS,"All categories: Sex, Aged 85 and over, Not stated"
DC2125NI0101,Count,PERSONS,"Males, All categories: Age, All categories: Religion"
DC2125NI0102,Count,PERSONS,"Males, All categories: Age, Catholic"
DC2125NI0103,Count,PERSONS,"Males, All categories: Age, Protestant and other Christian: Total"
DC2125NI0104,Count,PERSONS,"Males, All categories: Age, Protestant and other Christian: Presbyterian Church in Ireland"
