ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2250NI0001,Count,PERSONS,"All categories: Passport (Classification 1), All categories: Religion brought up in"
DC2250NI0002,Count,PERSONS,"All categories: Passport (Classification 1), Catholic"
DC2250NI0003,Count,PERSONS,"All categories: Passport (Classification 1), Protestant and other Christian (including Christian related)"
DC2250NI0004,Count,PERSONS,"All categories: Passport (Classification 1), Other religions "
DC2250NI0005,Count,PERSONS,"All categories: Passport (Classification 1), None"
DC2250NI0006,Count,PERSONS,"No passport, All categories: Religion brought up in"
DC2250NI0007,Count,PERSONS,"No passport, Catholic"
DC2250NI0008,Count,PERSONS,"No passport, Protestant and other Christian (including Christian related)"
DC2250NI0009,Count,PERSONS,"No passport, Other religions "
DC2250NI0010,Count,PERSONS,"No passport, None"
DC2250NI0011,Count,PERSONS,"EU/EEA Countries: Total, All categories: Religion brought up in"
DC2250NI0012,Count,PERSONS,"EU/EEA Countries: Total, Catholic"
DC2250NI0013,Count,PERSONS,"EU/EEA Countries: Total, Protestant and other Christian (including Christian related)"
DC2250NI0014,Count,PERSONS,"EU/EEA Countries: Total, Other religions "
DC2250NI0015,Count,PERSONS,"EU/EEA Countries: Total, None"
DC2250NI0016,Count,PERSONS,"EU/EEA Countries: United Kingdom, All categories: Religion brought up in"
DC2250NI0017,Count,PERSONS,"EU/EEA Countries: United Kingdom, Catholic"
DC2250NI0018,Count,PERSONS,"EU/EEA Countries: United Kingdom, Protestant and other Christian (including Christian related)"
DC2250NI0019,Count,PERSONS,"EU/EEA Countries: United Kingdom, Other religions "
DC2250NI0020,Count,PERSONS,"EU/EEA Countries: United Kingdom, None"
DC2250NI0021,Count,PERSONS,"EU/EEA Countries: Ireland, All categories: Religion brought up in"
DC2250NI0022,Count,PERSONS,"EU/EEA Countries: Ireland, Catholic"
DC2250NI0023,Count,PERSONS,"EU/EEA Countries: Ireland, Protestant and other Christian (including Christian related)"
DC2250NI0024,Count,PERSONS,"EU/EEA Countries: Ireland, Other religions "
DC2250NI0025,Count,PERSONS,"EU/EEA Countries: Ireland, None"
DC2250NI0026,Count,PERSONS,"EU/EEA Countries: Poland, All categories: Religion brought up in"
DC2250NI0027,Count,PERSONS,"EU/EEA Countries: Poland, Catholic"
DC2250NI0028,Count,PERSONS,"EU/EEA Countries: Poland, Protestant and other Christian (including Christian related)"
DC2250NI0029,Count,PERSONS,"EU/EEA Countries: Poland, Other religions "
DC2250NI0030,Count,PERSONS,"EU/EEA Countries: Poland, None"
DC2250NI0031,Count,PERSONS,"EU/EEA Countries: Lithuania, All categories: Religion brought up in"
DC2250NI0032,Count,PERSONS,"EU/EEA Countries: Lithuania, Catholic"
DC2250NI0033,Count,PERSONS,"EU/EEA Countries: Lithuania, Protestant and other Christian (including Christian related)"
DC2250NI0034,Count,PERSONS,"EU/EEA Countries: Lithuania, Other religions "
DC2250NI0035,Count,PERSONS,"EU/EEA Countries: Lithuania, None"
DC2250NI0036,Count,PERSONS,"EU/EEA Countries: Other EU/EEA, All categories: Religion brought up in"
DC2250NI0037,Count,PERSONS,"EU/EEA Countries: Other EU/EEA, Catholic"
DC2250NI0038,Count,PERSONS,"EU/EEA Countries: Other EU/EEA, Protestant and other Christian (including Christian related)"
DC2250NI0039,Count,PERSONS,"EU/EEA Countries: Other EU/EEA, Other religions "
DC2250NI0040,Count,PERSONS,"EU/EEA Countries: Other EU/EEA, None"
DC2250NI0041,Count,PERSONS,"Other, All categories: Religion brought up in"
DC2250NI0042,Count,PERSONS,"Other, Catholic"
DC2250NI0043,Count,PERSONS,"Other, Protestant and other Christian (including Christian related)"
DC2250NI0044,Count,PERSONS,"Other, Other religions "
DC2250NI0045,Count,PERSONS,"Other, None"
