DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2121NI","LIVING ARRANGEMENTS BY RELIGION BY SEX","All usual residents aged 16 and over in households","1. A person not living in a couple can be classified as married or in a same-sex civil partnership if they denote their marital or same-sex civil partnership status as married or in a same-sex civil partnership but have no spouse or partner resident in the household.; 2. The living arrangements variable is different to marital or same-sex civil partnership status. It combines information from both marital or same-sex civil partnership status and the relationship matrix. Therefore, for example, a person living as part of a 'cohabiting couple' could in fact be married (to someone else) but will not appear as married or separated in this classification.; 3. ‘Religion’ indicates religion, religious denomination or body.; 4. 'Catholic' includes those who gave their current religion as Catholic or Roman Catholic.; "
