ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC6402NI0001,Count,PERSONS,"All categories: Tenure, All categories: Car or Van Availability, All households with HRP aged 16 to 74"
DC6402NI0002,Count,PERSONS,"All categories: Tenure, All categories: Car or Van Availability, Economically active: Total"
DC6402NI0003,Count,PERSONS,"All categories: Tenure, All categories: Car or Van Availability, Economically active: Employee"
DC6402NI0004,Count,PERSONS,"All categories: Tenure, All categories: Car or Van Availability, Economically active: Self-employed"
DC6402NI0005,Count,PERSONS,"All categories: Tenure, All categories: Car or Van Availability, Economically active: Unemployed"
DC6402NI0006,Count,PERSONS,"All categories: Tenure, All categories: Car or Van Availability, Economically active: Full-time students"
DC6402NI0007,Count,PERSONS,"All categories: Tenure, All categories: Car or Van Availability, Economically inactive: Total"
DC6402NI0008,Count,PERSONS,"All categories: Tenure, All categories: Car or Van Availability, Economically inactive: Retired"
DC6402NI0009,Count,PERSONS,"All categories: Tenure, All categories: Car or Van Availability, Economically inactive: Student (including full-time students)"
DC6402NI0010,Count,PERSONS,"All categories: Tenure, All categories: Car or Van Availability, Economically inactive: Looking after home or family"
DC6402NI0011,Count,PERSONS,"All categories: Tenure, All categories: Car or Van Availability, Economically inactive: Long-term sick or disabled"
DC6402NI0012,Count,PERSONS,"All categories: Tenure, All categories: Car or Van Availability, Economically inactive: Other"
DC6402NI0013,Count,PERSONS,"All categories: Tenure, No cars or vans in household, All households with HRP aged 16 to 74"
DC6402NI0014,Count,PERSONS,"All categories: Tenure, No cars or vans in household, Economically active: Total"
DC6402NI0015,Count,PERSONS,"All categories: Tenure, No cars or vans in household, Economically active: Employee"
DC6402NI0016,Count,PERSONS,"All categories: Tenure, No cars or vans in household, Economically active: Self-employed"
DC6402NI0017,Count,PERSONS,"All categories: Tenure, No cars or vans in household, Economically active: Unemployed"
DC6402NI0018,Count,PERSONS,"All categories: Tenure, No cars or vans in household, Economically active: Full-time students"
DC6402NI0019,Count,PERSONS,"All categories: Tenure, No cars or vans in household, Economically inactive: Total"
DC6402NI0020,Count,PERSONS,"All categories: Tenure, No cars or vans in household, Economically inactive: Retired"
DC6402NI0021,Count,PERSONS,"All categories: Tenure, No cars or vans in household, Economically inactive: Student (including full-time students)"
DC6402NI0022,Count,PERSONS,"All categories: Tenure, No cars or vans in household, Economically inactive: Looking after home or family"
DC6402NI0023,Count,PERSONS,"All categories: Tenure, No cars or vans in household, Economically inactive: Long-term sick or disabled"
DC6402NI0024,Count,PERSONS,"All categories: Tenure, No cars or vans in household, Economically inactive: Other"
DC6402NI0025,Count,PERSONS,"All categories: Tenure, 1 car or van in household, All households with HRP aged 16 to 74"
DC6402NI0026,Count,PERSONS,"All categories: Tenure, 1 car or van in household, Economically active: Total"
DC6402NI0027,Count,PERSONS,"All categories: Tenure, 1 car or van in household, Economically active: Employee"
DC6402NI0028,Count,PERSONS,"All categories: Tenure, 1 car or van in household, Economically active: Self-employed"
DC6402NI0029,Count,PERSONS,"All categories: Tenure, 1 car or van in household, Economically active: Unemployed"
DC6402NI0030,Count,PERSONS,"All categories: Tenure, 1 car or van in household, Economically active: Full-time students"
DC6402NI0031,Count,PERSONS,"All categories: Tenure, 1 car or van in household, Economically inactive: Total"
DC6402NI0032,Count,PERSONS,"All categories: Tenure, 1 car or van in household, Economically inactive: Retired"
DC6402NI0033,Count,PERSONS,"All categories: Tenure, 1 car or van in household, Economically inactive: Student (including full-time students)"
DC6402NI0034,Count,PERSONS,"All categories: Tenure, 1 car or van in household, Economically inactive: Looking after home or family"
DC6402NI0035,Count,PERSONS,"All categories: Tenure, 1 car or van in household, Economically inactive: Long-term sick or disabled"
DC6402NI0036,Count,PERSONS,"All categories: Tenure, 1 car or van in household, Economically inactive: Other"
DC6402NI0037,Count,PERSONS,"All categories: Tenure, 2 cars or vans in household, All households with HRP aged 16 to 74"
DC6402NI0038,Count,PERSONS,"All categories: Tenure, 2 cars or vans in household, Economically active: Total"
DC6402NI0039,Count,PERSONS,"All categories: Tenure, 2 cars or vans in household, Economically active: Employee"
DC6402NI0040,Count,PERSONS,"All categories: Tenure, 2 cars or vans in household, Economically active: Self-employed"
DC6402NI0041,Count,PERSONS,"All categories: Tenure, 2 cars or vans in household, Economically active: Unemployed"
DC6402NI0042,Count,PERSONS,"All categories: Tenure, 2 cars or vans in household, Economically active: Full-time students"
DC6402NI0043,Count,PERSONS,"All categories: Tenure, 2 cars or vans in household, Economically inactive: Total"
DC6402NI0044,Count,PERSONS,"All categories: Tenure, 2 cars or vans in household, Economically inactive: Retired"
DC6402NI0045,Count,PERSONS,"All categories: Tenure, 2 cars or vans in household, Economically inactive: Student (including full-time students)"
DC6402NI0046,Count,PERSONS,"All categories: Tenure, 2 cars or vans in household, Economically inactive: Looking after home or family"
DC6402NI0047,Count,PERSONS,"All categories: Tenure, 2 cars or vans in household, Economically inactive: Long-term sick or disabled"
DC6402NI0048,Count,PERSONS,"All categories: Tenure, 2 cars or vans in household, Economically inactive: Other"
DC6402NI0049,Count,PERSONS,"All categories: Tenure, 3 cars or vans in household, All households with HRP aged 16 to 74"
DC6402NI0050,Count,PERSONS,"All categories: Tenure, 3 cars or vans in household, Economically active: Total"
DC6402NI0051,Count,PERSONS,"All categories: Tenure, 3 cars or vans in household, Economically active: Employee"
DC6402NI0052,Count,PERSONS,"All categories: Tenure, 3 cars or vans in household, Economically active: Self-employed"
DC6402NI0053,Count,PERSONS,"All categories: Tenure, 3 cars or vans in household, Economically active: Unemployed"
DC6402NI0054,Count,PERSONS,"All categories: Tenure, 3 cars or vans in household, Economically active: Full-time students"
DC6402NI0055,Count,PERSONS,"All categories: Tenure, 3 cars or vans in household, Economically inactive: Total"
DC6402NI0056,Count,PERSONS,"All categories: Tenure, 3 cars or vans in household, Economically inactive: Retired"
DC6402NI0057,Count,PERSONS,"All categories: Tenure, 3 cars or vans in household, Economically inactive: Student (including full-time students)"
DC6402NI0058,Count,PERSONS,"All categories: Tenure, 3 cars or vans in household, Economically inactive: Looking after home or family"
DC6402NI0059,Count,PERSONS,"All categories: Tenure, 3 cars or vans in household, Economically inactive: Long-term sick or disabled"
DC6402NI0060,Count,PERSONS,"All categories: Tenure, 3 cars or vans in household, Economically inactive: Other"
DC6402NI0061,Count,PERSONS,"All categories: Tenure, 4 or more cars or vans in household, All households with HRP aged 16 to 74"
DC6402NI0062,Count,PERSONS,"All categories: Tenure, 4 or more cars or vans in household, Economically active: Total"
DC6402NI0063,Count,PERSONS,"All categories: Tenure, 4 or more cars or vans in household, Economically active: Employee"
DC6402NI0064,Count,PERSONS,"All categories: Tenure, 4 or more cars or vans in household, Economically active: Self-employed"
DC6402NI0065,Count,PERSONS,"All categories: Tenure, 4 or more cars or vans in household, Economically active: Unemployed"
DC6402NI0066,Count,PERSONS,"All categories: Tenure, 4 or more cars or vans in household, Economically active: Full-time students"
DC6402NI0067,Count,PERSONS,"All categories: Tenure, 4 or more cars or vans in household, Economically inactive: Total"
DC6402NI0068,Count,PERSONS,"All categories: Tenure, 4 or more cars or vans in household, Economically inactive: Retired"
DC6402NI0069,Count,PERSONS,"All categories: Tenure, 4 or more cars or vans in household, Economically inactive: Student (including full-time students)"
DC6402NI0070,Count,PERSONS,"All categories: Tenure, 4 or more cars or vans in household, Economically inactive: Looking after home or family"
DC6402NI0071,Count,PERSONS,"All categories: Tenure, 4 or more cars or vans in household, Economically inactive: Long-term sick or disabled"
DC6402NI0072,Count,PERSONS,"All categories: Tenure, 4 or more cars or vans in household, Economically inactive: Other"
DC6402NI0073,Count,PERSONS,"Owner occupied, All categories: Car or Van Availability, All households with HRP aged 16 to 74"
DC6402NI0074,Count,PERSONS,"Owner occupied, All categories: Car or Van Availability, Economically active: Total"
DC6402NI0075,Count,PERSONS,"Owner occupied, All categories: Car or Van Availability, Economically active: Employee"
DC6402NI0076,Count,PERSONS,"Owner occupied, All categories: Car or Van Availability, Economically active: Self-employed"
DC6402NI0077,Count,PERSONS,"Owner occupied, All categories: Car or Van Availability, Economically active: Unemployed"
DC6402NI0078,Count,PERSONS,"Owner occupied, All categories: Car or Van Availability, Economically active: Full-time students"
DC6402NI0079,Count,PERSONS,"Owner occupied, All categories: Car or Van Availability, Economically inactive: Total"
