DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC2108NI","LIVING ARRANGEMENTS BY COUNTRY OF BIRTH","All usual residents aged 16 and over in households","1. A person not living in a couple can be classified as married or in a same-sex civil partnership if they denote their marital or same-sex civil partnership status as married or in a same-sex civil partnership but have no spouse or partner resident in the household.; 2. The living arrangements variable is different to marital or same-sex civil partnership status. It combines information from both marital or same-sex civil partnership status and the relationship matrix. Therefore, for example, a person living as part of a 'cohabiting couple' could in fact be married (to someone else) but will not appear as married or separated in this classification.; 3. 'EU' is the European Union and is as defined on Census day (27 March 2011).; 4. 'Other' consists of persons born at sea or in the air, or with country of birth not stated.; 5. 'Member countries prior to 2004 expansion' includes United Kingdom (part not specified) and Ireland (part not specified).; 6. 'Accession countries 2004 onwards' includes Republic of Cyprus; Other includes Cyprus (not otherwise specified).; "
