DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"DC4405NI","ACCOMMODATION TYPE BY CAR OR VAN AVAILABILITY BY NUMBER OF USUAL RESIDENTS AGED 17 OR OVER IN THE HOUSEHOLD","All households","1. Car or van availability includes any company car or van when available for private use.; ; "
