ColumnVariableCode,ColumnVariableMeasurementUnit,ColumnVariableStatisticalUnit,ColumnVariableDescription
DC2612NI0001,Count,PERSONS,"All categories: Economic Activity, All categories: Main language"
DC2612NI0002,Count,PERSONS,"All categories: Economic Activity, English"
DC2612NI0003,Count,PERSONS,"All categories: Economic Activity, Polish"
DC2612NI0004,Count,PERSONS,"All categories: Economic Activity, Lithuanian"
DC2612NI0005,Count,PERSONS,"All categories: Economic Activity, Irish (Gaelic)"
DC2612NI0006,Count,PERSONS,"All categories: Economic Activity, Portuguese"
DC2612NI0007,Count,PERSONS,"All categories: Economic Activity, Slovak"
DC2612NI0008,Count,PERSONS,"All categories: Economic Activity, Chinese"
DC2612NI0009,Count,PERSONS,"All categories: Economic Activity, Tagalog/Filipino"
DC2612NI0010,Count,PERSONS,"All categories: Economic Activity, Latvian"
DC2612NI0011,Count,PERSONS,"All categories: Economic Activity, Russian"
DC2612NI0012,Count,PERSONS,"All categories: Economic Activity, Malayalam"
DC2612NI0013,Count,PERSONS,"All categories: Economic Activity, Hungarian"
DC2612NI0014,Count,PERSONS,"All categories: Economic Activity, Other"
DC2612NI0015,Count,PERSONS,"Economically active, All categories: Main language"
DC2612NI0016,Count,PERSONS,"Economically active, English"
DC2612NI0017,Count,PERSONS,"Economically active, Polish"
DC2612NI0018,Count,PERSONS,"Economically active, Lithuanian"
DC2612NI0019,Count,PERSONS,"Economically active, Irish (Gaelic)"
DC2612NI0020,Count,PERSONS,"Economically active, Portuguese"
DC2612NI0021,Count,PERSONS,"Economically active, Slovak"
DC2612NI0022,Count,PERSONS,"Economically active, Chinese"
DC2612NI0023,Count,PERSONS,"Economically active, Tagalog/Filipino"
DC2612NI0024,Count,PERSONS,"Economically active, Latvian"
DC2612NI0025,Count,PERSONS,"Economically active, Russian"
DC2612NI0026,Count,PERSONS,"Economically active, Malayalam"
DC2612NI0027,Count,PERSONS,"Economically active, Hungarian"
DC2612NI0028,Count,PERSONS,"Economically active, Other"
DC2612NI0029,Count,PERSONS,"Economically active: Employee - Part-time, All categories: Main language"
DC2612NI0030,Count,PERSONS,"Economically active: Employee - Part-time, English"
DC2612NI0031,Count,PERSONS,"Economically active: Employee - Part-time, Polish"
DC2612NI0032,Count,PERSONS,"Economically active: Employee - Part-time, Lithuanian"
DC2612NI0033,Count,PERSONS,"Economically active: Employee - Part-time, Irish (Gaelic)"
DC2612NI0034,Count,PERSONS,"Economically active: Employee - Part-time, Portuguese"
DC2612NI0035,Count,PERSONS,"Economically active: Employee - Part-time, Slovak"
DC2612NI0036,Count,PERSONS,"Economically active: Employee - Part-time, Chinese"
