DatasetId,DatasetTitle,StatisticalPopulations,Annotations
"QS611NI","APPROXIMATED SOCIAL GRADE - HOUSEHOLD REFERENCE PERSON (HRP) AGED 16 TO 64","All Household Reference Persons (HRPs) aged 16 to 64","1. Social grade is a socio-economic classification used by market research industries to analyse spending habits and consumer attitudes. The classification is approximated from information collected in the 2011 Census using a method defined by the Market Research Society. A person's approximated social grade is based primarily on their occupation but also includes information about their employment status, qualifications gained, tenure and whether they work full-time, part-time or are not working.; 2. Approximated social grade AB: Higher and intermediate managerial / administrative / professional occupations.; 3. Approximated social grade C1: Supervisory, clerical and junior managerial / administrative / professional occupations.; 4. Approximated social grade C2: Skilled manual occupations.; 5. Approximated social grade DE: Semi-skilled and unskilled manual occupations, unemployed and lowest grade occupations."
