GeographyCode,QS103NI0001,QS103NI0002,QS103NI0003,QS103NI0004,QS103NI0005,QS103NI0006,QS103NI0007,QS103NI0008,QS103NI0009,QS103NI0010,QS103NI0011,QS103NI0012,QS103NI0013,QS103NI0014,QS103NI0015,QS103NI0016,QS103NI0017,QS103NI0018,QS103NI0019,QS103NI0020,QS103NI0021,QS103NI0022,QS103NI0023,QS103NI0024,QS103NI0025,QS103NI0026,QS103NI0027,QS103NI0028,QS103NI0029,QS103NI0030,QS103NI0031,QS103NI0032,QS103NI0033,QS103NI0034,QS103NI0035,QS103NI0036,QS103NI0037,QS103NI0038,QS103NI0039,QS103NI0040,QS103NI0041,QS103NI0042,QS103NI0043,QS103NI0044,QS103NI0045,QS103NI0046,QS103NI0047,QS103NI0048,QS103NI0049,QS103NI0050,QS103NI0051,QS103NI0052,QS103NI0053,QS103NI0054,QS103NI0055,QS103NI0056,QS103NI0057,QS103NI0058,QS103NI0059,QS103NI0060,QS103NI0061,QS103NI0062,QS103NI0063,QS103NI0064,QS103NI0065,QS103NI0066,QS103NI0067,QS103NI0068,QS103NI0069,QS103NI0070,QS103NI0071,QS103NI0072,QS103NI0073,QS103NI0074,QS103NI0075,QS103NI0076,QS103NI0077,QS103NI0078,QS103NI0079,QS103NI0080,QS103NI0081,QS103NI0082,QS103NI0083,QS103NI0084,QS103NI0085,QS103NI0086,QS103NI0087,QS103NI0088,QS103NI0089,QS103NI0090,QS103NI0091,QS103NI0092,QS103NI0093,QS103NI0094,QS103NI0095,QS103NI0096,QS103NI0097,QS103NI0098,QS103NI0099,QS103NI0100,QS103NI0101,QS103NI0102
95GG27S4,1631,22,22,23,25,23,16,26,15,18,22,22,15,21,17,34,23,29,24,24,21,29,28,24,22,26,17,35,21,20,18,20,25,26,25,15,18,17,22,16,14,21,22,28,27,29,17,16,24,18,18,13,17,15,21,16,16,15,20,12,16,12,21,18,17,19,15,14,16,15,17,14,13,27,16,16,11,15,9,10,13,15,11,4,6,0,5,2,4,5,3,3,1,0,0,1,1,0,1,0,0,0
95GG28S1,2149,41,28,38,42,29,21,43,25,25,34,23,32,29,21,30,37,26,29,32,24,24,18,25,33,25,33,21,34,26,46,31,34,46,34,38,47,32,35,30,34,30,29,34,38,38,48,32,31,24,27,25,23,19,26,31,21,20,20,18,17,16,22,19,10,18,13,10,16,15,18,19,10,21,14,5,19,12,9,9,17,15,10,4,3,1,3,2,5,3,0,1,2,0,1,0,0,0,0,0,1,0
95GG28S2,1733,18,24,14,19,28,24,18,23,14,15,20,24,32,20,29,18,20,18,23,30,22,19,18,23,18,21,12,21,23,19,28,25,26,16,29,19,26,27,17,18,28,21,26,23,22,19,22,14,20,16,27,33,23,21,38,33,25,15,29,19,24,21,12,20,25,9,15,15,19,16,18,17,15,18,15,13,14,8,6,7,17,8,10,6,10,7,6,5,6,5,3,4,2,1,3,0,0,0,1,0,0
95GG28S3,1769,29,31,33,31,25,29,31,18,27,17,27,19,30,24,23,26,29,27,20,38,28,23,22,26,28,32,27,28,23,23,37,22,22,20,18,18,22,27,23,17,24,25,19,21,25,14,26,21,36,28,29,17,16,23,19,21,30,16,17,14,19,14,21,12,19,13,13,20,14,13,10,13,6,12,14,14,9,8,6,7,6,8,4,11,2,5,3,3,1,0,4,2,0,0,0,0,0,2,0,0,0
95GG29S1,2257,33,41,43,27,33,31,36,30,28,24,32,26,30,34,24,31,24,26,23,25,24,31,19,36,32,44,45,53,65,69,48,54,39,40,39,40,28,29,42,23,35,24,35,24,29,21,18,30,28,19,14,29,23,28,32,29,16,15,22,23,18,12,14,17,19,13,17,21,20,12,18,17,8,14,12,19,9,11,11,6,13,11,9,7,7,2,3,5,2,2,4,4,1,2,0,1,1,0,0,0,0
95GG29S2,2757,71,40,47,40,31,25,32,25,21,19,32,33,26,24,28,25,21,32,21,34,18,29,43,58,51,78,59,72,82,77,88,76,82,71,55,45,42,44,46,35,43,31,42,36,37,32,29,26,30,30,28,26,34,19,20,28,20,13,16,22,13,13,18,18,24,17,26,18,33,12,8,14,17,13,15,14,16,11,6,13,7,11,14,12,5,8,9,6,6,8,4,3,0,2,1,0,0,2,0,0,0
95GG30S1,1604,31,10,28,21,15,13,20,15,15,12,10,17,22,17,15,28,11,26,17,20,18,18,15,11,18,17,15,21,19,14,16,17,20,21,27,23,18,22,31,20,28,18,28,23,30,15,22,39,25,31,23,25,19,18,23,20,23,13,18,10,11,19,17,20,14,18,14,15,12,12,11,7,20,13,14,16,15,8,16,17,17,17,13,11,5,13,6,8,6,9,6,4,2,0,0,0,2,0,0,0,1
95GG30S2,1685,25,23,15,27,25,19,14,21,13,25,10,24,20,27,23,27,30,23,22,12,14,15,17,12,19,10,11,20,15,20,11,19,14,17,21,20,20,22,26,21,27,24,25,35,29,37,32,31,23,39,19,28,19,22,27,24,19,12,26,19,19,20,18,21,16,12,14,12,20,18,14,14,19,19,18,9,21,7,15,6,7,17,9,5,9,6,6,7,9,5,1,2,3,0,1,0,0,0,0,0,0
95GG30S3,1538,17,13,11,17,21,16,20,14,11,18,5,12,20,18,19,21,24,22,13,13,17,20,12,17,19,23,22,20,23,15,14,18,20,19,14,15,15,21,20,14,17,22,26,26,22,21,22,23,25,26,28,24,22,19,26,21,12,14,18,23,17,19,21,14,22,21,23,23,14,20,13,16,15,25,12,9,15,17,21,17,12,12,6,7,7,4,0,4,2,3,2,1,2,1,0,0,0,0,1,0,0
95GG31S1,2227,31,30,28,25,32,28,15,27,16,27,26,32,33,46,30,41,35,41,41,37,37,31,34,39,28,36,38,33,31,30,38,42,39,29,31,21,17,24,25,34,29,37,32,37,31,45,41,37,38,26,27,28,21,47,28,20,28,22,17,15,24,17,15,17,19,22,21,21,25,22,16,17,15,21,18,10,6,10,6,8,6,8,4,4,1,0,2,2,1,0,1,0,2,0,2,0,0,0,0,0,0
95GG31S2,2032,17,16,29,24,22,17,18,22,24,20,25,27,25,43,30,21,39,36,30,26,35,25,37,33,48,39,18,29,30,27,30,30,23,21,25,21,19,21,20,20,28,16,24,23,27,38,24,25,34,29,25,26,28,20,30,26,22,26,25,19,22,30,24,19,22,16,21,23,29,24,23,26,28,19,23,18,8,16,9,5,6,11,7,3,4,3,3,1,4,4,3,1,0,0,0,0,0,0,0,0,0
95GG31S3,2260,26,21,24,39,44,33,31,33,33,29,42,39,33,49,39,42,53,45,34,47,25,34,30,31,36,33,31,29,27,32,30,34,24,26,18,33,28,29,27,30,29,26,31,24,33,28,29,39,26,38,35,26,31,25,20,30,20,25,17,16,32,22,19,29,17,8,17,13,21,12,16,19,25,16,7,19,12,17,7,5,10,8,9,7,5,4,2,1,2,1,0,1,0,2,1,2,0,0,0,0,1
95GG32S1,3232,81,69,65,79,52,59,63,67,52,38,46,53,44,53,52,51,49,50,53,51,25,39,30,27,53,50,64,67,70,61,65,86,62,38,61,50,41,55,40,44,57,30,39,43,33,37,29,39,43,40,38,34,40,29,25,19,29,26,27,21,22,29,18,24,27,16,17,20,12,21,16,10,18,17,16,16,11,19,5,12,7,5,4,5,9,4,3,8,1,3,1,1,0,0,1,0,0,1,0,0,0
95GG32S2,1553,29,20,16,22,21,24,16,12,19,24,13,22,14,19,14,18,16,22,20,21,18,15,23,25,27,24,16,23,23,26,22,29,19,18,23,28,18,19,19,20,18,11,10,21,20,18,18,22,35,15,26,19,24,28,19,14,22,17,16,7,11,11,16,16,17,17,19,21,21,11,12,19,13,14,14,8,9,11,14,9,15,10,5,10,7,6,3,2,4,0,6,1,3,0,1,0,0,0,0,0,0
95GG32S3,1624,24,10,23,19,16,20,15,18,16,21,8,13,19,13,17,15,20,29,20,23,21,32,17,17,20,27,18,21,28,19,27,12,22,13,21,15,18,12,24,18,19,20,19,20,23,32,32,26,35,19,31,18,26,25,28,21,16,15,14,14,15,13,13,20,14,27,14,26,23,17,16,8,15,14,13,16,22,10,15,8,8,13,8,11,15,3,7,6,4,8,5,0,1,1,0,0,0,0,0,1,0
95GG33S1,1951,13,15,10,19,18,21,14,25,24,29,33,25,19,37,28,26,36,26,27,25,17,22,25,17,26,32,25,36,18,22,26,21,29,15,20,23,13,18,25,11,22,22,18,20,28,28,32,27,30,25,28,39,24,26,36,23,26,36,30,27,27,25,30,30,30,30,30,22,15,18,15,22,22,15,18,16,7,11,16,13,11,14,9,7,8,4,7,5,3,3,2,0,2,4,2,0,0,0,0,0,0
95GG33S2,1639,6,17,14,13,10,16,17,17,27,17,23,24,22,30,30,18,28,22,27,13,28,26,21,30,16,22,16,14,11,16,13,17,7,14,8,18,8,14,13,15,16,18,25,29,24,21,31,17,29,33,26,22,27,25,35,23,21,25,21,26,26,34,24,19,23,19,10,20,14,3,11,14,8,10,12,11,13,17,9,12,15,18,5,10,6,13,11,4,4,6,6,5,4,5,3,1,0,1,1,0,0
95GG33S3,1965,21,17,25,19,23,26,17,17,21,18,19,27,30,19,31,34,28,38,32,17,10,26,31,36,34,38,33,36,44,22,41,24,37,29,28,40,16,24,26,21,22,26,31,19,29,32,36,31,25,39,22,25,27,20,28,16,26,27,23,24,22,16,21,16,23,17,18,16,17,8,8,8,11,12,5,10,7,9,10,12,10,15,10,8,7,10,6,4,4,7,5,1,1,4,0,0,0,1,1,1,1
95GG34S1,1452,23,21,18,20,20,23,18,18,13,15,19,17,24,22,16,15,15,19,16,18,16,13,18,17,13,15,11,15,15,27,16,19,20,22,14,16,19,15,19,14,19,26,19,21,27,28,22,24,29,12,22,24,17,17,18,19,18,21,12,12,14,14,14,13,20,16,9,16,14,10,9,6,7,10,10,11,13,13,10,9,12,13,8,10,8,8,10,5,7,1,7,3,5,1,3,1,1,0,0,0,0
95GG34S2,1590,14,9,13,8,7,16,9,10,18,18,21,15,27,21,28,22,24,31,25,20,25,24,31,24,28,22,22,14,25,14,12,20,13,12,9,13,17,19,20,12,16,18,21,25,22,22,20,25,25,33,24,26,31,26,28,26,20,25,19,17,24,29,22,22,33,25,19,28,13,11,17,13,15,10,15,9,15,8,13,8,7,3,4,6,0,3,3,2,3,1,0,1,1,2,2,0,0,0,1,0,1
95GG34S3,1885,26,31,31,21,18,26,15,15,14,14,18,9,22,11,23,18,20,23,24,15,20,17,19,28,22,37,48,42,39,32,23,40,31,32,31,38,32,28,27,19,25,30,23,25,27,28,38,18,33,26,29,32,17,23,16,22,26,31,23,23,21,19,26,19,11,18,12,15,11,15,11,11,7,9,5,5,5,14,10,11,7,9,11,10,12,9,5,7,8,7,3,8,7,3,2,1,3,1,1,1,1
95GG35S1,1970,24,28,24,22,22,20,12,27,26,24,27,20,19,19,22,28,23,26,28,26,26,22,37,25,36,45,28,32,28,34,21,31,22,15,27,16,30,15,21,21,19,18,19,29,28,25,28,26,26,28,27,33,17,22,24,15,32,24,24,17,26,21,20,23,19,26,21,12,28,21,16,22,17,20,16,16,9,11,11,17,14,21,8,13,11,8,8,12,4,5,6,5,0,0,0,1,2,0,0,0,0
95GG35S2,1478,23,18,14,14,21,15,12,24,15,9,23,10,20,16,22,16,15,22,23,21,18,19,20,23,19,25,21,18,22,20,19,31,18,13,15,23,19,18,17,16,20,15,24,26,23,29,31,31,19,37,22,19,15,16,21,19,15,20,12,17,16,12,21,13,23,11,17,12,22,19,10,10,15,13,9,11,4,10,7,4,4,8,5,4,5,2,2,4,5,0,1,0,0,0,0,0,1,0,0,0,0
95GG35S3,1502,26,31,33,24,16,24,25,23,21,20,23,23,27,17,24,26,20,15,21,19,27,20,23,23,30,16,31,28,31,33,27,21,34,22,21,18,25,14,16,16,22,17,22,18,25,14,12,16,10,17,21,17,15,21,26,21,14,8,15,10,9,9,13,11,19,20,15,14,11,5,9,9,12,5,7,9,5,7,5,4,4,2,3,3,7,2,1,1,0,0,3,2,0,0,0,0,0,0,1,0,0
95GG36S1,1794,28,22,32,28,16,12,20,13,18,15,11,23,11,30,18,16,20,9,21,16,11,12,18,29,22,20,46,28,26,49,43,46,38,37,36,40,29,33,30,21,27,22,21,35,23,29,28,39,20,30,30,24,16,17,24,15,19,17,12,15,10,11,14,18,11,18,13,20,12,17,6,9,12,10,9,13,13,10,6,10,9,14,8,11,3,7,13,10,5,3,4,3,0,1,3,0,0,1,0,1,0
95GG36S2,1926,21,39,32,25,27,10,21,15,14,11,19,12,17,27,21,33,19,22,24,18,12,22,16,16,16,16,22,20,18,22,24,22,23,31,34,27,36,37,30,33,33,42,34,25,32,40,37,34,25,34,31,25,27,20,28,20,19,16,27,19,18,24,19,19,21,26,11,15,13,8,12,10,16,13,12,18,15,11,20,16,15,14,10,10,10,14,9,10,3,12,6,7,3,5,5,1,1,0,1,0,1
95GG36S3,1899,20,24,31,28,17,26,17,6,22,15,21,14,20,30,27,19,16,24,23,27,20,24,28,16,26,25,23,26,21,27,28,20,29,33,34,23,21,25,30,20,35,23,24,20,34,27,28,30,26,41,30,27,28,30,27,26,31,18,17,29,23,9,16,20,22,13,19,15,16,19,13,12,12,17,16,15,12,15,15,16,13,13,13,10,10,6,9,6,5,8,5,0,3,2,0,2,1,0,0,0,1
95GG37S1,2082,22,24,17,21,25,30,20,19,24,22,18,22,24,24,27,29,20,34,25,21,15,18,22,29,27,44,36,28,27,44,38,26,32,22,17,31,32,22,29,41,26,43,32,33,16,34,34,23,34,32,31,37,33,30,32,35,31,29,25,28,27,19,28,22,17,18,17,13,17,8,7,5,9,11,13,12,17,9,7,11,13,6,12,9,6,10,13,6,6,6,7,6,6,4,7,8,0,2,2,0,0
95GG37S2,1826,32,21,20,26,22,12,17,18,16,13,14,10,13,17,14,16,14,20,19,13,19,17,25,30,28,46,36,29,41,37,53,46,40,22,36,31,24,37,50,35,38,24,20,26,30,25,33,23,20,23,26,31,24,25,26,18,19,13,10,21,10,18,9,16,14,13,17,10,10,14,7,16,14,12,12,14,6,6,10,10,7,2,8,8,8,7,9,4,7,8,2,5,3,2,1,1,1,0,0,0,1
95GG37S3,2133,38,30,13,21,13,13,11,16,20,11,16,14,16,13,17,12,15,9,15,13,8,17,15,50,57,58,75,72,102,84,75,60,80,55,70,45,41,41,39,45,33,32,21,26,31,31,31,24,15,18,14,27,16,16,19,15,7,13,18,12,15,14,8,13,11,11,7,20,8,21,5,14,16,13,6,11,10,1,14,17,7,8,8,5,7,5,5,4,2,1,2,1,1,2,1,0,1,0,1,2,1
95GG38S1,3099,47,37,39,42,29,25,27,28,29,25,25,26,15,20,27,25,33,35,26,23,22,29,40,41,68,110,98,102,89,81,66,57,64,69,49,48,45,44,57,50,37,41,33,38,37,39,35,44,37,42,36,31,37,42,50,41,33,22,29,31,27,24,28,17,23,17,22,23,27,22,21,18,17,17,25,12,25,17,11,19,16,8,14,12,12,12,14,11,10,4,9,5,3,2,0,4,0,0,1,3,0
95GG38S2,1880,26,20,26,21,11,16,12,19,10,11,18,20,21,24,15,19,15,17,13,23,16,16,21,23,29,45,43,51,45,45,48,43,46,38,22,33,26,27,11,32,31,20,27,21,29,28,20,25,26,30,29,35,18,25,18,16,18,17,16,16,25,19,18,11,10,11,14,13,18,9,7,12,10,13,17,9,18,5,7,12,20,8,7,10,14,12,9,14,9,7,7,8,1,9,0,2,0,1,0,1,1
95GG38S3,1585,25,23,20,20,23,18,25,15,18,10,13,18,18,9,21,22,26,20,12,12,9,13,9,13,14,13,22,22,29,20,27,25,24,25,28,24,19,16,34,25,29,13,19,21,24,30,25,37,30,26,31,26,27,25,19,27,19,16,15,17,15,20,14,7,14,9,12,9,4,9,5,7,7,10,9,11,12,9,12,14,13,9,19,8,16,12,10,5,6,8,5,2,1,1,0,2,0,1,2,1,0
95GG39S1,2409,37,39,33,19,32,26,16,21,16,26,19,15,19,18,19,20,23,29,28,30,18,31,39,57,53,75,87,72,87,111,94,93,59,45,44,40,28,37,38,29,21,30,29,33,32,19,22,21,27,26,22,15,26,23,29,20,20,18,15,26,26,20,16,14,16,21,10,14,13,14,15,11,7,16,10,12,7,5,13,11,5,4,7,3,6,3,1,2,2,5,2,0,1,1,0,0,0,0,0,0,0
95GG39S2,2711,29,23,28,20,22,22,25,25,23,12,28,17,28,33,21,28,34,20,30,74,48,36,70,57,76,66,71,75,66,86,59,62,57,43,40,42,49,40,33,44,35,29,31,32,34,26,24,28,25,25,37,33,32,26,35,28,30,18,27,23,22,19,17,34,18,30,22,20,19,19,18,20,18,17,9,12,16,18,12,14,13,12,6,12,10,8,9,9,5,1,4,3,4,1,0,0,0,0,0,0,0
95GG39S3,2094,27,21,25,25,20,21,20,11,15,22,16,17,28,16,19,18,16,22,30,52,80,59,94,55,65,54,41,41,51,44,42,34,20,26,23,22,19,21,18,25,28,25,31,22,25,25,15,14,24,22,24,15,21,28,17,16,21,21,16,16,20,18,14,12,19,23,18,13,21,9,15,15,12,13,21,9,17,22,9,12,12,8,8,9,11,8,2,3,2,6,2,3,4,1,0,1,0,0,1,0,0
95GG40S1,1697,23,26,23,16,33,34,26,18,13,25,32,28,23,26,24,33,22,29,29,33,24,23,25,21,28,34,27,17,25,18,25,24,24,32,13,10,30,18,17,19,24,18,24,21,18,16,25,28,24,14,30,20,18,17,18,10,16,18,12,12,18,17,22,11,18,13,11,15,17,14,13,20,15,16,15,10,11,6,4,8,7,11,4,8,1,7,8,6,3,5,2,5,0,0,1,1,1,0,0,0,0
95GG40S2,2119,30,35,25,23,31,20,32,29,19,17,15,26,30,22,23,16,31,26,23,31,26,28,38,27,39,28,33,31,44,29,32,22,33,21,24,21,21,19,21,33,21,14,18,24,19,25,30,22,32,35,32,30,19,30,18,26,16,11,25,21,19,23,17,24,36,22,16,21,19,34,17,21,22,28,19,17,15,14,17,21,22,11,12,10,10,12,6,10,14,5,11,13,1,7,3,3,1,2,1,0,1
95GG41S1,1926,12,16,20,16,15,16,15,26,21,25,15,26,16,20,26,22,28,15,25,20,14,14,17,15,22,10,15,2,8,8,9,13,14,11,13,8,16,18,27,18,19,37,20,21,41,34,35,34,32,33,39,31,44,31,30,22,30,34,31,27,24,25,32,40,22,25,27,25,25,29,18,23,25,21,14,20,26,24,23,11,20,13,18,15,13,14,15,9,6,5,9,5,1,3,2,1,2,2,0,1,1
95GG41S2,1524,18,11,13,15,26,16,14,23,14,13,14,18,25,19,16,23,22,15,23,18,19,22,16,17,22,12,8,12,12,11,10,8,8,14,9,17,13,13,11,12,19,17,22,20,23,23,20,18,25,21,24,25,26,25,26,19,23,31,26,24,27,21,25,18,19,22,16,17,18,17,19,13,21,6,14,9,15,10,13,6,13,17,14,12,10,8,12,7,10,2,5,4,2,0,0,1,1,0,0,0,1
95GG41S3,2098,26,26,24,28,26,29,17,25,24,19,23,33,32,33,35,40,40,31,39,18,14,19,15,15,21,16,19,10,18,20,22,25,21,25,30,23,25,29,51,23,35,35,35,33,32,31,30,20,21,25,34,33,20,35,19,24,24,26,33,21,13,28,23,22,20,19,19,17,16,11,14,15,17,14,16,7,17,14,16,23,15,10,16,18,17,13,16,14,5,15,14,4,3,8,4,0,3,4,1,0,2
95GG42S1,1826,10,15,19,23,18,21,14,20,20,21,31,21,34,27,30,30,33,29,24,17,14,22,17,24,21,28,14,17,19,17,25,13,17,18,21,22,16,18,18,22,23,25,18,22,25,33,29,32,24,25,29,31,37,25,32,26,14,38,32,24,22,28,25,18,21,23,20,22,20,17,12,15,10,13,17,14,8,12,11,15,25,12,10,7,10,10,7,6,1,2,2,3,3,0,0,0,0,0,0,1,0
95GG42S2,1784,6,6,7,5,2,5,3,5,4,2,9,4,5,6,3,4,9,20,279,642,168,108,39,46,35,17,6,15,5,7,6,10,4,6,5,5,3,7,7,5,11,3,0,6,9,7,11,10,8,9,5,2,7,4,8,8,4,7,7,3,7,4,7,6,6,8,8,4,6,3,3,0,3,4,3,6,2,4,4,2,2,4,1,3,6,2,2,4,3,2,4,0,0,0,1,0,0,1,0,0,0
95GG42S3,2261,23,18,11,16,16,8,11,16,12,7,14,10,10,11,7,9,4,12,52,273,307,259,141,85,81,44,40,48,41,27,19,31,16,15,16,18,21,17,28,8,20,11,13,17,19,14,13,15,8,13,18,19,13,24,11,6,9,11,5,12,12,7,5,12,11,10,11,9,7,8,7,4,7,6,6,6,8,9,7,6,2,4,6,4,3,1,0,2,3,0,2,1,0,0,1,0,0,0,1,0,0
95GG42S4,2268,33,29,31,23,34,11,29,16,13,22,19,30,24,20,38,18,24,22,12,12,24,36,44,58,57,71,56,60,46,47,40,54,47,36,39,34,35,28,36,37,25,28,29,29,32,23,39,34,28,17,26,26,27,21,22,22,26,20,27,18,33,16,17,20,17,12,13,10,12,16,19,13,11,18,12,15,10,14,10,18,10,13,11,7,4,10,9,5,8,5,4,6,1,0,1,1,1,1,0,1,0
95GG43S1,1480,21,22,19,11,15,11,10,13,14,10,16,13,15,13,6,12,10,15,21,18,17,13,18,12,26,30,25,24,31,28,33,25,21,34,24,23,21,28,12,15,27,17,14,14,15,22,27,21,21,25,23,19,15,17,14,10,15,10,17,14,25,18,17,24,20,14,13,15,13,4,14,15,17,17,15,13,7,10,11,9,12,8,3,9,14,7,3,9,2,4,5,5,0,1,1,2,0,0,2,0,0
95GG43S2,1670,20,25,19,20,17,17,11,18,17,9,14,19,18,22,12,16,14,21,20,16,15,15,20,20,33,27,28,30,21,24,33,37,30,33,18,31,26,27,34,24,26,19,19,23,22,27,25,20,28,19,19,22,25,22,16,20,13,17,22,13,9,19,23,23,21,11,17,12,20,17,25,15,18,5,10,6,12,12,13,12,6,11,4,13,5,9,10,9,2,3,3,2,1,2,1,0,0,0,0,0,1
95GG43S3,1724,37,20,32,18,30,19,10,14,8,11,20,16,17,12,16,12,14,16,13,20,32,12,31,29,31,38,27,32,33,46,37,54,51,36,29,40,28,30,28,23,19,24,26,10,22,20,20,15,18,10,23,25,28,24,21,26,12,18,21,10,12,9,19,11,13,13,14,18,10,12,9,11,10,10,15,13,5,6,9,9,5,8,6,9,7,11,8,5,1,8,4,2,0,1,4,2,0,1,0,0,0
95GG44S1,2864,46,34,44,42,32,27,39,28,27,26,33,29,36,39,40,26,31,39,25,45,44,42,53,49,77,68,62,78,81,86,65,62,59,46,58,47,47,45,43,29,48,46,33,24,18,43,39,29,42,29,35,37,28,28,36,27,21,29,25,24,24,18,28,26,20,16,24,15,23,24,15,15,14,21,11,8,8,9,6,14,8,3,6,7,5,2,4,4,4,5,3,2,0,1,0,0,1,0,0,0,0
95GG44S2,2727,52,43,34,43,36,28,36,34,35,30,26,26,29,38,33,36,24,30,32,50,52,50,50,37,49,45,60,57,57,58,61,67,63,40,48,40,40,49,41,47,44,51,39,33,39,30,33,27,31,18,21,31,30,25,29,15,22,14,21,26,24,16,20,27,25,23,11,30,22,12,15,17,17,20,15,16,16,8,12,16,10,12,8,8,5,10,7,5,4,1,3,3,0,0,2,1,1,0,0,0,0
95GG45S1,1670,15,16,14,11,17,16,23,16,18,12,11,19,16,22,27,9,28,23,15,8,15,12,14,16,18,18,20,12,14,22,18,9,14,14,12,10,14,16,17,13,19,23,20,25,19,23,31,18,20,23,21,17,18,35,33,29,21,24,19,21,23,23,19,20,18,21,19,24,24,13,19,21,13,24,21,25,18,32,31,16,19,12,23,19,13,14,8,9,6,6,3,6,6,2,0,2,3,1,0,1,0
95GG45S2,1554,19,22,29,25,16,14,21,21,16,22,19,19,22,17,31,15,23,18,25,23,28,23,19,28,21,26,19,25,21,20,20,21,19,17,15,25,24,12,23,22,14,17,9,14,18,18,22,16,18,33,28,23,26,25,16,28,21,18,18,14,20,22,16,15,20,16,12,11,4,8,6,10,9,9,13,8,4,9,10,15,6,8,8,8,9,9,7,3,0,2,7,4,1,1,0,1,2,0,0,0,0
95GG45S3,1617,28,23,17,18,14,21,14,25,14,22,16,22,16,14,22,9,15,14,21,16,17,18,15,20,20,28,31,30,38,31,30,25,29,20,30,35,19,20,31,16,24,19,17,17,22,24,21,20,20,26,18,18,11,18,18,16,17,14,18,20,19,11,20,11,7,12,14,22,16,12,13,10,14,9,18,15,12,15,9,12,11,15,13,12,6,8,8,2,3,11,4,3,3,1,2,1,0,0,1,0,0
95GG46S1,1712,16,17,22,17,24,26,17,27,26,23,25,16,20,31,27,30,28,30,39,34,23,16,28,26,33,24,40,29,29,27,23,23,18,18,12,17,20,21,15,16,31,20,22,28,21,26,22,30,27,32,35,26,24,32,19,25,18,14,12,17,16,14,16,21,11,14,17,8,10,6,11,12,12,26,7,11,16,6,6,9,6,10,2,4,1,2,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0
95GG46S2,1874,39,30,28,28,23,24,25,21,31,17,27,23,33,40,36,31,34,31,34,47,24,30,43,29,27,30,30,33,20,22,15,18,16,30,19,20,12,17,30,20,22,23,24,26,21,33,30,28,19,25,27,13,19,19,18,26,24,26,17,13,13,20,23,10,24,13,15,17,18,20,10,14,9,13,9,12,10,10,19,9,2,4,2,6,4,6,7,5,1,1,1,0,0,2,0,2,0,0,0,0,3
95GG46S3,1664,19,18,12,16,20,16,14,19,23,29,28,28,27,23,24,22,33,33,28,42,35,31,35,27,36,21,17,27,25,20,18,18,13,14,18,12,16,11,15,15,21,27,22,25,35,32,36,23,25,28,28,20,19,37,21,14,14,16,15,12,14,10,13,13,9,13,13,9,12,11,7,9,13,21,13,21,13,9,14,10,9,9,5,3,5,7,1,3,3,1,1,1,0,0,1,0,0,0,0,0,0
95GG47S1,2314,29,26,37,28,32,28,20,25,37,22,30,33,39,27,34,36,41,39,41,32,37,38,40,43,41,54,40,38,39,35,50,37,32,29,35,29,50,32,42,22,30,40,34,42,26,32,28,43,31,31,44,29,26,23,14,22,27,23,16,19,27,32,25,13,26,14,9,17,12,10,13,10,16,6,14,6,7,7,12,11,4,2,7,5,3,5,2,3,3,7,6,1,0,0,0,0,0,0,0,0,0
95GG47S2,1717,19,29,22,16,16,19,16,28,17,21,26,19,24,19,28,25,35,27,33,23,23,25,29,27,19,39,33,20,25,22,25,41,19,11,22,14,17,20,18,22,23,24,24,19,29,32,24,33,27,24,26,24,26,21,17,24,18,22,15,33,7,14,11,7,17,13,16,13,10,19,9,5,12,16,12,7,7,10,8,11,12,9,4,9,6,9,2,2,3,4,6,2,2,1,1,3,0,0,0,0,0
95GG47S3,1798,32,18,29,25,23,24,16,19,23,20,24,25,25,15,26,29,16,34,25,26,23,18,25,24,33,34,40,28,36,40,32,28,31,14,26,34,31,23,31,21,31,24,25,25,22,21,26,24,27,29,29,33,17,22,28,17,21,10,14,14,13,10,14,15,19,15,13,11,10,14,10,10,9,9,11,11,6,9,6,11,17,4,15,7,5,1,6,4,1,4,1,0,0,0,0,1,0,0,0,1,0
95GG48S1,1615,28,32,20,21,24,21,27,27,12,23,18,21,33,28,30,28,20,36,25,27,21,20,28,27,35,15,27,28,29,25,20,23,15,10,16,19,25,20,26,26,28,28,20,35,36,14,17,30,23,26,19,12,17,12,15,14,12,13,15,9,9,11,22,12,13,13,9,13,9,16,10,12,14,5,10,12,6,4,9,12,4,9,5,3,5,3,4,2,5,1,0,1,0,0,0,0,1,0,0,0,0
95GG48S2,2411,51,33,30,53,44,42,56,45,35,40,55,46,62,62,48,48,39,60,47,46,33,37,32,39,33,21,31,29,30,36,31,39,38,31,34,26,33,22,22,27,28,37,31,22,33,19,23,25,28,21,24,27,25,33,28,30,25,24,22,27,21,31,20,22,18,8,12,7,11,9,8,3,2,4,7,11,6,10,5,4,7,10,2,1,13,3,7,9,6,5,4,5,5,5,3,1,1,3,1,1,2
95GG48S3,1668,25,28,15,21,20,16,18,34,20,18,30,33,26,37,25,43,27,32,46,30,27,33,23,23,24,26,28,17,22,20,23,24,19,20,15,12,18,18,20,13,20,22,20,30,24,30,21,19,22,20,18,25,26,30,24,18,28,17,22,20,15,23,24,24,14,14,11,16,7,8,7,4,4,3,6,6,13,2,2,5,9,5,1,2,4,3,5,0,2,2,1,0,0,1,0,0,0,0,0,0,0
