GeographyCode,QS303NI0001,QS303NI0002,QS303NI0003,QS303NI0004
95BB21S2,2332,286,234,1812
95BB22S1,1557,158,112,1287
95BB22S2,1483,197,132,1154
95BB23S1,1540,143,164,1233
95BB23S2,1485,147,130,1208
95CC01W1,2558,441,224,1893
95CC02W1,2725,280,221,2224
95CC03W1,2817,398,230,2189
95CC04W1,2440,286,172,1982
95CC05W1,2774,331,230,2213
95CC06S1,1468,117,113,1238
95CC06S2,1308,155,121,1032
95CC07W1,3475,305,240,2930
95CC08W1,2565,401,208,1956
95CC09S1,1496,121,106,1269
95CC09S2,1858,111,149,1598
95CC10W1,2577,276,227,2074
95CC11W1,1795,271,182,1342
95CC12W1,2785,272,206,2307
95CC13W1,2474,230,208,2036
95CC14W1,3035,287,296,2452
95CC15W1,2903,337,217,2349
95CC16W1,2820,342,287,2191
95CC17W1,2730,226,214,2290
95CC18W1,2342,244,234,1864
95CC19W1,2720,271,229,2220
95CC20S1,1308,108,98,1102
95CC20S2,1702,188,143,1371
95CC21W1,2925,325,243,2357
95CC22W1,1740,235,169,1336
95DD01W1,2099,222,195,1682
95DD02S1,1453,159,129,1165
95DD02S2,2435,181,158,2096
95DD03W1,3503,249,297,2957
95DD04W1,1926,290,183,1453
95DD05W1,1739,215,171,1353
95DD06W1,2588,346,232,2010
95DD07S1,1596,183,170,1243
95DD07S2,1767,171,149,1447
95DD08W1,2126,328,259,1539
95DD09W1,2590,220,206,2164
95DD10W1,2805,311,270,2224
95DD11W1,2363,248,199,1916
95DD12W1,2610,254,215,2141
95DD13W1,1784,237,180,1367
95DD14S1,1603,132,123,1348
95DD14S2,1674,77,124,1473
95DD15W1,3451,253,228,2970
95DD16W1,2981,267,261,2453
95DD17W1,3461,265,262,2934
95DD18W1,1885,312,190,1383
95DD19S1,1904,240,149,1515
95DD19S2,1460,154,117,1189
95DD20W1,1746,286,210,1250
95DD21W1,2139,168,177,1794
95DD22S1,1555,165,151,1239
95DD22S2,1581,189,140,1252
95DD23W1,2509,234,210,2065
95DD24W1,2711,229,227,2255
95EE01W1,1895,181,144,1570
95EE02W1,2095,229,163,1703
95EE03W1,1999,292,166,1541
95EE04W1,1993,219,145,1629
95EE05W1,1509,149,160,1200
95EE06W1,2278,199,163,1916
95EE07W1,1798,230,197,1371
95EE08W1,1719,273,157,1289
95EE09W1,1890,198,164,1528
95EE10W1,1797,150,122,1525
95EE11W1,1677,162,139,1376
95EE12W1,2507,310,219,1978
95EE13W1,1529,250,196,1083
95EE14W1,2684,318,214,2152
95EE15W1,1728,193,141,1394
95EE16W1,2126,219,204,1703
95FF01S1,2129,203,164,1762
95FF01S2,2667,179,193,2295
95FF02W1,2817,265,190,2362
95FF03W1,3006,321,251,2434
95FF04W1,2629,238,228,2163
95FF05W1,2563,315,233,2015
95FF06S1,2036,194,199,1643
95FF06S2,2080,119,131,1830
95FF07W1,2769,412,232,2125
95FF08W1,2364,343,225,1796
95FF09W1,2522,341,247,1934
95FF10W1,3473,286,233,2954
95FF11W1,2582,236,196,2150
95FF12W1,2724,341,213,2170
95FF13W1,2708,300,211,2197
95FF14W1,2432,228,183,2021
95FF15W1,2740,389,247,2104
95FF16W1,2374,282,200,1892
95FF17W1,1724,277,189,1258
95GG01S1,1768,400,217,1151
95GG01S2,1523,376,187,960
95GG01S3,1616,330,162,1124
95GG02S1,1745,367,165,1213
95GG02S2,2018,411,191,1416
95GG02S3,2224,504,208,1512
95GG03S1,2003,180,185,1638
95GG03S2,1833,150,180,1503
95GG03S3,2103,235,188,1680
95GG04S1,1708,322,186,1200
95GG04S2,1564,300,154,1110
95GG04S3,1636,332,184,1120
95GG05S1,1813,170,139,1504
95GG05S2,2009,126,136,1747
95GG05S3,2106,200,165,1741
95GG06S1,1925,340,187,1398
95GG06S2,1779,273,193,1313
95GG06S3,1922,203,190,1529
95GG07S1,1862,315,177,1370
95GG07S2,1922,337,180,1405
95GG07S3,1701,292,173,1236
95GG08S1,1394,172,133,1089
95GG08S2,1730,257,204,1269
95GG08S3,1786,201,156,1429
95GG09S1,2151,197,189,1765
95GG09S2,1896,254,188,1454
95GG09S3,2118,306,185,1627
95GG10S1,1826,276,143,1407
95GG10S2,2172,292,187,1693
95GG11S1,1895,272,192,1431
95GG11S2,1687,174,159,1354
95GG11S3,1871,233,203,1435
95GG12S1,1555,36,57,1462
95GG12S2,1958,104,94,1760
95GG12S3,1488,64,65,1359
95GG12S4,1703,84,76,1543
95GG12S5,2241,305,190,1746
95GG13S1,1333,195,140,998
95GG13S2,1752,170,162,1420
95GG13S3,1637,274,172,1191
95GG14S1,1617,148,152,1317
95GG14S2,1597,97,136,1364
95GG14S3,1606,129,138,1339
95GG15S1,1959,229,189,1541
95GG15S2,2052,163,159,1730
95GG15S3,1909,271,233,1405
95GG16S1,1996,275,171,1550
95GG16S2,1970,270,174,1526
95GG16S3,1486,171,122,1193
95GG17S1,2031,275,177,1579
95GG17S2,1595,234,155,1206
95GG17S3,1704,296,185,1223
95GG18S1,2553,497,252,1804
95GG18S2,2422,499,199,1724
95GG19S1,2019,642,266,1111
95GG19S2,2563,556,295,1712
95GG20S1,2807,533,290,1984
95GG20S2,2094,384,232,1478
95GG21S1,1497,416,154,927
95GG21S2,1752,390,168,1194
95GG21S3,1935,448,176,1311
95GG22S1,1687,269,161,1257
95GG22S2,1935,418,208,1309
95GG22S3,1721,307,179,1235
95GG23S1,1418,121,120,1177
95GG23S2,1552,202,131,1219
95GG23S3,1585,149,147,1289
95GG24S1,1388,256,136,996
95GG24S2,1540,228,160,1152
95GG24S3,1633,203,133,1297
95GG25S1,2158,443,201,1514
95GG25S2,1839,345,163,1331
95GG25S3,1576,271,131,1174
95GG26S1,1995,389,214,1392
95GG26S2,1754,341,219,1194
95GG27S1,1548,205,132,1211
95GG27S2,1614,276,124,1214
95GG27S3,1705,324,167,1214
95GG27S4,1631,393,165,1073
95GG28S1,2149,231,197,1721
95GG28S2,1733,306,197,1230
95GG28S3,1769,311,167,1291
95GG29S1,2257,408,223,1626
95GG29S2,2757,330,229,2198
95GG30S1,1604,238,182,1184
95GG30S2,1685,142,147,1396
95GG30S3,1538,155,153,1230
95GG31S1,2227,259,161,1807
95GG31S2,2032,357,193,1482
95GG31S3,2260,412,238,1610
95GG32S1,3232,413,269,2550
95GG32S2,1553,286,161,1106
95GG32S3,1624,259,150,1215
95GG33S1,1951,102,117,1732
95GG33S2,1639,119,114,1406
95GG33S3,1965,110,130,1725
95GG34S1,1452,241,130,1081
95GG34S2,1590,161,133,1296
95GG34S3,1885,177,135,1573
95GG35S1,1970,530,202,1238
95GG35S2,1478,431,142,905
95GG35S3,1502,315,149,1038
95GG36S1,1794,203,148,1443
95GG36S2,1926,205,211,1510
95GG36S3,1899,187,194,1518
95GG37S1,2082,187,158,1737
95GG37S2,1826,158,165,1503
95GG37S3,2133,172,138,1823
95GG38S1,3099,233,255,2611
95GG38S2,1880,229,176,1475
95GG38S3,1585,125,136,1324
95GG39S1,2409,398,184,1827
95GG39S2,2711,508,267,1936
95GG39S3,2094,383,211,1500
95GG40S1,1697,391,175,1131
95GG40S2,2119,556,258,1305
95GG41S1,1926,154,189,1583
95GG41S2,1524,105,129,1290
95GG41S3,2098,236,191,1671
95GG42S1,1826,96,139,1591
95GG42S2,1784,50,71,1663
95GG42S3,2261,41,101,2119
95GG42S4,2268,92,152,2024
95GG43S1,1480,291,144,1045
95GG43S2,1670,214,169,1287
95GG43S3,1724,219,145,1360
95GG44S1,2864,466,260,2138
95GG44S2,2727,424,262,2041
95GG45S1,1670,136,161,1373
95GG45S2,1554,307,167,1080
95GG45S3,1617,180,138,1299
95GG46S1,1712,359,173,1180
95GG46S2,1874,408,188,1278
95GG46S3,1664,403,158,1103
95GG47S1,2314,490,220,1604
95GG47S2,1717,378,172,1167
95GG47S3,1798,320,169,1309
95GG48S1,1615,333,148,1134
95GG48S2,2411,580,230,1601
95GG48S3,1668,393,169,1106
95GG49S1,1662,125,84,1453
95GG49S2,2270,97,115,2058
95GG49S3,2142,101,66,1975
95GG49S4,2067,124,123,1820
95GG50S1,1499,182,141,1176
95GG50S2,2061,333,175,1553
95GG50S3,1885,243,199,1443
95GG51S1,1353,292,156,905
95GG51S2,1399,341,164,894
95GG51S3,1336,343,141,852
95HH01W1,2059,279,221,1559
95HH02S1,1358,113,125,1120
95HH02S2,1604,112,102,1390
95HH03W1,1663,193,213,1257
95HH04S1,1709,174,162,1373
95HH04S2,1358,142,128,1088
95HH05W1,2171,270,190,1711
95HH06S1,2231,117,144,1970
95HH06S2,2566,226,182,2158
95HH07W1,1493,232,173,1088
95HH08W1,2619,273,240,2106
95HH09W1,2620,457,340,1823
95HH10W1,2489,173,203,2113
95HH11W1,1417,262,148,1007
95HH12W1,1552,185,157,1210
95HH13W1,1407,208,122,1077
95HH14W1,1530,300,203,1027
95HH15W1,2630,337,287,2006
95HH16W1,2159,187,234,1738
95HH17W1,2479,185,195,2099
95II01S1,1550,137,143,1270
95II01S2,1534,112,150,1272
95II02S1,1781,248,108,1425
95II02S2,1700,145,140,1415
95II02S3,1480,293,167,1020
95II03S1,1739,83,83,1573
95II03S2,1784,120,114,1550
95II04S1,2352,223,150,1979
95II04S2,1965,246,192,1527
95II05S1,1634,130,150,1354
95II05S2,1912,269,176,1467
95II06S1,1519,117,95,1307
95II06S2,1879,128,130,1621
95II07W1,2090,373,230,1487
95II08W1,2417,296,243,1878
95II09S1,1950,194,185,1571
95II09S2,1413,131,106,1176
95II10W1,2592,432,276,1884
95II11W1,2567,227,214,2126
95II12W1,2512,218,245,2049
95II13W1,2702,425,277,2000
95II14W1,2561,218,244,2099
95II15S1,1793,70,102,1621
95II15S2,1564,143,167,1254
95II16W1,2126,316,216,1594
95II17W1,2493,326,285,1882
95II18W1,2226,391,250,1585
95II19S1,1826,125,119,1582
95II19S2,1944,214,173,1557
95II20W1,2780,246,251,2283
95II21W1,2419,328,250,1841
95II22W1,2248,260,249,1739
95II23W1,2190,225,197,1768
95JJ01W1,2499,239,216,2044
95JJ02W1,2374,231,236,1907
95JJ03S1,1406,181,145,1080
95JJ03S2,1064,128,99,837
95JJ04S1,1546,148,142,1256
95JJ04S2,1565,141,152,1272
95JJ05W1,1835,369,205,1261
95JJ06W1,2472,353,237,1882
95JJ07W1,2665,400,240,2025
95JJ08S1,1377,156,135,1086
95JJ08S2,1899,117,113,1669
95JJ09W1,1990,200,201,1589
95JJ10W1,2795,297,240,2258
95JJ11S1,1821,157,169,1495
95JJ11S2,1949,160,204,1585
95JJ12W1,2724,302,233,2189
95JJ13S1,2144,116,138,1890
95JJ13S2,1751,125,152,1474
95JJ14W1,2325,228,186,1911
95JJ15W1,1879,261,196,1422
95JJ16W1,1799,263,233,1303
95JJ17W1,2455,220,214,2021
95JJ18W1,2032,271,248,1513
95JJ19S1,1690,140,151,1399
95JJ19S2,1252,69,93,1090
95JJ20S1,2173,150,153,1870
95JJ20S2,1919,173,181,1565
95JJ21W1,2873,343,247,2283
95JJ22W1,2794,221,264,2309
95KK01W1,2578,380,215,1983
95KK02W1,2029,285,213,1531
95KK03W1,2357,277,181,1899
95KK04W1,2787,309,219,2259
95KK05W1,2616,330,183,2103
95KK06W1,1885,260,187,1438
95KK07W1,2045,193,188,1664
95KK08W1,2646,317,226,2103
95KK09W1,2187,312,214,1661
95KK10W1,2181,198,174,1809
95KK11W1,2373,342,235,1796
95KK12W1,2309,265,176,1868
95KK13W1,1817,208,160,1449
95KK14W1,2041,281,178,1582
95KK15W1,2946,277,227,2442
95KK16W1,2216,308,265,1643
95LL01S1,2488,262,185,2041
95LL01S2,2443,199,182,2062
95LL02S1,1612,137,141,1334
95LL02S2,1430,203,171,1056
95LL03W1,2436,376,224,1836
95LL04W1,2985,464,231,2290
95LL05S1,2383,186,142,2055
95LL05S2,1736,197,126,1413
95LL06S1,1654,156,133,1365
95LL06S2,1718,273,186,1259
95LL07W1,2131,343,276,1512
95LL08S1,1649,213,140,1296
95LL08S2,1671,248,167,1256
95LL09S1,1467,277,155,1035
95LL09S2,1683,423,205,1055
95LL10S1,3074,298,215,2561
95LL10S2,2401,205,196,2000
95LL11S1,1538,158,136,1244
95LL11S2,2451,168,164,2119
95LL12S1,2929,363,223,2343
95LL12S2,1283,230,135,918
95LL13S1,1401,184,109,1108
95LL13S2,1344,234,131,979
95LL14S1,1270,308,124,838
95LL14S2,1381,212,149,1020
95LL15S1,1449,225,164,1060
95LL15S2,1599,250,180,1169
95LL16S1,2791,241,235,2315
95LL16S2,3316,276,214,2826
95LL17W1,2539,331,277,1931
95LL18S1,1974,247,155,1572
95LL18S2,1377,146,125,1106
95LL19S1,2283,214,150,1919
95LL19S2,2865,240,203,2422
95LL20W1,2401,327,212,1862
95LL21W1,3983,448,386,3149
95LL22W1,3728,456,270,3002
95LL23W1,2157,346,217,1594
95LL24S1,2027,157,165,1705
95LL24S2,1742,201,134,1407
95LL25S1,2583,176,185,2222
95LL25S2,1953,153,171,1629
95LL26S1,1519,293,152,1074
95LL26S2,2179,180,159,1840
95MM01S1,1471,249,134,1088
95MM01S2,1777,140,118,1519
95MM01S3,1614,153,135,1326
95MM02S1,1559,228,156,1175
95MM02S2,1685,133,105,1447
95MM03W1,3508,354,260,2894
95MM04W1,2151,465,228,1458
95MM05W1,2495,582,253,1660
95MM06S1,1376,199,143,1034
95MM06S2,1227,241,121,865
95MM07W1,2601,405,302,1894
95MM08S1,1291,240,139,912
95MM08S2,1656,223,159,1274
95MM09S1,1588,175,127,1286
95MM09S2,1974,235,153,1586
95MM10S1,1456,233,108,1115
95MM10S2,1294,261,92,941
95MM11W1,2277,455,201,1621
95MM12S1,2022,263,154,1605
95MM12S2,1298,210,105,983
95MM12S3,2538,294,186,2058
95MM13S1,1205,122,94,989
95MM13S2,1236,248,118,870
95MM13S3,1569,217,120,1232
95MM13S4,2553,313,178,2062
95MM13S5,2309,110,127,2072
95MM14S1,833,173,104,556
95MM14S2,1736,280,186,1270
95MM15S1,1753,236,178,1339
95MM15S2,2648,236,179,2233
95MM16S1,2407,285,170,1952
95MM16S2,3338,303,206,2829
95MM17S1,1962,160,134,1668
95MM17S2,1787,277,191,1319
95MM18S1,2241,229,207,1805
95MM18S2,2939,291,193,2455
95MM19S1,1558,184,168,1206
95MM19S2,1486,113,122,1251
95MM20S1,1614,290,198,1126
95MM20S2,1752,230,208,1314
95MM21S1,1644,211,141,1292
95MM21S2,1762,158,138,1466
95MM22S1,1239,151,130,958
95MM22S2,1253,183,116,954
95MM23W1,2521,448,211,1862
95MM24W1,2503,454,263,1786
95MM25S1,1289,223,113,953
95MM25S2,1458,224,115,1119
95MM25S3,1559,179,103,1277
95MM25S4,2057,196,139,1722
95MM26S1,1745,271,156,1318
95MM26S2,1386,174,126,1086
95MM27S1,2002,389,216,1397
95MM27S2,1831,190,164,1477
95MM28W1,2351,484,263,1604
95MM29W1,3410,406,265,2739
95MM30W1,2083,426,234,1423
95NN01S1,1492,241,151,1100
95NN01S2,1686,221,162,1303
95NN02W1,2211,228,239,1744
95NN03S1,1319,137,143,1039
95NN03S2,1577,212,146,1219
95NN04W1,2934,518,271,2145
95NN05W1,2497,313,228,1956
95NN06S1,1095,145,129,821
95NN06S2,2447,294,165,1988
95NN07S1,1687,188,124,1375
95NN07S2,1571,261,165,1145
95NN08S1,1501,148,155,1198
95NN08S2,1768,147,159,1462
95NN09S1,1695,131,126,1438
95NN09S2,1326,148,135,1043
95NN10S1,1507,261,169,1077
95NN10S2,1686,124,150,1412
95NN11S1,1784,206,175,1403
95NN11S2,2092,166,162,1764
95NN12W1,2851,307,258,2286
95NN13W1,3058,294,281,2483
95NN14S1,1781,210,162,1409
95NN14S2,1778,123,116,1539
95NN15W1,2994,370,268,2356
95NN16S1,1601,155,133,1313
95NN16S2,1693,115,127,1451
95NN17W1,2256,350,241,1665
95NN18S1,1179,190,124,865
95NN18S2,1523,183,131,1209
95NN19S1,1695,145,142,1408
95NN19S2,1686,114,153,1419
95NN20W1,3001,327,267,2407
95NN21W1,2687,349,306,2032
95NN22W1,2686,293,241,2152
95NN23S1,1566,169,109,1288
95NN23S2,1821,223,157,1441
95OO01W1,2592,344,182,2066
95OO02W1,2166,186,164,1816
95OO03W1,2651,294,237,2120
95OO04W1,2515,304,194,2017
95OO05W1,2730,353,222,2155
95OO06W1,2860,221,233,2406
95OO07W1,2510,249,201,2060
95OO08W1,2713,295,221,2197
95OO09W1,2252,237,187,1828
95OO10W1,3530,498,310,2722
95OO11W1,2485,375,234,1876
95OO12W1,2803,301,216,2286
95OO13W1,2716,197,185,2334
95OO14W1,2588,233,203,2152
95OO15W1,2357,324,192,1841
95OO16W1,2114,241,197,1676
95OO17W1,2724,274,226,2224
95OO18W1,2891,247,218,2426
95OO19W1,3009,278,218,2513
95OO20W1,2189,276,206,1707
95OO21W1,2351,298,184,1869
95OO22W1,3106,342,229,2535
95PP01W1,2586,251,222,2113
95PP02W1,2541,289,226,2026
95PP03W1,2540,282,262,1996
95PP04W1,3185,286,246,2653
95PP05W1,2367,255,213,1899
95PP06S1,1992,225,146,1621
95PP06S2,1884,224,149,1511
95PP07W1,2812,297,258,2257
95PP08W1,2678,244,181,2253
95PP09W1,1707,347,196,1164
95PP10W1,2387,224,211,1952
95PP11W1,2627,376,232,2019
95PP12W1,2630,274,209,2147
95PP13W1,2588,319,243,2026
95PP14S1,1555,188,138,1229
95PP14S2,2097,217,213,1667
95PP15W1,3190,237,256,2697
95PP16W1,1908,202,205,1501
95PP17W1,2580,366,236,1978
95PP18W1,3131,300,248,2583
95PP19W1,2502,286,245,1971
95PP20W1,3117,346,320,2451
95PP21W1,2167,207,191,1769
95PP22W1,2444,267,252,1925
95PP23W1,2590,271,229,2090
95QQ01W1,1483,237,203,1043
95QQ02W1,2582,210,206,2166
95QQ03W1,1096,164,113,819
95QQ04W1,1635,217,173,1245
95QQ05W1,2875,235,259,2381
95QQ06W1,2041,269,200,1572
95QQ07W1,1817,293,236,1288
95QQ08W1,1455,277,192,986
95QQ09W1,1916,302,240,1374
95QQ10W1,1851,150,166,1535
95QQ11W1,2027,181,204,1642
95QQ12W1,1811,269,170,1372
95QQ13W1,2568,229,229,2110
95QQ14S1,3660,219,198,3243
95QQ14S2,1770,143,161,1466
95QQ15W1,1593,198,182,1213
95RR01S1,2491,192,147,2152
95RR01S2,1876,150,163,1563
95RR02W1,1753,221,171,1361
95RR03W1,1422,248,151,1023
95RR04W1,2022,277,206,1539
95RR05S1,1275,146,109,1020
95RR05S2,1212,195,112,905
95RR06W1,2206,235,180,1791
95RR07W1,2449,245,220,1984
95RR08W1,2106,208,163,1735
95RR09S1,2146,279,168,1699
95RR09S2,1525,82,79,1364
95RR10W1,1338,214,135,989
95RR11W1,2407,403,252,1752
95RR12W1,1452,196,171,1085
95RR13W1,1429,249,202,978
95RR14W1,1969,206,141,1622
95RR15W1,2458,228,210,2020
95SS01S1,2263,239,232,1792
95SS01S2,2865,235,167,2463
95SS02S1,2233,204,171,1858
95SS02S2,2054,125,123,1806
95SS03S1,1580,120,145,1315
95SS03S2,1792,128,168,1496
95SS04S1,2325,304,205,1816
95SS04S2,1885,158,134,1593
95SS04S3,3362,227,207,2928
95SS05S1,1572,191,170,1211
95SS05S2,1803,143,148,1512
95SS06S1,1565,255,143,1167
95SS06S2,2365,409,186,1770
95SS06S3,1969,346,157,1466
95SS07S1,3775,308,190,3277
95SS07S2,1697,130,105,1462
95SS07S3,3992,535,310,3147
95SS08S1,1974,162,173,1639
95SS08S2,2724,235,221,2268
95SS09S1,1697,81,123,1493
95SS09S2,1667,125,131,1411
95SS10S1,2199,207,170,1822
95SS10S2,2180,187,142,1851
95SS11S1,2946,248,192,2506
95SS11S2,2751,233,241,2277
95SS12W1,3054,269,286,2499
95SS13S1,1528,185,151,1192
95SS13S2,1376,204,137,1035
95SS14S1,1420,236,162,1022
95SS14S2,1485,135,129,1221
95SS15S1,1793,163,136,1494
95SS15S2,1965,176,154,1635
95SS16S1,1476,222,116,1138
95SS16S2,1688,344,150,1194
95SS17S1,2749,247,224,2278
95SS17S2,1549,236,135,1178
95SS18S1,1415,170,157,1088
95SS18S2,1638,345,197,1096
95SS19S1,1305,135,129,1041
95SS19S2,1432,155,135,1142
95SS20W1,2605,268,299,2038
95SS21S1,2332,148,164,2020
95SS21S2,2384,181,189,2014
95SS22S1,1603,116,109,1378
95SS22S2,1687,174,173,1340
95SS23S1,2158,134,187,1837
95SS23S2,1658,158,125,1375
95SS24S1,2822,236,185,2401
95SS24S2,2317,171,182,1964
95SS25W1,2589,381,282,1926
95SS26S1,1986,360,155,1471
95SS26S2,1795,187,158,1450
95SS27W1,2502,366,279,1857
95SS28W1,2594,412,261,1921
95SS29S1,1261,251,104,906
95SS29S2,1386,323,112,951
95SS30S1,1095,89,67,939
95SS30S2,2283,188,181,1914
95TT01W1,2748,221,217,2310
95TT02W1,2685,281,216,2188
95TT03S1,1586,155,137,1294
95TT03S2,1743,154,146,1443
95TT04W1,2984,316,255,2413
95TT05S1,1799,145,138,1516
95TT05S2,1280,196,148,936
95TT06W1,2723,264,232,2227
95TT07W1,2747,252,233,2262
95TT08W1,2724,234,244,2246
95TT09S1,1438,136,110,1192
95TT09S2,1479,124,93,1262
95TT10W1,2852,307,247,2298
95TT11S1,1699,199,120,1380
95TT11S2,1592,121,118,1353
95TT12W1,2641,268,244,2129
95TT13S1,1520,149,125,1246
95TT13S2,1398,190,127,1081
95TT14W1,2211,242,219,1750
95TT15W1,2498,287,240,1971
95TT16W1,2691,253,208,2230
95UU06W1,1452,151,124,1177
95UU09W1,1690,157,125,1408
95UU14W1,1732,237,141,1354
95UU99C1,2045,248,181,1616
95UU99C2,1781,202,199,1380
95UU99C3,1872,246,194,1432
95UU99C4,1806,211,153,1442
95UU99C5,2421,305,213,1903
95UU99C6,2251,299,227,1725
95VV01S1,1656,158,137,1361
95VV01S2,1555,224,142,1189
95VV02W1,2192,438,212,1542
95VV03W1,2579,439,229,1911
95VV04W1,3138,296,239,2603
95VV05S1,1964,168,125,1671
95VV05S2,2542,162,122,2258
95VV06W1,3482,393,228,2861
95VV07S1,2052,275,212,1565
95VV07S2,2341,187,139,2015
95VV08W1,3088,344,277,2467
95VV09W1,2665,407,224,2034
95VV10S1,1580,231,141,1208
95VV10S2,1575,257,138,1180
95VV11S1,2046,192,123,1731
95VV11S2,2412,178,161,2073
95VV12S1,1652,200,135,1317
95VV12S2,1543,204,123,1216
95VV13S1,2057,181,133,1743
95VV13S2,1416,144,101,1171
95VV14S1,1966,208,136,1622
95VV14S2,1386,176,150,1060
95VV15S1,1419,253,129,1037
95VV15S2,1679,199,107,1373
95VV16W1,3110,343,233,2534
95VV17S1,2205,236,155,1814
95VV17S2,2151,190,152,1809
95VV18S1,1862,171,138,1553
95VV18S2,1825,301,172,1352
95VV19S1,1302,176,139,987
95VV19S2,1681,228,124,1329
95VV20W1,2990,318,211,2461
95VV21S1,2302,191,157,1954
95VV21S2,1735,143,114,1478
95VV22W1,2836,319,218,2299
95VV23W1,2893,332,251,2310
95VV24S1,1532,201,123,1208
95VV24S2,1535,228,171,1136
95VV25S1,1845,209,119,1517
95VV25S2,1925,202,119,1604
95VV26W1,3583,348,271,2964
95VV27W1,2284,400,214,1670
95VV28S1,2210,228,170,1812
95VV28S2,1320,231,139,950
95VV29W1,3366,277,257,2832
95VV30S1,1614,140,113,1361
95VV30S2,1389,247,109,1033
95WW01S1,1441,245,171,1025
95WW01S2,1373,183,139,1051
95WW02S1,1786,258,178,1350
95WW02S2,2065,165,161,1739
95WW03S1,1627,230,190,1207
95WW03S2,2011,141,159,1711
95WW04S1,1611,169,136,1306
95WW04S2,1255,129,114,1012
95WW05S1,1517,133,121,1263
95WW05S2,1255,209,157,889
95WW06S1,1525,111,96,1318
95WW06S2,1622,145,112,1365
95WW07S1,1809,139,154,1516
95WW07S2,2446,226,209,2011
95WW08S1,1219,113,81,1025
95WW08S2,1340,145,146,1049
95WW09S1,1276,207,112,957
95WW09S2,1258,131,162,965
95WW10S1,1718,190,126,1402
95WW10S2,1228,193,138,897
95WW11S1,1697,132,108,1457
95WW11S2,1381,136,144,1101
95WW12W1,2409,456,235,1718
95WW13S1,1840,114,160,1566
95WW13S2,1834,135,145,1554
95WW14W1,2262,431,223,1608
95WW15S1,1661,182,137,1342
95WW15S2,1655,163,145,1347
95WW16S1,1668,196,136,1336
95WW16S2,1297,199,136,962
95WW17W1,2266,328,240,1698
95WW18W1,2237,285,280,1672
95WW19S1,1872,210,190,1472
95WW19S2,2047,84,101,1862
95WW19S3,2306,115,123,2068
95WW20S1,1827,134,135,1558
95WW20S2,4574,195,219,4160
95WW20S3,1937,94,133,1710
95WW21S1,1517,320,169,1028
95WW21S2,2026,146,159,1721
95WW22S1,1414,144,113,1157
95WW22S2,1571,274,140,1157
95WW23S1,2250,238,196,1816
95WW23S2,2644,125,159,2360
95WW24S1,1568,290,169,1109
95WW24S2,1926,263,186,1477
95WW25W1,2071,421,276,1374
95XX01S1,1730,106,129,1495
95XX01S2,1930,84,120,1726
95XX01S3,1634,129,121,1384
95XX02W1,2652,212,254,2186
95XX03S1,1246,125,110,1011
95XX03S2,1475,94,129,1252
95XX04S1,1748,182,142,1424
95XX04S2,1934,150,146,1638
95XX05W1,2627,333,326,1968
95XX06S1,1724,178,161,1385
95XX06S2,2054,188,157,1709
95XX07S1,1420,148,145,1127
