GeographyCode,QS116NI0001,QS116NI0002,QS116NI0003,QS116NI0004,QS116NI0005,QS116NI0006
95AA01S1,310,116,69,84,31,10
95AA01S2,624,373,85,97,48,21
95AA01S3,588,392,88,76,26,6
95AA02W1,839,660,89,63,21,6
95AA03W1,845,603,113,87,29,13
95AA04W1,1014,624,139,157,67,27
95AA05W1,920,563,139,126,66,26
95AA06S1,710,405,106,121,58,20
95AA06S2,860,416,139,183,93,29
95AA07W1,820,556,100,109,48,7
95AA08W1,699,475,106,74,34,10
95AA09W1,943,646,148,89,49,11
95AA10W1,792,532,109,105,32,14
95AA11S1,1123,750,166,152,45,10
95AA11S2,870,474,159,176,48,13
95AA12W1,971,575,147,161,79,9
95AA13S1,625,379,91,96,45,14
95AA13S2,614,390,96,80,38,10
95AA14W1,779,500,100,96,58,25
95AA15S1,1013,609,184,153,53,14
95AA15S2,582,335,113,82,38,14
95AA16W1,832,601,110,87,26,8
95AA17W1,855,555,132,112,35,21
95AA18W1,1004,759,86,111,36,12
95AA19W1,832,448,143,127,71,43
95BB01S1,548,339,83,84,33,9
95BB01S2,759,470,126,109,47,7
95BB02W1,1126,880,135,78,25,8
95BB03S1,877,606,124,108,33,6
95BB03S2,899,640,109,105,32,13
95BB04S1,638,494,83,46,13,2
95BB04S2,669,508,60,74,21,6
95BB05S1,564,387,63,85,23,6
95BB05S2,754,529,91,92,32,10
95BB06W1,1518,1223,174,83,31,7
95BB07S1,819,619,120,58,20,2
95BB07S2,496,338,69,66,11,12
95BB08S1,589,432,74,53,22,8
95BB08S2,479,302,69,86,18,4
95BB09S1,561,423,68,54,12,4
95BB09S2,692,508,93,76,11,4
95BB10S1,874,715,86,52,18,3
95BB10S2,635,447,82,73,23,10
95BB11S1,621,428,97,62,26,8
95BB11S2,717,572,72,57,13,3
95BB12S1,626,429,102,46,29,20
95BB12S2,504,319,86,65,24,10
95BB13S1,508,272,97,100,32,7
95BB13S2,603,424,83,59,28,9
95BB13S3,576,336,96,99,34,11
95BB14S1,551,378,61,73,34,5
95BB14S2,621,428,67,93,26,7
95BB15S1,706,438,105,86,56,21
95BB15S2,581,376,90,69,30,16
95BB16S1,562,389,63,81,27,2
95BB16S2,614,414,75,90,29,6
95BB17S1,727,439,136,110,33,9
95BB17S2,672,427,88,116,33,8
95BB18S1,726,505,99,79,29,14
95BB18S2,912,552,121,173,51,15
95BB19S1,641,441,94,82,16,8
95BB19S2,599,312,109,134,36,8
95BB19S3,484,271,79,100,24,10
95BB20S1,677,439,89,91,46,12
95BB20S2,613,429,73,67,32,12
95BB21S1,932,603,141,123,45,20
95BB21S2,889,567,132,120,51,19
95BB22S1,596,351,100,95,38,12
95BB22S2,598,359,104,92,31,12
95BB23S1,638,485,63,69,13,8
95BB23S2,523,339,77,80,24,3
95CC01W1,904,559,171,117,40,17
95CC02W1,875,537,118,117,62,41
95CC03W1,1127,698,192,157,54,26
