GeographyCode,QS402NI0001,QS402NI0002,QS402NI0003,QS402NI0004,QS402NI0005,QS402NI0006,QS402NI0007,QS402NI0008,QS402NI0009,QS402NI0010,QS402NI0011,QS402NI0012
95AA01S1,310,310,305,72,212,21,5,5,0,0,0,0
95AA01S2,624,624,598,481,61,56,23,21,2,0,3,0
95AA01S3,588,588,533,289,105,139,54,49,5,0,1,0
95AA02W1,839,839,654,78,98,478,185,182,3,0,0,0
95AA03W1,845,845,806,74,170,562,39,36,3,0,0,0
95AA04W1,1014,1014,991,852,82,57,9,9,0,0,14,0
95AA05W1,920,920,908,522,327,59,10,8,1,1,2,0
95AA06S1,710,710,643,262,263,118,67,63,2,2,0,0
95AA06S2,860,860,814,348,288,178,46,38,2,6,0,0
95AA07W1,820,820,803,434,134,235,15,15,0,0,2,0
95AA08W1,699,699,670,70,106,494,29,29,0,0,0,0
95AA09W1,943,943,819,249,74,496,123,118,5,0,1,0
95AA10W1,792,792,709,218,245,246,83,81,2,0,0,0
95AA11S1,1123,1123,1024,406,260,358,99,88,9,2,0,0
95AA11S2,870,870,853,351,358,144,17,15,1,1,0,0
95AA12W1,971,971,965,787,128,50,4,1,2,1,2,0
95AA13S1,625,624,573,278,197,98,51,35,8,8,0,1
95AA13S2,614,614,573,196,272,105,41,31,0,10,0,0
95AA14W1,779,779,772,701,50,21,2,1,1,0,5,0
95AA15S1,1013,1013,903,193,464,246,110,107,3,0,0,0
95AA15S2,582,582,525,69,151,305,57,54,3,0,0,0
95AA16W1,832,832,687,52,136,499,145,143,2,0,0,0
95AA17W1,855,855,793,146,324,323,62,57,5,0,0,0
95AA18W1,1004,1004,922,635,158,129,82,76,5,1,0,0
95AA19W1,832,832,817,528,181,108,11,10,0,1,4,0
95BB01S1,548,548,546,332,126,88,2,1,1,0,0,0
95BB01S2,759,759,729,256,352,121,30,27,0,3,0,0
95BB02W1,1126,1126,809,210,349,250,317,306,11,0,0,0
95BB03S1,877,877,848,319,242,287,29,23,2,4,0,0
95BB03S2,899,899,848,489,182,177,9,6,3,0,42,0
95BB04S1,638,638,581,218,115,248,57,47,7,3,0,0
95BB04S2,669,669,664,365,259,40,5,5,0,0,0,0
95BB05S1,564,564,554,374,119,61,10,5,4,1,0,0
95BB05S2,754,754,747,426,144,177,7,4,3,0,0,0
95BB06W1,1518,1518,1066,68,225,773,452,418,18,16,0,0
95BB07S1,819,819,638,102,216,320,181,161,11,9,0,0
95BB07S2,496,496,495,192,205,98,0,0,0,0,1,0
95BB08S1,589,589,572,33,345,194,17,16,1,0,0,0
95BB08S2,479,479,472,124,293,55,7,7,0,0,0,0
95BB09S1,561,561,543,286,181,76,18,15,3,0,0,0
95BB09S2,692,692,626,245,172,209,65,54,11,0,1,0
95BB10S1,874,874,652,144,110,398,221,195,11,15,1,0
95BB10S2,635,635,610,455,88,67,25,24,1,0,0,0
95BB11S1,621,621,546,82,231,233,75,75,0,0,0,0
95BB11S2,717,717,667,248,189,230,50,49,1,0,0,0
95BB12S1,626,626,578,64,86,428,48,41,6,1,0,0
95BB12S2,504,504,504,363,34,107,0,0,0,0,0,0
95BB13S1,508,508,504,248,173,83,4,1,2,1,0,0
95BB13S2,603,603,571,118,207,246,32,32,0,0,0,0
95BB13S3,576,576,571,184,356,31,5,2,3,0,0,0
95BB14S1,551,551,550,481,54,15,0,0,0,0,1,0
95BB14S2,621,621,615,428,79,108,6,5,1,0,0,0
95BB15S1,706,706,704,498,137,69,1,0,1,0,1,0
95BB15S2,581,581,570,190,144,236,9,7,0,2,2,0
95BB16S1,562,562,559,462,63,34,3,1,1,1,0,0
95BB16S2,614,614,608,459,87,62,6,3,2,1,0,0
95BB17S1,727,727,715,113,476,126,12,10,2,0,0,0
95BB17S2,672,672,669,308,177,184,3,1,1,1,0,0
95BB18S1,726,726,698,147,300,251,28,21,4,3,0,0
95BB18S2,912,912,906,562,288,56,4,1,3,0,2,0
95BB19S1,641,641,614,184,286,144,27,26,1,0,0,0
95BB19S2,599,599,593,327,249,17,6,6,0,0,0,0
95BB19S3,484,484,478,185,281,12,6,6,0,0,0,0
95BB20S1,677,677,665,373,155,137,12,4,0,8,0,0
95BB20S2,613,613,576,89,145,342,37,32,2,3,0,0
95BB21S1,932,932,919,427,310,182,13,10,2,1,0,0
95BB21S2,889,889,856,464,248,144,32,31,0,1,1,0
95BB22S1,596,596,522,97,188,237,74,74,0,0,0,0
