GeographyCode,QS102NI0001,QS102NI0002,QS102NI0003
95AA01S1,1113,540,2.06
95AA01S2,1829,3551,0.52
95AA01S3,1502,2924,0.51
95AA02W1,1734,240,7.21
95AA03W1,1822,56,32.76
95AA04W1,3013,8018,0.38
95AA05W1,2701,2549,1.06
95AA06S1,1953,1069,1.83
95AA06S2,2694,189,14.29
95AA07W1,2140,2349,0.91
95AA08W1,1698,402,4.22
95AA09W1,2220,95,23.44
95AA10W1,1953,57,34.47
95AA11S1,2800,195,14.36
95AA11S2,2564,317,8.09
95AA12W1,2775,6509,0.43
95AA13S1,1745,1511,1.15
95AA13S2,1562,192,8.15
95AA14W1,2349,5211,0.45
95AA15S1,2641,185,14.25
95AA15S2,1545,248,6.22
95AA16W1,1807,41,43.62
95AA17W1,2142,53,40.09
95AA18W1,2439,2029,1.20
95AA19W1,2687,3522,0.76
95BB01S1,1574,1416,1.11
95BB01S2,2035,136,14.98
95BB02W1,2347,1018,2.31
95BB03S1,2026,298,6.81
95BB03S2,2193,2986,0.73
95BB04S1,1438,117,12.30
95BB04S2,1610,920,1.75
95BB05S1,1490,2479,0.60
95BB05S2,1911,2538,0.75
95BB06W1,2870,230,12.47
95BB07S1,1658,88,18.75
95BB07S2,1295,360,3.60
95BB08S1,1331,34,39.08
95BB08S2,1294,330,3.92
95BB09S1,1325,496,2.67
95BB09S2,1618,160,10.13
95BB10S1,1690,116,14.52
95BB10S2,1637,1567,1.04
95BB11S1,1408,138,10.21
95BB11S2,1547,50,30.66
95BB12S1,1440,31,46.57
95BB12S2,1336,431,3.10
95BB13S1,1392,189,7.36
95BB13S2,1472,35,42.00
95BB13S3,1580,41,38.76
95BB14S1,1510,2844,0.53
95BB14S2,1606,1209,1.33
95BB15S1,2005,3391,0.59
95BB15S2,1484,512,2.90
95BB16S1,1533,2280,0.67
95BB16S2,1603,1532,1.05
95BB17S1,1793,54,33.21
95BB17S2,1763,1994,0.88
95BB18S1,1688,170,9.95
95BB18S2,2591,1351,1.92
95BB19S1,1613,58,27.68
95BB19S2,1784,62,28.88
95BB19S3,1391,25,56.34
95BB20S1,1889,2994,0.63
95BB20S2,1524,58,26.20
95BB21S1,2387,570,4.19
95BB21S2,2332,1724,1.35
95BB22S1,1557,377,4.13
95BB22S2,1483,43,34.31
95BB23S1,1540,75,20.66
95BB23S2,1485,195,7.61
95CC01W1,2558,347,7.37
95CC02W1,2725,6137,0.44
95CC03W1,2817,139,20.32
95CC04W1,2440,6225,0.39
95CC05W1,2774,3430,0.81
95CC06S1,1468,259,5.66
95CC06S2,1308,81,16.10
95CC07W1,3475,6904,0.50
95CC08W1,2565,153,16.73
95CC09S1,1496,3461,0.43
95CC09S2,1858,2000,0.93
95CC10W1,2577,4165,0.62
95CC11W1,1795,100,17.90
95CC12W1,2785,6208,0.45
95CC13W1,2474,6376,0.39
95CC14W1,3035,1525,1.99
95CC15W1,2903,3264,0.89
95CC16W1,2820,3174,0.89
95CC17W1,2730,4432,0.62
95CC18W1,2342,418,5.60
95CC19W1,2720,5942,0.46
95CC20S1,1308,417,3.14
95CC20S2,1702,92,18.51
95CC21W1,2925,1476,1.98
95CC22W1,1740,105,16.59
95DD01W1,2099,221,9.50
95DD02S1,1453,48,30.34
95DD02S2,2435,1070,2.28
95DD03W1,3503,343,10.20
95DD04W1,1926,152,12.66
95DD05W1,1739,109,16.01
95DD06W1,2588,98,26.41
95DD07S1,1596,576,2.77
95DD07S2,1767,622,2.84
95DD08W1,2126,113,18.78
95DD09W1,2590,6043,0.43
95DD10W1,2805,485,5.78
95DD11W1,2363,71,33.47
95DD12W1,2610,5276,0.49
95DD13W1,1784,64,27.78
95DD14S1,1603,428,3.74
95DD14S2,1674,578,2.89
95DD15W1,3451,8969,0.38
95DD16W1,2981,11579,0.26
95DD17W1,3461,5840,0.59
95DD18W1,1885,289,6.52
95DD19S1,1904,316,6.03
95DD19S2,1460,1862,0.78
95DD20W1,1746,44,39.61
95DD21W1,2139,96,22.24
95DD22S1,1555,2254,0.69
95DD22S2,1581,1683,0.94
95DD23W1,2509,13584,0.18
95DD24W1,2711,163,16.66
95EE01W1,1895,8145,0.23
95EE02W1,2095,3604,0.58
95EE03W1,1999,89,22.43
95EE04W1,1993,2414,0.83
95EE05W1,1509,3882,0.39
95EE06W1,2278,2240,1.02
95EE07W1,1798,221,8.15
95EE08W1,1719,93,18.42
95EE09W1,1890,4008,0.47
95EE10W1,1797,2412,0.74
95EE11W1,1677,4971,0.34
95EE12W1,2507,61,41.07
95EE13W1,1529,263,5.81
95EE14W1,2684,1883,1.43
95EE15W1,1728,4010,0.43
95EE16W1,2126,3484,0.61
95FF01S1,2129,82,25.89
95FF01S2,2667,713,3.74
95FF02W1,2817,8671,0.32
95FF03W1,3006,132,22.86
95FF04W1,2629,7106,0.37
95FF05W1,2563,347,7.38
95FF06S1,2036,82,24.86
95FF06S2,2080,1129,1.84
95FF07W1,2769,92,30.19
95FF08W1,2364,124,19.13
95FF09W1,2522,1548,1.63
95FF10W1,3473,5154,0.67
95FF11W1,2582,7134,0.36
95FF12W1,2724,2760,0.99
95FF13W1,2708,4176,0.65
95FF14W1,2432,4857,0.50
95FF15W1,2740,612,4.48
95FF16W1,2374,391,6.08
95FF17W1,1724,76,22.73
95GG01S1,1768,42,41.60
95GG01S2,1523,30,50.77
95GG01S3,1616,35,45.65
95GG02S1,1745,14,124.68
95GG02S2,2018,17,119.57
95GG02S3,2224,27,81.12
95GG03S1,2003,41,48.68
95GG03S2,1833,42,43.89
95GG03S3,2103,32,65.26
95GG04S1,1708,35,48.12
95GG04S2,1564,16,98.96
95GG04S3,1636,22,72.81
95GG05S1,1813,23,78.44
95GG05S2,2009,21,95.03
95GG05S3,2106,20,107.65
95GG06S1,1925,33,57.50
95GG06S2,1779,27,64.74
95GG06S3,1922,50,38.14
95GG07S1,1862,25,73.88
95GG07S2,1922,22,86.85
95GG07S3,1701,37,46.45
95GG08S1,1394,197,7.09
95GG08S2,1730,51,33.81
95GG08S3,1786,49,36.82
95GG09S1,2151,87,24.61
95GG09S2,1896,43,44.06
95GG09S3,2118,48,43.85
95GG10S1,1826,160,11.40
95GG10S2,2172,32,67.26
95GG11S1,1895,29,64.88
95GG11S2,1687,32,53.23
95GG11S3,1871,13,140.42
95GG12S1,1555,34,45.55
95GG12S2,1958,26,75.75
95GG12S3,1488,17,85.95
95GG12S4,1703,24,70.36
95GG12S5,2241,23,96.88
95GG13S1,1333,41,32.88
95GG13S2,1752,47,37.61
95GG13S3,1637,54,30.44
95GG14S1,1617,55,29.58
95GG14S2,1597,40,39.67
95GG14S3,1606,246,6.53
95GG15S1,1959,98,19.95
95GG15S2,2052,43,47.37
95GG15S3,1909,57,33.21
95GG16S1,1996,26,77.40
95GG16S2,1970,28,71.63
95GG16S3,1486,42,35.72
95GG17S1,2031,26,79.20
95GG17S2,1595,40,40.11
95GG17S3,1704,53,32.25
95GG18S1,2553,35,72.17
95GG18S2,2422,24,102.06
