GeographyCode,QS107NI0001,QS107NI0002,QS107NI0003,QS107NI0004,QS107NI0005,QS107NI0006,QS107NI0007,QS107NI0008,QS107NI0009,QS107NI0010,QS107NI0011,QS107NI0012
95AA01S1,626,550,530,8,2,10,76,50,9,7,8,2
95AA01S2,1378,896,826,66,0,4,482,344,13,33,29,63
95AA01S3,1190,722,644,70,0,8,468,313,9,41,44,61
95AA02W1,1468,738,606,130,0,2,730,416,15,58,91,150
95AA03W1,1436,668,548,110,0,10,768,434,11,79,120,124
95AA04W1,2364,1484,1372,110,0,2,880,651,20,58,56,95
95AA05W1,2036,1238,1140,96,0,2,798,589,12,42,56,99
95AA06S1,1437,802,712,88,0,2,635,416,14,68,44,93
95AA06S2,1866,1080,972,102,2,4,786,570,13,75,55,73
95AA07W1,1693,1020,908,106,0,6,673,446,17,49,74,87
95AA08W1,1325,614,490,122,0,2,711,432,15,72,110,82
95AA09W1,1695,858,706,142,0,10,837,507,21,94,114,101
95AA10W1,1551,832,720,100,0,12,719,486,8,59,76,90
95AA11S1,2125,1264,1026,218,4,16,861,556,26,66,87,126
95AA11S2,1792,1218,1086,130,0,2,574,400,8,57,55,54
95AA12W1,2162,1438,1348,80,2,8,724,509,15,27,50,123
95AA13S1,1292,715,630,83,0,2,577,403,16,47,61,50
95AA13S2,1198,684,580,98,0,6,514,325,10,45,58,76
95AA14W1,1805,1146,1098,40,0,8,659,474,18,30,32,105
95AA15S1,2005,1238,1022,200,0,16,767,524,24,76,86,57
95AA15S2,1061,554,424,122,0,8,507,326,11,50,89,31
95AA16W1,1463,728,592,122,0,14,735,444,9,68,116,98
95AA17W1,1669,880,738,128,0,14,789,500,14,65,125,85
95AA18W1,1997,1314,1200,104,2,8,683,430,19,40,64,130
95AA19W1,1964,1034,992,36,2,4,930,702,22,51,45,110
95BB01S1,1242,778,726,46,2,4,464,322,9,21,44,68
95BB01S2,1595,1028,930,90,0,8,567,394,10,42,52,69
95BB02W1,2007,980,842,130,2,6,1027,547,13,89,151,227
95BB03S1,1614,962,808,136,4,14,652,356,19,54,93,130
95BB03S2,1786,1162,1020,134,0,8,624,376,22,37,79,110
95BB04S1,1222,712,650,56,0,6,510,307,14,28,83,78
95BB04S2,1356,914,848,60,2,4,442,269,9,27,35,102
95BB05S1,1209,816,762,50,2,2,393,256,10,24,39,64
95BB05S2,1550,988,880,106,0,2,562,361,19,39,56,87
95BB06W1,2484,1094,856,220,8,10,1390,765,24,111,220,270
95BB07S1,1333,656,492,154,0,10,677,339,12,71,110,145
95BB07S2,1055,680,618,58,0,4,375,248,7,18,41,61
95BB08S1,1085,564,494,64,0,6,521,285,8,31,93,104
95BB08S2,1017,708,656,50,0,2,309,214,3,23,31,38
95BB09S1,1095,714,658,46,0,10,381,207,20,25,57,72
